dataset,seed,configuration,scope,nmae_pct_fs,acc_at_2_pct,acc_at_5_pct,coverage_pct,failures,rows,nmae_change_from_default_pct_fs,weight_denominator,saturated_rows,percent_max_weight_strictly_gt_095,rows_with_missing_or_nonfinite_weights
Industrial-1395,20262020,alpha_100_default_prior,clean,11.643617925434203,17.491039426523297,45.94982078853047,100.0,0,1395,0.0,1395,5,0.35842293906810035,0
Industrial-1395,20262020,alpha_100_default_prior,blur_moderate,11.553002442779682,17.77777777777778,45.878136200716845,100.0,0,1395,0.0,1395,3,0.21505376344086022,0
Industrial-1395,20262020,alpha_100_default_prior,blur_severe,11.616693713075014,17.562724014336915,44.37275985663082,100.0,0,1395,0.0,1395,4,0.2867383512544803,0
Industrial-1395,20262020,alpha_100_default_prior,perspective_moderate,10.819638881829247,14.767025089605735,44.659498207885306,100.0,0,1395,0.0,1395,24,1.7204301075268817,0
Industrial-1395,20262020,alpha_100_default_prior,perspective_severe,11.771188055867576,14.551971326164875,40.07168458781362,100.0,0,1395,0.0,1395,76,5.448028673835125,0
Industrial-1395,20262020,alpha_100_default_prior,combined_severe,12.143149853898223,12.688172043010754,36.415770609319,100.0,0,1395,0.0,1395,63,4.516129032258065,0
Industrial-1395,20262020,alpha_100_default_prior,perspective_pair,11.29541346884841,14.659498207885305,42.365591397849464,100.0,0,2790,0.0,2790,100,3.5842293906810037,0
Industrial-1395,20262020,alpha_100_default_prior,projective_three,11.577992263865015,14.002389486260455,40.38231780167264,100.0,0,4185,0.0,4185,163,3.894862604540024,0
Industrial-1395,20262020,alpha_200_default_prior,all_conditions,11.57757769665574,16.093189964157705,43.106332138590204,100.0,0,8370,-0.01363744882491602,8370,1155,13.799283154121865,0
Industrial-1395,20262020,alpha_200_default_prior,clean,11.632927536173073,17.491039426523297,45.94982078853047,100.0,0,1395,-0.010690389261130306,1395,66,4.731182795698925,0
Industrial-1395,20262020,alpha_200_default_prior,blur_moderate,11.543651241338772,17.99283154121864,45.73476702508961,100.0,0,1395,-0.009351201440910728,1395,72,5.161290322580645,0
Industrial-1395,20262020,alpha_200_default_prior,blur_severe,11.608824520752172,17.8494623655914,44.516129032258064,100.0,0,1395,-0.007869192322841556,1395,78,5.591397849462366,0
Industrial-1395,20262020,alpha_200_default_prior,perspective_moderate,10.812198748101293,14.695340501792115,45.376344086021504,100.0,0,1395,-0.007440133727953935,1395,181,12.974910394265233,0
Industrial-1395,20262020,alpha_200_default_prior,perspective_severe,11.744028847509174,15.125448028673835,40.50179211469534,100.0,0,1395,-0.0271592083584018,1395,394,28.24372759856631,0
Industrial-1395,20262020,alpha_200_default_prior,combined_severe,12.123835286059958,13.405017921146953,36.55913978494624,100.0,0,1395,-0.019314567838264907,1395,364,26.093189964157705,0
Industrial-1395,20262020,alpha_200_default_prior,perspective_pair,11.278113797805233,14.910394265232977,42.939068100358426,100.0,0,2790,-0.017299671043177867,2790,575,20.60931899641577,0
Industrial-1395,20262020,alpha_200_default_prior,projective_three,11.560020960556809,14.408602150537634,40.812425328554355,100.0,0,4185,-0.017971303308206288,4185,939,22.43727598566308,0
Industrial-1395,20262020,alpha_100_uniform_prior,all_conditions,11.597225642963608,15.854241338112306,42.78375149342891,100.0,0,8370,0.006010497482950683,8370,175,2.090800477897252,0
Industrial-1395,20262020,alpha_100_uniform_prior,clean,11.650702773319423,17.491039426523297,45.73476702508961,100.0,0,1395,0.007084847885220569,1395,9,0.6451612903225806,0
Industrial-1395,20262020,alpha_100_uniform_prior,blur_moderate,11.561167989676216,17.706093189964157,45.51971326164875,100.0,0,1395,0.008165546896533371,1395,7,0.5017921146953405,0
Industrial-1395,20262020,alpha_100_uniform_prior,blur_severe,11.623950728268463,17.8494623655914,44.3010752688172,100.0,0,1395,0.007257015193449234,1395,6,0.43010752688172044,0
Industrial-1395,20262020,alpha_100_uniform_prior,perspective_moderate,10.849056322110846,14.695340501792115,44.3010752688172,100.0,0,1395,0.029417440281598317,1395,22,1.5770609318996416,0
Industrial-1395,20262020,alpha_100_uniform_prior,perspective_severe,11.76677211406437,14.623655913978496,40.28673835125448,100.0,0,1395,-0.004415941803205925,1395,67,4.802867383512544,0
Industrial-1395,20262020,alpha_100_uniform_prior,combined_severe,12.131703930342328,12.759856630824373,36.55913978494624,100.0,0,1395,-0.011445923555895021,1395,64,4.587813620071684,0
Industrial-1395,20262020,alpha_100_uniform_prior,perspective_pair,11.30791421808761,14.659498207885305,42.29390681003584,100.0,0,2790,0.012500749239199749,2790,89,3.1899641577060933,0
Industrial-1395,20262020,alpha_100_uniform_prior,projective_three,11.582510788839182,14.026284348864996,40.38231780167264,100.0,0,4185,0.0045185249741663824,4185,153,3.6559139784946235,0
RF100-VL,20262020,alpha_0_default_prior,all_conditions,6.080871479262389,40.507726269315675,68.76379690949227,100.0,0,906,0.1396650592674824,906,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,clean,6.599131669452592,44.370860927152314,70.86092715231787,100.0,0,151,-0.007947435022782834,151,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,blur_moderate,6.388697794195745,47.019867549668874,72.84768211920529,100.0,0,151,-0.00893639857716444,151,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,blur_severe,5.909116902263189,49.00662251655629,71.52317880794702,100.0,0,151,-0.005218231785820926,151,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,perspective_moderate,5.642322490271528,41.72185430463576,67.54966887417218,100.0,0,151,0.09854616558556373,151,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,perspective_severe,6.231142611066122,31.788079470198678,63.576158940397356,100.0,0,151,0.4174688774600579,151,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,combined_severe,5.714817408325158,29.13907284768212,66.22516556291392,100.0,0,151,0.34407737794504545,151,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,perspective_pair,5.936732550668825,36.75496688741722,65.56291390728477,100.0,0,302,0.2580075215228108,302,0,0.0,0
RF100-VL,20262020,alpha_0_default_prior,projective_three,5.86276083655427,34.216335540838855,65.78366445916114,100.0,0,453,0.2866974736635548,453,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,all_conditions,5.994888756429677,40.94922737306843,69.86754966887418,100.0,0,906,0.05368233643477005,906,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,clean,6.59949743004937,44.370860927152314,70.86092715231787,100.0,0,151,-0.007581674426004881,151,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,blur_moderate,6.388994626436912,47.019867549668874,72.18543046357617,100.0,0,151,-0.008639566335997273,151,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,blur_severe,5.909193064096385,49.00662251655629,71.52317880794702,100.0,0,151,-0.00514206995262434,151,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,perspective_moderate,5.614321615888363,42.384105960264904,67.54966887417218,100.0,0,151,0.07054529120239827,151,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,perspective_severe,5.956158158026392,33.77483443708609,68.21192052980133,100.0,0,151,0.14248442442032783,151,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,combined_severe,5.501167644080638,29.13907284768212,68.87417218543047,100.0,0,151,0.13042761370052602,151,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,perspective_pair,5.7852398869573785,38.079470198675494,67.88079470198676,100.0,0,302,0.10651485781136394,302,0,0.0,0
RF100-VL,20262020,alpha_10_default_prior,projective_three,5.6905491393317975,35.099337748344375,68.21192052980133,100.0,0,453,0.11448577644108227,453,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,all_conditions,5.94739166694466,42.384105960264904,70.08830022075055,100.0,0,906,0.00618524694975342,906,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,clean,6.600320771630773,44.370860927152314,70.19867549668875,100.0,0,151,-0.006758332844602144,151,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,blur_moderate,6.38970170133804,47.019867549668874,72.18543046357617,100.0,0,151,-0.00793249143486996,151,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,blur_severe,5.909522171290537,49.00662251655629,71.52317880794702,100.0,0,151,-0.004812962758472317,151,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,perspective_moderate,5.587969584376954,43.04635761589404,68.21192052980133,100.0,0,151,0.04419325969098953,151,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,perspective_severe,5.803166548327528,37.086092715231786,69.5364238410596,100.0,0,151,-0.010507185278536113,151,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,combined_severe,5.393669224704122,33.77483443708609,68.87417218543047,100.0,0,151,0.02292919432400975,151,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,perspective_pair,5.695568066352241,40.06622516556291,68.87417218543047,100.0,0,302,0.016843037206226263,302,0,0.0,0
RF100-VL,20262020,alpha_25_default_prior,projective_three,5.594935119136202,37.969094922737305,68.87417218543047,100.0,0,453,0.018871756245486537,453,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,all_conditions,5.934778069786953,43.15673289183223,70.08830022075055,100.0,0,906,-0.006428350207953848,906,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,clean,6.602281032954761,45.6953642384106,70.19867549668875,100.0,0,151,-0.004798071520613512,151,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,blur_moderate,6.391992820379612,48.34437086092716,71.52317880794702,100.0,0,151,-0.005641372393297317,151,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,blur_severe,5.91059966067067,49.00662251655629,71.52317880794702,100.0,0,151,-0.003735473378339904,151,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,perspective_moderate,5.56328058188399,43.70860927152318,68.21192052980133,100.0,0,151,0.019504257198025066,151,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,perspective_severe,5.770107681056147,37.74834437086093,69.5364238410596,100.0,0,151,-0.04356605254991752,151,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,combined_severe,5.370406641776533,34.437086092715234,69.5364238410596,100.0,0,151,-0.0003333886035790101,151,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,perspective_pair,5.666694131470069,40.728476821192054,68.87417218543047,100.0,0,302,-0.01203089767594534,302,0,0.0,0
RF100-VL,20262020,alpha_50_default_prior,projective_three,5.567931634905557,38.63134657836645,69.09492273730685,100.0,0,453,-0.008131727985158044,453,0,0.0,0
RF100-VL,20262020,alpha_100_default_prior,all_conditions,5.941206419994907,44.260485651214125,69.5364238410596,100.0,0,906,0.0,906,8,0.8830022075055187,0
RF100-VL,20262020,alpha_100_default_prior,clean,6.607079104475375,45.6953642384106,69.5364238410596,100.0,0,151,0.0,151,0,0.0,0
RF100-VL,20262020,alpha_100_default_prior,blur_moderate,6.39763419277291,48.34437086092716,70.86092715231787,100.0,0,151,0.0,151,0,0.0,0
RF100-VL,20262020,alpha_100_default_prior,blur_severe,5.91433513404901,48.34437086092716,71.52317880794702,100.0,0,151,0.0,151,0,0.0,0
RF100-VL,20262020,alpha_100_default_prior,perspective_moderate,5.543776324685965,45.033112582781456,67.54966887417218,100.0,0,151,0.0,151,1,0.6622516556291391,0
RF100-VL,20262020,alpha_100_default_prior,perspective_severe,5.813673733606064,40.397350993377486,68.87417218543047,100.0,0,151,0.0,151,3,1.9867549668874172,0
RF100-VL,20262020,alpha_100_default_prior,combined_severe,5.370740030380112,37.74834437086093,68.87417218543047,100.0,0,151,0.0,151,4,2.6490066225165565,0
RF100-VL,20262020,alpha_100_default_prior,perspective_pair,5.6787250291460145,42.71523178807947,68.21192052980133,100.0,0,302,0.0,302,4,1.3245033112582782,0
RF100-VL,20262020,alpha_100_default_prior,projective_three,5.576063362890715,41.05960264900662,68.43267108167771,100.0,0,453,0.0,453,8,1.7660044150110374,0
RF100-VL,20262020,alpha_200_default_prior,all_conditions,5.941079763026302,44.81236203090508,69.6467991169978,100.0,0,906,-0.00012665696860469922,906,102,11.258278145695364,0
RF100-VL,20262020,alpha_200_default_prior,clean,6.614639157139108,45.6953642384106,69.5364238410596,100.0,0,151,0.007560052663733607,151,7,4.635761589403973,0
RF100-VL,20262020,alpha_200_default_prior,blur_moderate,6.4060658779115265,48.34437086092716,70.86092715231787,100.0,0,151,0.008431685138616807,151,11,7.28476821192053,0
RF100-VL,20262020,alpha_200_default_prior,blur_severe,5.922463446738357,48.34437086092716,71.52317880794702,100.0,0,151,0.008128312689347439,151,8,5.298013245033113,0
RF100-VL,20262020,alpha_200_default_prior,perspective_moderate,5.533057631380717,44.370860927152314,67.54966887417218,100.0,0,151,-0.010718693305247662,151,7,4.635761589403973,0
RF100-VL,20262020,alpha_200_default_prior,perspective_severe,5.818608323381329,43.04635761589404,68.87417218543047,100.0,0,151,0.0049345897752646195,151,38,25.165562913907284,0
RF100-VL,20262020,alpha_200_default_prior,combined_severe,5.351644141606771,39.0728476821192,69.5364238410596,100.0,0,151,-0.01909588877334123,151,31,20.52980132450331,0
RF100-VL,20262020,alpha_200_default_prior,perspective_pair,5.675832977381023,43.70860927152318,68.21192052980133,100.0,0,302,-0.002892051764991521,302,45,14.900662251655628,0
RF100-VL,20262020,alpha_200_default_prior,projective_three,5.56777003212294,42.16335540838852,68.65342163355407,100.0,0,453,-0.008293330767775053,453,76,16.777041942604857,0
RF100-VL,20262020,alpha_100_uniform_prior,all_conditions,5.9437244704585295,43.4878587196468,69.6467991169978,100.0,0,906,0.0025180504636228562,906,4,0.44150110375275936,0
RF100-VL,20262020,alpha_100_uniform_prior,clean,6.616379356190265,45.6953642384106,69.5364238410596,100.0,0,151,0.00930025171489035,151,0,0.0,0
RF100-VL,20262020,alpha_100_uniform_prior,blur_moderate,6.406841869449635,48.34437086092716,71.52317880794702,100.0,0,151,0.009207676676725285,151,0,0.0,0
RF100-VL,20262020,alpha_100_uniform_prior,blur_severe,5.922364240530753,47.682119205298015,71.52317880794702,100.0,0,151,0.008029106481743042,151,0,0.0,0
RF100-VL,20262020,alpha_100_uniform_prior,perspective_moderate,5.527303112730595,42.384105960264904,68.21192052980133,100.0,0,151,-0.016473211955369216,151,1,0.6622516556291391,0
RF100-VL,20262020,alpha_100_uniform_prior,perspective_severe,5.811046235964856,39.735099337748345,68.87417218543047,100.0,0,151,-0.0026274976412086204,151,1,0.6622516556291391,0
RF100-VL,20262020,alpha_100_uniform_prior,combined_severe,5.378412007885066,37.086092715231786,68.21192052980133,100.0,0,151,0.007671977504953631,151,2,1.3245033112582782,0
RF100-VL,20262020,alpha_100_uniform_prior,perspective_pair,5.669174674347725,41.05960264900662,68.54304635761589,100.0,0,302,-0.009550354798289362,302,2,0.6622516556291391,0
RF100-VL,20262020,alpha_100_uniform_prior,projective_three,5.572253785526839,39.735099337748345,68.43267108167771,100.0,0,453,-0.0038095773638762154,453,4,0.8830022075055187,0
SyncG,20262020,alpha_0_default_prior,all_conditions,1.0110245752349665,89.4125,97.91666666666666,100.0,0,24000,0.14651514740870675,24000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,clean,0.706402141493086,94.875,99.225,100.0,0,4000,0.024317510093430972,4000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,blur_moderate,0.7050675210805912,94.85,99.25,100.0,0,4000,0.024175175375704905,4000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,blur_severe,0.7277853328803147,94.3,99.225,100.0,0,4000,0.024576426617128333,4000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,perspective_moderate,0.9192222366103753,91.07499999999999,98.85000000000001,100.0,0,4000,0.05221775253033489,4000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,perspective_severe,1.4070002506028787,82.425,96.075,100.0,0,4000,0.3637983289722604,4000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,combined_severe,1.6006699687425525,78.95,94.875,100.0,0,4000,0.39000569086337933,4000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,perspective_pair,1.163111243606627,86.75,97.46249999999999,100.0,0,8000,0.20800804075129786,8000,0,0.0,0
SyncG,20262020,alpha_0_default_prior,projective_three,1.3089641519852686,84.15,96.6,100.0,0,12000,0.2686739241219913,12000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,all_conditions,0.9460005977980626,90.55833333333332,98.37083333333332,100.0,0,24000,0.08149116997180283,24000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,clean,0.703714856680811,94.89999999999999,99.225,100.0,0,4000,0.02163022528115599,4000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,blur_moderate,0.7024065500471345,94.825,99.275,100.0,0,4000,0.021514204342248155,4000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,blur_severe,0.725153541386944,94.325,99.225,100.0,0,4000,0.02194463512375766,4000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,perspective_moderate,0.9011257437695127,91.25,98.875,100.0,0,4000,0.03412125968947233,4000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,perspective_severe,1.2280220094270606,85.6,97.375,100.0,0,4000,0.18482008779644232,4000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,combined_severe,1.4155808854769125,82.45,96.25,100.0,0,4000,0.20491660759773933,4000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,perspective_pair,1.0645738765982866,88.425,98.125,100.0,0,8000,0.10947067374295738,8000,0,0.0,0
SyncG,20262020,alpha_10_default_prior,projective_three,1.181576212891162,86.43333333333332,97.5,100.0,0,12000,0.1412859850278847,12000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,all_conditions,0.9026984288521309,91.41666666666667,98.50833333333333,100.0,0,24000,0.038189001025871194,24000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,clean,0.6996340087253239,94.875,99.225,100.0,0,4000,0.017549377325668858,4000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,blur_moderate,0.6982975539467704,94.875,99.275,100.0,0,4000,0.017405208241884074,4000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,blur_severe,0.7211370574553227,94.45,99.25,100.0,0,4000,0.01792815119213642,4000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,perspective_moderate,0.8861886067192792,91.5,98.85000000000001,100.0,0,4000,0.019184122639238854,4000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,perspective_severe,1.114590090911701,87.825,97.7,100.0,0,4000,0.07138816928108271,4000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,combined_severe,1.2963432553543897,84.975,96.75,100.0,0,4000,0.08567897747521647,4000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,perspective_pair,1.0003893488154902,89.6625,98.275,100.0,0,8000,0.045286145960161006,8000,0,0.0,0
SyncG,20262020,alpha_25_default_prior,projective_three,1.0990406509951234,88.1,97.76666666666667,100.0,0,12000,0.058750423131846086,12000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,all_conditions,0.8789733256451028,91.75,98.55833333333334,100.0,0,24000,0.014463897818843052,24000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,clean,0.6930109016207587,94.975,99.225,100.0,0,4000,0.010926270221103707,4000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,blur_moderate,0.6915940933487813,94.89999999999999,99.275,100.0,0,4000,0.010701747643894977,4000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,blur_severe,0.7144034556926624,94.425,99.225,100.0,0,4000,0.011194549429476064,4000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,perspective_moderate,0.8742576632633564,91.55,98.8,100.0,0,4000,0.0072531791833160275,4000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,perspective_severe,1.0634816743092725,88.625,97.875,100.0,0,4000,0.020279752678654228,4000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,combined_severe,1.2370921656357854,86.02499999999999,96.95,100.0,0,4000,0.0264278877566122,4000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,perspective_pair,0.9688696687863145,90.08749999999999,98.3375,100.0,0,8000,0.013766465930985294,8000,0,0.0,0
SyncG,20262020,alpha_50_default_prior,projective_three,1.0582771677361382,88.73333333333333,97.875,100.0,0,12000,0.01798693987286093,12000,0,0.0,0
SyncG,20262020,alpha_100_default_prior,all_conditions,0.8645094278262597,91.91666666666667,98.51666666666667,100.0,0,24000,0.0,24000,39,0.1625,0
SyncG,20262020,alpha_100_default_prior,clean,0.682084631399655,95.25,99.225,100.0,0,4000,0.0,4000,0,0.0,0
SyncG,20262020,alpha_100_default_prior,blur_moderate,0.6808923457048863,95.05,99.25,100.0,0,4000,0.0,4000,0,0.0,0
SyncG,20262020,alpha_100_default_prior,blur_severe,0.7032089062631863,94.475,99.25,100.0,0,4000,0.0,4000,0,0.0,0
SyncG,20262020,alpha_100_default_prior,perspective_moderate,0.8670044840800404,91.4,98.825,100.0,0,4000,0.0,4000,3,0.075,0
SyncG,20262020,alpha_100_default_prior,perspective_severe,1.0432019216306183,88.925,97.8,100.0,0,4000,0.0,4000,13,0.325,0
SyncG,20262020,alpha_100_default_prior,combined_severe,1.2106642778791732,86.4,96.75,100.0,0,4000,0.0,4000,23,0.575,0
SyncG,20262020,alpha_100_default_prior,perspective_pair,0.9551032028553292,90.1625,98.3125,100.0,0,8000,0.0,8000,16,0.2,0
