method,seed,phase,epoch,metric,value
vdn,20262021,source_model,87,samples,16000
vdn,20262021,source_model,87,skipped_optimizer_steps,1
vdn,20262021,source_model,87,unique_training_images,16000
vdn,20262021,source_model,87,vector_loss,0.0004217340467894246
vdn,20262021,source_model,87,vector_weight,0.4321608040201005
vdn,20262021,source_model,88,heatmap_loss,3.9306626753841554e-05
vdn,20262021,source_model,88,image_condition_rows,16000
vdn,20262021,source_model,88,loss,0.00022475355563801713
vdn,20262021,source_model,88,optimizer_steps,1999
vdn,20262021,source_model,88,samples,16000
vdn,20262021,source_model,88,skipped_optimizer_steps,1
vdn,20262021,source_model,88,unique_training_images,16000
vdn,20262021,source_model,88,vector_loss,0.00042418319166063155
vdn,20262021,source_model,88,vector_weight,0.4371859296482412
vdn,20262021,source_model,89,heatmap_loss,3.700746851791337e-05
vdn,20262021,source_model,89,image_condition_rows,16000
vdn,20262021,source_model,89,loss,0.00021862426671032152
vdn,20262021,source_model,89,optimizer_steps,2000
vdn,20262021,source_model,89,samples,16000
vdn,20262021,source_model,89,skipped_optimizer_steps,0
vdn,20262021,source_model,89,unique_training_images,16000
vdn,20262021,source_model,89,vector_loss,0.0004107016165289679
vdn,20262021,source_model,89,vector_weight,0.44221105527638194
vdn,20262021,source_model,90,heatmap_loss,4.012512323311057e-05
vdn,20262021,source_model,90,image_condition_rows,16000
vdn,20262021,source_model,90,loss,0.0002321521946341818
vdn,20262021,source_model,90,optimizer_steps,2000
vdn,20262021,source_model,90,samples,16000
vdn,20262021,source_model,90,skipped_optimizer_steps,0
vdn,20262021,source_model,90,unique_training_images,16000
vdn,20262021,source_model,90,vector_loss,0.00042936390164140904
vdn,20262021,source_model,90,vector_weight,0.4472361809045226
vdn,20262021,source_model,91,heatmap_loss,3.940106257232401e-05
vdn,20262021,source_model,91,image_condition_rows,16000
vdn,20262021,source_model,91,loss,0.00023119801024677145
vdn,20262021,source_model,91,optimizer_steps,1998
vdn,20262021,source_model,91,samples,16000
vdn,20262021,source_model,91,skipped_optimizer_steps,2
vdn,20262021,source_model,91,unique_training_images,16000
vdn,20262021,source_model,91,vector_loss,0.0004240843684719948
vdn,20262021,source_model,91,vector_weight,0.45226130653266333
vdn,20262021,source_model,92,heatmap_loss,3.7237798076148464e-05
vdn,20262021,source_model,92,image_condition_rows,16000
vdn,20262021,source_model,92,loss,0.00022514488536762656
vdn,20262021,source_model,92,optimizer_steps,1999
vdn,20262021,source_model,92,samples,16000
vdn,20262021,source_model,92,skipped_optimizer_steps,1
vdn,20262021,source_model,92,unique_training_images,16000
vdn,20262021,source_model,92,vector_loss,0.00041091770887942403
vdn,20262021,source_model,92,vector_weight,0.457286432160804
vdn,20262021,source_model,93,heatmap_loss,3.7749831549035664e-05
vdn,20262021,source_model,93,image_condition_rows,16000
vdn,20262021,source_model,93,loss,0.00022643142678680306
vdn,20262021,source_model,93,optimizer_steps,2000
vdn,20262021,source_model,93,samples,16000
vdn,20262021,source_model,93,skipped_optimizer_steps,0
vdn,20262021,source_model,93,unique_training_images,16000
vdn,20262021,source_model,93,vector_loss,0.0004081264855794871
vdn,20262021,source_model,93,vector_weight,0.4623115577889447
vdn,20262021,source_model,94,heatmap_loss,3.943651393183245e-05
vdn,20262021,source_model,94,image_condition_rows,16000
vdn,20262021,source_model,94,loss,0.00023783347672724631
vdn,20262021,source_model,94,optimizer_steps,2000
vdn,20262021,source_model,94,samples,16000
vdn,20262021,source_model,94,skipped_optimizer_steps,0
vdn,20262021,source_model,94,unique_training_images,16000
vdn,20262021,source_model,94,vector_loss,0.00042452683210103716
vdn,20262021,source_model,94,vector_weight,0.46733668341708545
vdn,20262021,source_model,95,heatmap_loss,3.859958787234064e-05
vdn,20262021,source_model,95,image_condition_rows,16000
vdn,20262021,source_model,95,loss,0.00023411057293014893
vdn,20262021,source_model,95,optimizer_steps,1998
vdn,20262021,source_model,95,samples,16000
vdn,20262021,source_model,95,skipped_optimizer_steps,2
vdn,20262021,source_model,95,unique_training_images,16000
vdn,20262021,source_model,95,vector_loss,0.00041390092021720195
vdn,20262021,source_model,95,vector_weight,0.4723618090452261
vdn,20262021,source_model,96,heatmap_loss,3.867278168399935e-05
vdn,20262021,source_model,96,image_condition_rows,16000
vdn,20262021,source_model,96,loss,0.00023835020791557326
vdn,20262021,source_model,96,optimizer_steps,1999
vdn,20262021,source_model,96,samples,16000
vdn,20262021,source_model,96,skipped_optimizer_steps,1
vdn,20262021,source_model,96,unique_training_images,16000
vdn,20262021,source_model,96,vector_loss,0.0004182716723771591
vdn,20262021,source_model,96,vector_weight,0.47738693467336685
vdn,20262021,source_model,97,heatmap_loss,3.667706463716058e-05
vdn,20262021,source_model,97,image_condition_rows,16000
vdn,20262021,source_model,97,loss,0.0002296991013763545
vdn,20262021,source_model,97,optimizer_steps,2000
vdn,20262021,source_model,97,samples,16000
vdn,20262021,source_model,97,skipped_optimizer_steps,0
vdn,20262021,source_model,97,unique_training_images,16000
vdn,20262021,source_model,97,vector_loss,0.0004001185880824778
vdn,20262021,source_model,97,vector_weight,0.4824120603015075
vdn,20262021,source_model,98,heatmap_loss,3.768776420156428e-05
vdn,20262021,source_model,98,image_condition_rows,16000
vdn,20262021,source_model,98,loss,0.00023423915515377304
vdn,20262021,source_model,98,optimizer_steps,1999
vdn,20262021,source_model,98,samples,16000
vdn,20262021,source_model,98,skipped_optimizer_steps,1
vdn,20262021,source_model,98,unique_training_images,16000
vdn,20262021,source_model,98,vector_loss,0.0004032342928367143
vdn,20262021,source_model,98,vector_weight,0.48743718592964824
vdn,20262021,source_model,99,heatmap_loss,3.696059708795474e-05
vdn,20262021,source_model,99,image_condition_rows,16000
vdn,20262021,source_model,99,loss,0.0002357519870492979
vdn,20262021,source_model,99,optimizer_steps,2000
vdn,20262021,source_model,99,samples,16000
vdn,20262021,source_model,99,skipped_optimizer_steps,0
vdn,20262021,source_model,99,unique_training_images,16000
vdn,20262021,source_model,99,vector_loss,0.0004036682331861812
vdn,20262021,source_model,99,vector_weight,0.49246231155778897
vdn,20262021,source_model,100,heatmap_loss,3.777797862858279e-05
vdn,20262021,source_model,100,image_condition_rows,16000
vdn,20262021,source_model,100,loss,0.00024289886801489048
vdn,20262021,source_model,100,optimizer_steps,1998
vdn,20262021,source_model,100,samples,16000
vdn,20262021,source_model,100,skipped_optimizer_steps,2
vdn,20262021,source_model,100,unique_training_images,16000
vdn,20262021,source_model,100,vector_loss,0.00041231371529374885
vdn,20262021,source_model,100,vector_weight,0.49748743718592964
vdn,20262021,source_model,101,heatmap_loss,3.626576870215104e-05
vdn,20262021,source_model,101,image_condition_rows,16000
vdn,20262021,source_model,101,loss,0.00023192884153831983
vdn,20262021,source_model,101,optimizer_steps,2000
vdn,20262021,source_model,101,samples,16000
vdn,20262021,source_model,101,skipped_optimizer_steps,0
vdn,20262021,source_model,101,unique_training_images,16000
vdn,20262021,source_model,101,vector_loss,0.0003893695061778999
vdn,20262021,source_model,101,vector_weight,0.5025125628140703
vdn,20262021,source_model,102,heatmap_loss,3.7962974992524325e-05
vdn,20262021,source_model,102,image_condition_rows,16000
vdn,20262021,source_model,102,loss,0.00024550559330782564
vdn,20262021,source_model,102,optimizer_steps,1998
vdn,20262021,source_model,102,samples,16000
vdn,20262021,source_model,102,skipped_optimizer_steps,2
vdn,20262021,source_model,102,unique_training_images,16000
vdn,20262021,source_model,102,vector_loss,0.0004089206242324508
vdn,20262021,source_model,102,vector_weight,0.507537688442211
vdn,20262021,source_model,103,heatmap_loss,3.634345794489491e-05
vdn,20262021,source_model,103,image_condition_rows,16000
vdn,20262021,source_model,103,loss,0.0002361684621837412
vdn,20262021,source_model,103,optimizer_steps,1999
vdn,20262021,source_model,103,samples,16000
vdn,20262021,source_model,103,skipped_optimizer_steps,1
vdn,20262021,source_model,103,unique_training_images,16000
vdn,20262021,source_model,103,vector_loss,0.0003898546665031972
vdn,20262021,source_model,103,vector_weight,0.5125628140703518
vdn,20262021,source_model,104,heatmap_loss,3.7425530408427224e-05
vdn,20262021,source_model,104,image_condition_rows,16000
vdn,20262021,source_model,104,loss,0.0002474131378958191
vdn,20262021,source_model,104,optimizer_steps,1999
vdn,20262021,source_model,104,samples,16000
vdn,20262021,source_model,104,skipped_optimizer_steps,1
vdn,20262021,source_model,104,unique_training_images,16000
vdn,20262021,source_model,104,vector_loss,0.00040570419609412055
vdn,20262021,source_model,104,vector_weight,0.5175879396984925
vdn,20262021,source_model,105,heatmap_loss,3.747724829668187e-05
vdn,20262021,source_model,105,image_condition_rows,16000
vdn,20262021,source_model,105,loss,0.0002441468192873799
vdn,20262021,source_model,105,optimizer_steps,2000
vdn,20262021,source_model,105,samples,16000
vdn,20262021,source_model,105,skipped_optimizer_steps,0
vdn,20262021,source_model,105,unique_training_images,16000
vdn,20262021,source_model,105,vector_loss,0.0003954542866476913
vdn,20262021,source_model,105,vector_weight,0.5226130653266332
vdn,20262021,source_model,106,heatmap_loss,3.627606392706184e-05
vdn,20262021,source_model,106,image_condition_rows,16000
vdn,20262021,source_model,106,loss,0.00024158813462690887
vdn,20262021,source_model,106,optimizer_steps,2000
vdn,20262021,source_model,106,samples,16000
vdn,20262021,source_model,106,skipped_optimizer_steps,0
vdn,20262021,source_model,106,unique_training_images,16000
vdn,20262021,source_model,106,vector_loss,0.0003891152524483914
vdn,20262021,source_model,106,vector_weight,0.5276381909547738
vdn,20262021,source_model,107,heatmap_loss,3.650462871519267e-05
vdn,20262021,source_model,107,image_condition_rows,16000
vdn,20262021,source_model,107,loss,0.0002438937209399228
vdn,20262021,source_model,107,optimizer_steps,1999
vdn,20262021,source_model,107,samples,16000
vdn,20262021,source_model,107,skipped_optimizer_steps,1
vdn,20262021,source_model,107,unique_training_images,16000
vdn,20262021,source_model,107,vector_loss,0.00038934365120076107
vdn,20262021,source_model,107,vector_weight,0.5326633165829145
vdn,20262021,source_model,108,heatmap_loss,3.722455717615958e-05
vdn,20262021,source_model,108,image_condition_rows,16000
vdn,20262021,source_model,108,loss,0.0002505322378801793
vdn,20262021,source_model,108,optimizer_steps,1999
vdn,20262021,source_model,108,samples,16000
vdn,20262021,source_model,108,skipped_optimizer_steps,1
vdn,20262021,source_model,108,unique_training_images,16000
vdn,20262021,source_model,108,vector_loss,0.00039671242063468525
vdn,20262021,source_model,108,vector_weight,0.5376884422110553
vdn,20262021,source_model,109,heatmap_loss,3.669550388008247e-05
vdn,20262021,source_model,109,image_condition_rows,16000
vdn,20262021,source_model,109,loss,0.00024967946623291934
vdn,20262021,source_model,109,optimizer_steps,1999
vdn,20262021,source_model,109,samples,16000
vdn,20262021,source_model,109,skipped_optimizer_steps,1
vdn,20262021,source_model,109,unique_training_images,16000
vdn,20262021,source_model,109,vector_loss,0.0003924426601315645
vdn,20262021,source_model,109,vector_weight,0.542713567839196
vdn,20262021,source_model,110,heatmap_loss,3.597912823215665e-05
vdn,20262021,source_model,110,image_condition_rows,16000
vdn,20262021,source_model,110,loss,0.00024541559451563444
vdn,20262021,source_model,110,optimizer_steps,1998
vdn,20262021,source_model,110,samples,16000
vdn,20262021,source_model,110,skipped_optimizer_steps,2
vdn,20262021,source_model,110,unique_training_images,16000
vdn,20262021,source_model,110,vector_loss,0.0003823656728472997
vdn,20262021,source_model,110,vector_weight,0.5477386934673367
vdn,20262021,source_model,111,heatmap_loss,3.58865357304694e-05
vdn,20262021,source_model,111,image_condition_rows,16000
vdn,20262021,source_model,111,loss,0.0002472833473702849
vdn,20262021,source_model,111,optimizer_steps,2000
vdn,20262021,source_model,111,samples,16000
vdn,20262021,source_model,111,skipped_optimizer_steps,0
vdn,20262021,source_model,111,unique_training_images,16000
vdn,20262021,source_model,111,vector_loss,0.0003824360488761158
vdn,20262021,source_model,111,vector_weight,0.5527638190954773
vdn,20262021,source_model,112,heatmap_loss,3.479822662143306e-05
vdn,20262021,source_model,112,image_condition_rows,16000
vdn,20262021,source_model,112,loss,0.0002441262628617551
vdn,20262021,source_model,112,optimizer_steps,2000
vdn,20262021,source_model,112,samples,16000
vdn,20262021,source_model,112,skipped_optimizer_steps,0
vdn,20262021,source_model,112,unique_training_images,16000
vdn,20262021,source_model,112,vector_loss,0.0003752817782205966
vdn,20262021,source_model,112,vector_weight,0.5577889447236181
vdn,20262021,source_model,113,heatmap_loss,3.4630329451374566e-05
vdn,20262021,source_model,113,image_condition_rows,16000
vdn,20262021,source_model,113,loss,0.00024795993564657694
vdn,20262021,source_model,113,optimizer_steps,1999
vdn,20262021,source_model,113,samples,16000
vdn,20262021,source_model,113,skipped_optimizer_steps,1
vdn,20262021,source_model,113,unique_training_images,16000
vdn,20262021,source_model,113,vector_loss,0.00037904100480409396
vdn,20262021,source_model,113,vector_weight,0.5628140703517588
vdn,20262021,source_model,114,heatmap_loss,3.5813389833720064e-05
vdn,20262021,source_model,114,image_condition_rows,16000
vdn,20262021,source_model,114,loss,0.00025361909574803576
vdn,20262021,source_model,114,optimizer_steps,1999
vdn,20262021,source_model,114,samples,16000
vdn,20262021,source_model,114,skipped_optimizer_steps,1
vdn,20262021,source_model,114,unique_training_images,16000
vdn,20262021,source_model,114,vector_loss,0.0003835693331411676
vdn,20262021,source_model,114,vector_weight,0.5678391959798995
vdn,20262021,source_model,115,heatmap_loss,3.560000956531439e-05
vdn,20262021,source_model,115,image_condition_rows,16000
vdn,20262021,source_model,115,loss,0.0002508071380179899
vdn,20262021,source_model,115,optimizer_steps,2000
vdn,20262021,source_model,115,samples,16000
vdn,20262021,source_model,115,skipped_optimizer_steps,0
vdn,20262021,source_model,115,unique_training_images,16000
vdn,20262021,source_model,115,vector_loss,0.0003756686008891847
vdn,20262021,source_model,115,vector_weight,0.5728643216080402
vdn,20262021,source_model,116,heatmap_loss,3.591726274976281e-05
vdn,20262021,source_model,116,image_condition_rows,16000
vdn,20262021,source_model,116,loss,0.0002582732562568708
vdn,20262021,source_model,116,optimizer_steps,1998
vdn,20262021,source_model,116,samples,16000
vdn,20262021,source_model,116,skipped_optimizer_steps,2
vdn,20262021,source_model,116,unique_training_images,16000
vdn,20262021,source_model,116,vector_loss,0.00038477254828285366
vdn,20262021,source_model,116,vector_weight,0.5778894472361809
vdn,20262021,source_model,117,heatmap_loss,3.4026310011540774e-05
vdn,20262021,source_model,117,image_condition_rows,16000
vdn,20262021,source_model,117,loss,0.00024684672410421626
vdn,20262021,source_model,117,optimizer_steps,2000
vdn,20262021,source_model,117,samples,16000
vdn,20262021,source_model,117,skipped_optimizer_steps,0
vdn,20262021,source_model,117,unique_training_images,16000
vdn,20262021,source_model,117,vector_loss,0.00036509707689128847
vdn,20262021,source_model,117,vector_weight,0.5829145728643216
vdn,20262021,source_model,118,heatmap_loss,3.522500357576064e-05
vdn,20262021,source_model,118,image_condition_rows,16000
vdn,20262021,source_model,118,loss,0.000255417660781859
vdn,20262021,source_model,118,optimizer_steps,1999
vdn,20262021,source_model,118,samples,16000
vdn,20262021,source_model,118,skipped_optimizer_steps,1
vdn,20262021,source_model,118,unique_training_images,16000
vdn,20262021,source_model,118,vector_loss,0.00037451572703866984
vdn,20262021,source_model,118,vector_weight,0.5879396984924623
vdn,20262021,source_model,119,heatmap_loss,3.5380792267687866e-05
vdn,20262021,source_model,119,image_condition_rows,16000
vdn,20262021,source_model,119,loss,0.0002619225018479483
vdn,20262021,source_model,119,optimizer_steps,1999
vdn,20262021,source_model,119,samples,16000
vdn,20262021,source_model,119,skipped_optimizer_steps,1
vdn,20262021,source_model,119,unique_training_images,16000
vdn,20262021,source_model,119,vector_loss,0.0003820491510823558
vdn,20262021,source_model,119,vector_weight,0.592964824120603
vdn,20262021,source_model,120,heatmap_loss,3.5911653737912276e-05
vdn,20262021,source_model,120,image_condition_rows,16000
vdn,20262021,source_model,120,loss,0.0002638520424570743
vdn,20262021,source_model,120,optimizer_steps,2000
vdn,20262021,source_model,120,samples,16000
vdn,20262021,source_model,120,skipped_optimizer_steps,0
vdn,20262021,source_model,120,unique_training_images,16000
vdn,20262021,source_model,120,vector_loss,0.0003811776064303558
vdn,20262021,source_model,120,vector_weight,0.5979899497487438
vdn,20262021,source_model,121,heatmap_loss,3.515857516867982e-05
vdn,20262021,source_model,121,image_condition_rows,16000
vdn,20262021,source_model,121,loss,0.000260323518487894
vdn,20262021,source_model,121,optimizer_steps,1999
vdn,20262021,source_model,121,samples,16000
vdn,20262021,source_model,121,skipped_optimizer_steps,1
vdn,20262021,source_model,121,unique_training_images,16000
vdn,20262021,source_model,121,vector_loss,0.0003733985363951433
vdn,20262021,source_model,121,vector_weight,0.6030150753768844
vdn,20262021,source_model,122,heatmap_loss,3.6303468687947313e-05
vdn,20262021,source_model,122,image_condition_rows,16000
vdn,20262021,source_model,122,loss,0.00026750021410680346
vdn,20262021,source_model,122,optimizer_steps,1999
vdn,20262021,source_model,122,samples,16000
vdn,20262021,source_model,122,skipped_optimizer_steps,1
vdn,20262021,source_model,122,unique_training_images,16000
vdn,20262021,source_model,122,vector_loss,0.0003802326550257931
vdn,20262021,source_model,122,vector_weight,0.6080402010050251
vdn,20262021,source_model,123,heatmap_loss,3.456067469119262e-05
vdn,20262021,source_model,123,image_condition_rows,16000
vdn,20262021,source_model,123,loss,0.00025783061538277253
vdn,20262021,source_model,123,optimizer_steps,1999
vdn,20262021,source_model,123,samples,16000
vdn,20262021,source_model,123,skipped_optimizer_steps,1
vdn,20262021,source_model,123,unique_training_images,16000
vdn,20262021,source_model,123,vector_loss,0.00036418622833389233
vdn,20262021,source_model,123,vector_weight,0.6130653266331658
vdn,20262021,source_model,124,heatmap_loss,3.40949524431835e-05
vdn,20262021,source_model,124,image_condition_rows,16000
vdn,20262021,source_model,124,loss,0.00026224056471619406
vdn,20262021,source_model,124,optimizer_steps,2000
vdn,20262021,source_model,124,samples,16000
vdn,20262021,source_model,124,skipped_optimizer_steps,0
vdn,20262021,source_model,124,unique_training_images,16000
vdn,20262021,source_model,124,vector_loss,0.0003691136335592091
vdn,20262021,source_model,124,vector_weight,0.6180904522613065
vdn,20262021,source_model,125,heatmap_loss,3.4274380275064683e-05
vdn,20262021,source_model,125,image_condition_rows,16000
vdn,20262021,source_model,125,loss,0.0002604135657875304
vdn,20262021,source_model,125,optimizer_steps,1999
vdn,20262021,source_model,125,samples,16000
vdn,20262021,source_model,125,skipped_optimizer_steps,1
vdn,20262021,source_model,125,unique_training_images,16000
vdn,20262021,source_model,125,vector_loss,0.00036291690572215886
vdn,20262021,source_model,125,vector_weight,0.6231155778894473
vdn,20262021,source_model,126,heatmap_loss,3.402708881935723e-05
vdn,20262021,source_model,126,image_condition_rows,16000
vdn,20262021,source_model,126,loss,0.00026370273248312514
vdn,20262021,source_model,126,optimizer_steps,1999
vdn,20262021,source_model,126,samples,16000
vdn,20262021,source_model,126,skipped_optimizer_steps,1
vdn,20262021,source_model,126,unique_training_images,16000
vdn,20262021,source_model,126,vector_loss,0.0003656436327028132
vdn,20262021,source_model,126,vector_weight,0.628140703517588
vdn,20262021,source_model,127,heatmap_loss,3.4368654660966056e-05
vdn,20262021,source_model,127,image_condition_rows,16000
vdn,20262021,source_model,127,loss,0.00026893420027590764
vdn,20262021,source_model,127,optimizer_steps,1998
vdn,20262021,source_model,127,samples,16000
vdn,20262021,source_model,127,skipped_optimizer_steps,2
vdn,20262021,source_model,127,unique_training_images,16000
vdn,20262021,source_model,127,vector_loss,0.0003704646264413896
vdn,20262021,source_model,127,vector_weight,0.6331658291457286
vdn,20262021,source_model,128,heatmap_loss,3.5586026751389e-05
vdn,20262021,source_model,128,image_condition_rows,16000
vdn,20262021,source_model,128,loss,0.0002737818548484938
vdn,20262021,source_model,128,optimizer_steps,2000
vdn,20262021,source_model,128,samples,16000
vdn,20262021,source_model,128,skipped_optimizer_steps,0
vdn,20262021,source_model,128,unique_training_images,16000
vdn,20262021,source_model,128,vector_loss,0.0003732359994019134
vdn,20262021,source_model,128,vector_weight,0.6381909547738693
vdn,20262021,source_model,129,heatmap_loss,3.423975464056639e-05
vdn,20262021,source_model,129,image_condition_rows,16000
vdn,20262021,source_model,129,loss,0.000267391839355696
vdn,20262021,source_model,129,optimizer_steps,1999
vdn,20262021,source_model,129,samples,16000
vdn,20262021,source_model,129,skipped_optimizer_steps,1
vdn,20262021,source_model,129,unique_training_images,16000
vdn,20262021,source_model,129,vector_loss,0.00036247863464905093
vdn,20262021,source_model,129,vector_weight,0.6432160804020101
vdn,20262021,source_model,130,heatmap_loss,3.364988035832539e-05
vdn,20262021,source_model,130,image_condition_rows,16000
vdn,20262021,source_model,130,loss,0.0002659317654715778
vdn,20262021,source_model,130,optimizer_steps,2000
vdn,20262021,source_model,130,samples,16000
vdn,20262021,source_model,130,skipped_optimizer_steps,0
vdn,20262021,source_model,130,unique_training_images,16000
vdn,20262021,source_model,130,vector_loss,0.00035832630983532
vdn,20262021,source_model,130,vector_weight,0.6482412060301508
vdn,20262021,source_model,131,heatmap_loss,3.2601949436411816e-05
vdn,20262021,source_model,131,image_condition_rows,16000
vdn,20262021,source_model,131,loss,0.00025896603003002384
vdn,20262021,source_model,131,optimizer_steps,1999
vdn,20262021,source_model,131,samples,16000
vdn,20262021,source_model,131,skipped_optimizer_steps,1
vdn,20262021,source_model,131,unique_training_images,16000
vdn,20262021,source_model,131,vector_loss,0.00034651118008014234
vdn,20262021,source_model,131,vector_weight,0.6532663316582915
vdn,20262021,source_model,132,heatmap_loss,3.3651994862566426e-05
vdn,20262021,source_model,132,image_condition_rows,16000
vdn,20262021,source_model,132,loss,0.0002676703516035559
vdn,20262021,source_model,132,optimizer_steps,1999
vdn,20262021,source_model,132,samples,16000
vdn,20262021,source_model,132,skipped_optimizer_steps,1
vdn,20262021,source_model,132,unique_training_images,16000
vdn,20262021,source_model,132,vector_loss,0.00035549353207534295
vdn,20262021,source_model,132,vector_weight,0.6582914572864321
vdn,20262021,source_model,133,heatmap_loss,3.329891135399521e-05
vdn,20262021,source_model,133,image_condition_rows,16000
vdn,20262021,source_model,133,loss,0.00026923308872574123
vdn,20262021,source_model,133,optimizer_steps,2000
vdn,20262021,source_model,133,samples,16000
vdn,20262021,source_model,133,skipped_optimizer_steps,0
vdn,20262021,source_model,133,unique_training_images,16000
vdn,20262021,source_model,133,vector_loss,0.0003556886329188274
vdn,20262021,source_model,133,vector_weight,0.6633165829145728
vdn,20262021,source_model,134,heatmap_loss,3.239706301883416e-05
vdn,20262021,source_model,134,image_condition_rows,16000
vdn,20262021,source_model,134,loss,0.0002660149841685779
vdn,20262021,source_model,134,optimizer_steps,1999
vdn,20262021,source_model,134,samples,16000
vdn,20262021,source_model,134,skipped_optimizer_steps,1
vdn,20262021,source_model,134,unique_training_images,16000
vdn,20262021,source_model,134,vector_loss,0.0003495486241808976
vdn,20262021,source_model,134,vector_weight,0.6683417085427136
vdn,20262021,source_model,135,heatmap_loss,3.28838473428732e-05
vdn,20262021,source_model,135,image_condition_rows,16000
vdn,20262021,source_model,135,loss,0.0002694675698085121
vdn,20262021,source_model,135,optimizer_steps,1999
vdn,20262021,source_model,135,samples,16000
vdn,20262021,source_model,135,skipped_optimizer_steps,1
vdn,20262021,source_model,135,unique_training_images,16000
vdn,20262021,source_model,135,vector_loss,0.00035134447694781557
vdn,20262021,source_model,135,vector_weight,0.6733668341708543
vdn,20262021,source_model,136,heatmap_loss,3.45238277336648e-05
vdn,20262021,source_model,136,image_condition_rows,16000
vdn,20262021,source_model,136,loss,0.00027927162551986837
vdn,20262021,source_model,136,optimizer_steps,1999
vdn,20262021,source_model,136,samples,16000
vdn,20262021,source_model,136,skipped_optimizer_steps,1
vdn,20262021,source_model,136,unique_training_images,16000
vdn,20262021,source_model,136,vector_loss,0.0003607763973532201
vdn,20262021,source_model,136,vector_weight,0.678391959798995
vdn,20262021,source_model,137,heatmap_loss,3.3662423182249765e-05
vdn,20262021,source_model,137,image_condition_rows,16000
vdn,20262021,source_model,137,loss,0.0002776866387885093
vdn,20262021,source_model,137,optimizer_steps,1999
vdn,20262021,source_model,137,samples,16000
vdn,20262021,source_model,137,skipped_optimizer_steps,1
vdn,20262021,source_model,137,unique_training_images,16000
vdn,20262021,source_model,137,vector_loss,0.0003570648459399308
vdn,20262021,source_model,137,vector_weight,0.6834170854271356
vdn,20262021,source_model,138,heatmap_loss,3.29742245523903e-05
vdn,20262021,source_model,138,image_condition_rows,16000
vdn,20262021,source_model,138,loss,0.00027269868897110427
vdn,20262021,source_model,138,optimizer_steps,1999
vdn,20262021,source_model,138,samples,16000
vdn,20262021,source_model,138,skipped_optimizer_steps,1
vdn,20262021,source_model,138,unique_training_images,16000
vdn,20262021,source_model,138,vector_loss,0.0003482128974310399
vdn,20262021,source_model,138,vector_weight,0.6884422110552764
vdn,20262021,source_model,139,heatmap_loss,3.2299654041253235e-05
vdn,20262021,source_model,139,image_condition_rows,16000
vdn,20262021,source_model,139,loss,0.000273246119567375
vdn,20262021,source_model,139,optimizer_steps,1999
vdn,20262021,source_model,139,samples,16000
vdn,20262021,source_model,139,skipped_optimizer_steps,1
vdn,20262021,source_model,139,unique_training_images,16000
vdn,20262021,source_model,139,vector_loss,0.0003474517954791736
vdn,20262021,source_model,139,vector_weight,0.6934673366834171
vdn,20262021,source_model,140,heatmap_loss,3.46626782727526e-05
vdn,20262021,source_model,140,image_condition_rows,16000
vdn,20262021,source_model,140,loss,0.0002900454178352447
vdn,20262021,source_model,140,optimizer_steps,1999
vdn,20262021,source_model,140,samples,16000
vdn,20262021,source_model,140,skipped_optimizer_steps,1
vdn,20262021,source_model,140,unique_training_images,16000
vdn,20262021,source_model,140,vector_loss,0.00036561989004712815
vdn,20262021,source_model,140,vector_weight,0.6984924623115578
vdn,20262021,source_model,141,heatmap_loss,3.10766299394345e-05
vdn,20262021,source_model,141,image_condition_rows,16000
vdn,20262021,source_model,141,loss,0.00023624866529007704
vdn,20262021,source_model,141,optimizer_steps,2000
vdn,20262021,source_model,141,samples,16000
vdn,20262021,source_model,141,skipped_optimizer_steps,0
vdn,20262021,source_model,141,unique_training_images,16000
vdn,20262021,source_model,141,vector_loss,0.0002916373809584911
vdn,20262021,source_model,141,vector_weight,0.7035175879396985
vdn,20262021,source_model,142,heatmap_loss,2.8306426188009935e-05
vdn,20262021,source_model,142,image_condition_rows,16000
vdn,20262021,source_model,142,loss,0.0002131473038725744
vdn,20262021,source_model,142,optimizer_steps,1999
vdn,20262021,source_model,142,samples,16000
vdn,20262021,source_model,142,skipped_optimizer_steps,1
vdn,20262021,source_model,142,unique_training_images,16000
vdn,20262021,source_model,142,vector_loss,0.00026087471654227557
vdn,20262021,source_model,142,vector_weight,0.7085427135678392
vdn,20262021,source_model,143,heatmap_loss,2.7614155704441145e-05
vdn,20262021,source_model,143,image_condition_rows,16000
vdn,20262021,source_model,143,loss,0.00020681806557604432
vdn,20262021,source_model,143,optimizer_steps,1999
vdn,20262021,source_model,143,samples,16000
vdn,20262021,source_model,143,skipped_optimizer_steps,1
vdn,20262021,source_model,143,unique_training_images,16000
vdn,20262021,source_model,143,vector_loss,0.0002511378685801446
vdn,20262021,source_model,143,vector_weight,0.7135678391959799
vdn,20262021,source_model,144,heatmap_loss,2.7368980307301172e-05
vdn,20262021,source_model,144,image_condition_rows,16000
vdn,20262021,source_model,144,loss,0.0002030350479308254
vdn,20262021,source_model,144,optimizer_steps,2000
vdn,20262021,source_model,144,samples,16000
vdn,20262021,source_model,144,skipped_optimizer_steps,0
vdn,20262021,source_model,144,unique_training_images,16000
vdn,20262021,source_model,144,vector_loss,0.00024445838141809873
vdn,20262021,source_model,144,vector_weight,0.7185929648241206
vdn,20262021,source_model,145,heatmap_loss,2.706563815740992e-05
vdn,20262021,source_model,145,image_condition_rows,16000
vdn,20262021,source_model,145,loss,0.00020172811385737077
