method,seed,phase,epoch,metric,value
geoprr,20262021,full_router_stage_two,38,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,38,loss,0.00917807500809431
geoprr,20262021,full_router_stage_two,38,mean_condition_l1,0.0075363051146268845
geoprr,20262021,full_router_stage_two,38,worst_excess,-9.412204963155091e-05
geoprr,20262021,full_router_stage_two,38,condition_regression,0.0
geoprr,20262021,full_router_stage_two,38,polar_consistency,0.0013229339383542538
geoprr,20262021,full_router_stage_two,38,gain_loss,0.0035642627626657486
geoprr,20262021,full_router_stage_two,38,route_loss,0.6743611097335815
geoprr,20262021,full_router_stage_two,38,gradient_norm,0.002072463743388653
geoprr,20262021,full_router_stage_two,39,samples,19092
geoprr,20262021,full_router_stage_two,39,optimizer_steps,1
geoprr,20262021,full_router_stage_two,39,unique_training_images,3182
geoprr,20262021,full_router_stage_two,39,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,39,loss,0.009173092432320118
geoprr,20262021,full_router_stage_two,39,mean_condition_l1,0.007533266209065914
geoprr,20262021,full_router_stage_two,39,worst_excess,-9.759008389664814e-05
geoprr,20262021,full_router_stage_two,39,condition_regression,0.0
geoprr,20262021,full_router_stage_two,39,polar_consistency,0.0013166567077860236
geoprr,20262021,full_router_stage_two,39,gain_loss,0.003593649948015809
geoprr,20262021,full_router_stage_two,39,route_loss,0.6732622981071472
geoprr,20262021,full_router_stage_two,39,gradient_norm,0.0023960217367857695
geoprr,20262021,full_router_stage_two,40,samples,19092
geoprr,20262021,full_router_stage_two,40,optimizer_steps,1
geoprr,20262021,full_router_stage_two,40,unique_training_images,3182
geoprr,20262021,full_router_stage_two,40,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,40,loss,0.009166640229523182
geoprr,20262021,full_router_stage_two,40,mean_condition_l1,0.007530660834163427
geoprr,20262021,full_router_stage_two,40,worst_excess,-9.976333967642859e-05
geoprr,20262021,full_router_stage_two,40,condition_regression,0.0
geoprr,20262021,full_router_stage_two,40,polar_consistency,0.0013197563821449876
geoprr,20262021,full_router_stage_two,40,gain_loss,0.003595964051783085
geoprr,20262021,full_router_stage_two,40,route_loss,0.6725636720657349
geoprr,20262021,full_router_stage_two,40,gradient_norm,0.001955970423296094
geoprr,20262021,full_router_stage_two,41,samples,19092
geoprr,20262021,full_router_stage_two,41,optimizer_steps,1
geoprr,20262021,full_router_stage_two,41,unique_training_images,3182
geoprr,20262021,full_router_stage_two,41,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,41,loss,0.009160523302853107
geoprr,20262021,full_router_stage_two,41,mean_condition_l1,0.007527980487793684
geoprr,20262021,full_router_stage_two,41,worst_excess,-0.00010163271508645266
geoprr,20262021,full_router_stage_two,41,condition_regression,0.0
geoprr,20262021,full_router_stage_two,41,polar_consistency,0.001324341050349176
geoprr,20262021,full_router_stage_two,41,gain_loss,0.0035959784872829914
geoprr,20262021,full_router_stage_two,41,route_loss,0.6719450950622559
geoprr,20262021,full_router_stage_two,41,gradient_norm,0.002048224676400423
geoprr,20262021,full_router_stage_two,42,samples,19092
geoprr,20262021,full_router_stage_two,42,optimizer_steps,1
geoprr,20262021,full_router_stage_two,42,unique_training_images,3182
geoprr,20262021,full_router_stage_two,42,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,42,loss,0.009155248291790485
geoprr,20262021,full_router_stage_two,42,mean_condition_l1,0.00752461701631546
geoprr,20262021,full_router_stage_two,42,worst_excess,-0.00010438935714773834
geoprr,20262021,full_router_stage_two,42,condition_regression,0.0
geoprr,20262021,full_router_stage_two,42,polar_consistency,0.001322499243542552
geoprr,20262021,full_router_stage_two,42,gain_loss,0.0036158296279609203
geoprr,20262021,full_router_stage_two,42,route_loss,0.6709526777267456
geoprr,20262021,full_router_stage_two,42,gradient_norm,0.0022501128260046244
geoprr,20262021,full_router_stage_two,43,samples,19092
geoprr,20262021,full_router_stage_two,43,optimizer_steps,1
geoprr,20262021,full_router_stage_two,43,unique_training_images,3182
geoprr,20262021,full_router_stage_two,43,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,43,loss,0.009149794466793537
geoprr,20262021,full_router_stage_two,43,mean_condition_l1,0.007520134560763836
geoprr,20262021,full_router_stage_two,43,worst_excess,-0.00010809869854710996
geoprr,20262021,full_router_stage_two,43,condition_regression,0.0
geoprr,20262021,full_router_stage_two,43,polar_consistency,0.0013138899812474847
geoprr,20262021,full_router_stage_two,43,gain_loss,0.0036537807900458574
geoprr,20262021,full_router_stage_two,43,route_loss,0.669633686542511
geoprr,20262021,full_router_stage_two,43,gradient_norm,0.0017300493782386184
geoprr,20262021,full_router_stage_two,44,samples,19092
geoprr,20262021,full_router_stage_two,44,optimizer_steps,1
geoprr,20262021,full_router_stage_two,44,unique_training_images,3182
geoprr,20262021,full_router_stage_two,44,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,44,loss,0.009144227020442486
geoprr,20262021,full_router_stage_two,44,mean_condition_l1,0.0075162905268371105
geoprr,20262021,full_router_stage_two,44,worst_excess,-0.00011107973841717467
geoprr,20262021,full_router_stage_two,44,condition_regression,0.0
geoprr,20262021,full_router_stage_two,44,polar_consistency,0.0013087830739095807
geoprr,20262021,full_router_stage_two,44,gain_loss,0.003677966771647334
geoprr,20262021,full_router_stage_two,44,route_loss,0.668847918510437
geoprr,20262021,full_router_stage_two,44,gradient_norm,0.0018353224731981754
geoprr,20262021,full_router_stage_two,45,samples,19092
geoprr,20262021,full_router_stage_two,45,optimizer_steps,1
geoprr,20262021,full_router_stage_two,45,unique_training_images,3182
geoprr,20262021,full_router_stage_two,45,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,45,loss,0.00913921557366848
geoprr,20262021,full_router_stage_two,45,mean_condition_l1,0.007514414843171835
geoprr,20262021,full_router_stage_two,45,worst_excess,-0.00011299323523417115
geoprr,20262021,full_router_stage_two,45,condition_regression,0.0
geoprr,20262021,full_router_stage_two,45,polar_consistency,0.0013100355863571167
geoprr,20262021,full_router_stage_two,45,gain_loss,0.0036805227864533663
geoprr,20262021,full_router_stage_two,45,route_loss,0.6686493754386902
geoprr,20262021,full_router_stage_two,45,gradient_norm,0.001980419270694256
geoprr,20262021,full_router_stage_two,46,samples,19092
geoprr,20262021,full_router_stage_two,46,optimizer_steps,1
geoprr,20262021,full_router_stage_two,46,unique_training_images,3182
geoprr,20262021,full_router_stage_two,46,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,46,loss,0.009133259765803814
geoprr,20262021,full_router_stage_two,46,mean_condition_l1,0.007512514945119619
geoprr,20262021,full_router_stage_two,46,worst_excess,-0.00011414832988521084
geoprr,20262021,full_router_stage_two,46,condition_regression,0.0
geoprr,20262021,full_router_stage_two,46,polar_consistency,0.0013163239927962422
geoprr,20262021,full_router_stage_two,46,gain_loss,0.0036680472549051046
geoprr,20262021,full_router_stage_two,46,route_loss,0.6687649488449097
geoprr,20262021,full_router_stage_two,46,gradient_norm,0.0017504040151834488
geoprr,20262021,full_router_stage_two,47,samples,19092
geoprr,20262021,full_router_stage_two,47,optimizer_steps,1
geoprr,20262021,full_router_stage_two,47,unique_training_images,3182
geoprr,20262021,full_router_stage_two,47,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,47,loss,0.009128713980317116
geoprr,20262021,full_router_stage_two,47,mean_condition_l1,0.007511034607887268
geoprr,20262021,full_router_stage_two,47,worst_excess,-0.00011566116154426709
geoprr,20262021,full_router_stage_two,47,condition_regression,0.0
geoprr,20262021,full_router_stage_two,47,polar_consistency,0.001319872448220849
geoprr,20262021,full_router_stage_two,47,gain_loss,0.0036654470022767782
geoprr,20262021,full_router_stage_two,47,route_loss,0.6686652898788452
geoprr,20262021,full_router_stage_two,47,gradient_norm,0.002170195570215583
geoprr,20262021,full_router_stage_two,48,samples,19092
geoprr,20262021,full_router_stage_two,48,optimizer_steps,1
geoprr,20262021,full_router_stage_two,48,unique_training_images,3182
geoprr,20262021,full_router_stage_two,48,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,48,loss,0.009123998694121838
geoprr,20262021,full_router_stage_two,48,mean_condition_l1,0.007508168928325176
geoprr,20262021,full_router_stage_two,48,worst_excess,-0.00011834649922093377
geoprr,20262021,full_router_stage_two,48,condition_regression,0.0
geoprr,20262021,full_router_stage_two,48,polar_consistency,0.0013166313292458653
geoprr,20262021,full_router_stage_two,48,gain_loss,0.0036850327160209417
geoprr,20262021,full_router_stage_two,48,route_loss,0.6679381132125854
geoprr,20262021,full_router_stage_two,48,gradient_norm,0.001750074909068644
geoprr,20262021,full_router_stage_two,49,samples,19092
geoprr,20262021,full_router_stage_two,49,optimizer_steps,1
geoprr,20262021,full_router_stage_two,49,unique_training_images,3182
geoprr,20262021,full_router_stage_two,49,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,49,loss,0.009119601920247078
geoprr,20262021,full_router_stage_two,49,mean_condition_l1,0.007505494169890881
geoprr,20262021,full_router_stage_two,49,worst_excess,-0.00012114917626604438
geoprr,20262021,full_router_stage_two,49,condition_regression,0.0
geoprr,20262021,full_router_stage_two,49,polar_consistency,0.0013120626099407673
geoprr,20262021,full_router_stage_two,49,gain_loss,0.003707745810970664
geoprr,20262021,full_router_stage_two,49,route_loss,0.6670570373535156
geoprr,20262021,full_router_stage_two,49,gradient_norm,0.001965327188372612
geoprr,20262021,full_router_stage_two,50,samples,19092
geoprr,20262021,full_router_stage_two,50,optimizer_steps,1
geoprr,20262021,full_router_stage_two,50,unique_training_images,3182
geoprr,20262021,full_router_stage_two,50,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,50,loss,0.009114637970924377
geoprr,20262021,full_router_stage_two,50,mean_condition_l1,0.007502784486860037
geoprr,20262021,full_router_stage_two,50,worst_excess,-0.00012330221943557262
geoprr,20262021,full_router_stage_two,50,condition_regression,0.0
geoprr,20262021,full_router_stage_two,50,polar_consistency,0.001309739425778389
geoprr,20262021,full_router_stage_two,50,gain_loss,0.003720613429322839
geoprr,20262021,full_router_stage_two,50,route_loss,0.6663565039634705
geoprr,20262021,full_router_stage_two,50,gradient_norm,0.0019236253574490547
geoprr,20262021,full_router_stage_two,51,samples,19092
geoprr,20262021,full_router_stage_two,51,optimizer_steps,1
geoprr,20262021,full_router_stage_two,51,unique_training_images,3182
geoprr,20262021,full_router_stage_two,51,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,51,loss,0.009110118262469769
geoprr,20262021,full_router_stage_two,51,mean_condition_l1,0.00750083988532424
geoprr,20262021,full_router_stage_two,51,worst_excess,-0.0001247820327989757
geoprr,20262021,full_router_stage_two,51,condition_regression,0.0
geoprr,20262021,full_router_stage_two,51,polar_consistency,0.0013103532837703824
geoprr,20262021,full_router_stage_two,51,gain_loss,0.003723633009940386
geoprr,20262021,full_router_stage_two,51,route_loss,0.6658636331558228
geoprr,20262021,full_router_stage_two,51,gradient_norm,0.0017131621716544032
geoprr,20262021,full_router_stage_two,52,samples,19092
geoprr,20262021,full_router_stage_two,52,optimizer_steps,1
geoprr,20262021,full_router_stage_two,52,unique_training_images,3182
geoprr,20262021,full_router_stage_two,52,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,52,loss,0.009106004610657692
geoprr,20262021,full_router_stage_two,52,mean_condition_l1,0.007499068044126034
geoprr,20262021,full_router_stage_two,52,worst_excess,-0.00012651493307203054
geoprr,20262021,full_router_stage_two,52,condition_regression,0.0
geoprr,20262021,full_router_stage_two,52,polar_consistency,0.0013098515337333083
geoprr,20262021,full_router_stage_two,52,gain_loss,0.00373063120059669
geoprr,20262021,full_router_stage_two,52,route_loss,0.6653386950492859
geoprr,20262021,full_router_stage_two,52,gradient_norm,0.0018365037394687533
geoprr,20262021,full_router_stage_two,53,samples,19092
geoprr,20262021,full_router_stage_two,53,optimizer_steps,1
geoprr,20262021,full_router_stage_two,53,unique_training_images,3182
geoprr,20262021,full_router_stage_two,53,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,53,loss,0.009101483039557934
geoprr,20262021,full_router_stage_two,53,mean_condition_l1,0.007496624253690243
geoprr,20262021,full_router_stage_two,53,worst_excess,-0.00012871756916865706
geoprr,20262021,full_router_stage_two,53,condition_regression,0.0
geoprr,20262021,full_router_stage_two,53,polar_consistency,0.001307923812419176
geoprr,20262021,full_router_stage_two,53,gain_loss,0.0037439530715346336
geoprr,20262021,full_router_stage_two,53,route_loss,0.6647213101387024
geoprr,20262021,full_router_stage_two,53,gradient_norm,0.001646748511120677
geoprr,20262021,full_router_stage_two,54,samples,19092
geoprr,20262021,full_router_stage_two,54,optimizer_steps,1
geoprr,20262021,full_router_stage_two,54,unique_training_images,3182
geoprr,20262021,full_router_stage_two,54,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,54,loss,0.009097645059227943
geoprr,20262021,full_router_stage_two,54,mean_condition_l1,0.007494197227060795
geoprr,20262021,full_router_stage_two,54,worst_excess,-0.00013125824625603855
geoprr,20262021,full_router_stage_two,54,condition_regression,0.0
geoprr,20262021,full_router_stage_two,54,polar_consistency,0.0013048512628301978
geoprr,20262021,full_router_stage_two,54,gain_loss,0.003764247987419367
geoprr,20262021,full_router_stage_two,54,route_loss,0.6639321446418762
geoprr,20262021,full_router_stage_two,54,gradient_norm,0.001602927572093904
geoprr,20262021,full_router_stage_two,55,samples,19092
geoprr,20262021,full_router_stage_two,55,optimizer_steps,1
geoprr,20262021,full_router_stage_two,55,unique_training_images,3182
geoprr,20262021,full_router_stage_two,55,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,55,loss,0.00909355841577053
geoprr,20262021,full_router_stage_two,55,mean_condition_l1,0.007491534575819969
geoprr,20262021,full_router_stage_two,55,worst_excess,-0.00013337838754523546
geoprr,20262021,full_router_stage_two,55,condition_regression,0.0
geoprr,20262021,full_router_stage_two,55,polar_consistency,0.0013034403091296554
geoprr,20262021,full_router_stage_two,55,gain_loss,0.003779137507081032
geoprr,20262021,full_router_stage_two,55,route_loss,0.6633082628250122
geoprr,20262021,full_router_stage_two,55,gradient_norm,0.0016643283888697624
geoprr,20262021,full_router_stage_two,56,samples,19092
geoprr,20262021,full_router_stage_two,56,optimizer_steps,1
geoprr,20262021,full_router_stage_two,56,unique_training_images,3182
geoprr,20262021,full_router_stage_two,56,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,56,loss,0.009089048951864243
geoprr,20262021,full_router_stage_two,56,mean_condition_l1,0.007489261217415333
geoprr,20262021,full_router_stage_two,56,worst_excess,-0.0001345888595096767
geoprr,20262021,full_router_stage_two,56,condition_regression,0.0
geoprr,20262021,full_router_stage_two,56,polar_consistency,0.0013052254216745496
geoprr,20262021,full_router_stage_two,56,gain_loss,0.0037790462374687195
geoprr,20262021,full_router_stage_two,56,route_loss,0.6631590723991394
geoprr,20262021,full_router_stage_two,56,gradient_norm,0.0016029862454161048
geoprr,20262021,full_router_stage_two,57,samples,19092
geoprr,20262021,full_router_stage_two,57,optimizer_steps,1
geoprr,20262021,full_router_stage_two,57,unique_training_images,3182
geoprr,20262021,full_router_stage_two,57,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,57,loss,0.009085634723305702
geoprr,20262021,full_router_stage_two,57,mean_condition_l1,0.007488049101084471
geoprr,20262021,full_router_stage_two,57,worst_excess,-0.0001356359280180186
geoprr,20262021,full_router_stage_two,57,condition_regression,0.0
geoprr,20262021,full_router_stage_two,57,polar_consistency,0.001306495745666325
geoprr,20262021,full_router_stage_two,57,gain_loss,0.003777798032388091
geoprr,20262021,full_router_stage_two,57,route_loss,0.6631094813346863
geoprr,20262021,full_router_stage_two,57,gradient_norm,0.0016158480430021882
geoprr,20262021,full_router_stage_two,58,samples,19092
geoprr,20262021,full_router_stage_two,58,optimizer_steps,1
geoprr,20262021,full_router_stage_two,58,unique_training_images,3182
geoprr,20262021,full_router_stage_two,58,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,58,loss,0.00908209104090929
geoprr,20262021,full_router_stage_two,58,mean_condition_l1,0.007486887276172638
geoprr,20262021,full_router_stage_two,58,worst_excess,-0.0001367387012578547
geoprr,20262021,full_router_stage_two,58,condition_regression,0.0
geoprr,20262021,full_router_stage_two,58,polar_consistency,0.0013073786394670606
geoprr,20262021,full_router_stage_two,58,gain_loss,0.0037767288740724325
geoprr,20262021,full_router_stage_two,58,route_loss,0.6630236506462097
geoprr,20262021,full_router_stage_two,58,gradient_norm,0.0016297331312671304
geoprr,20262021,full_router_stage_two,59,samples,19092
geoprr,20262021,full_router_stage_two,59,optimizer_steps,1
geoprr,20262021,full_router_stage_two,59,unique_training_images,3182
geoprr,20262021,full_router_stage_two,59,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,59,loss,0.00907845702022314
geoprr,20262021,full_router_stage_two,59,mean_condition_l1,0.007485727779567242
geoprr,20262021,full_router_stage_two,59,worst_excess,-0.00013804521586280316
geoprr,20262021,full_router_stage_two,59,condition_regression,0.0
geoprr,20262021,full_router_stage_two,59,polar_consistency,0.001307739526964724
geoprr,20262021,full_router_stage_two,59,gain_loss,0.0037782008294016123
geoprr,20262021,full_router_stage_two,59,route_loss,0.6627219319343567
geoprr,20262021,full_router_stage_two,59,gradient_norm,0.00183040217962116
geoprr,20262021,full_router_stage_two,60,samples,19092
geoprr,20262021,full_router_stage_two,60,optimizer_steps,1
geoprr,20262021,full_router_stage_two,60,unique_training_images,3182
geoprr,20262021,full_router_stage_two,60,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,60,loss,0.009074830450117588
geoprr,20262021,full_router_stage_two,60,mean_condition_l1,0.007483623921871185
geoprr,20262021,full_router_stage_two,60,worst_excess,-0.00014017145440448076
geoprr,20262021,full_router_stage_two,60,condition_regression,0.0
geoprr,20262021,full_router_stage_two,60,polar_consistency,0.0013048849068582058
geoprr,20262021,full_router_stage_two,60,gain_loss,0.0037949157413095236
geoprr,20262021,full_router_stage_two,60,route_loss,0.6618435978889465
geoprr,20262021,full_router_stage_two,60,gradient_norm,0.0018042977899312973
geoprr,20262021,full_router_stage_two,61,samples,19092
geoprr,20262021,full_router_stage_two,61,optimizer_steps,1
geoprr,20262021,full_router_stage_two,61,unique_training_images,3182
geoprr,20262021,full_router_stage_two,61,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,61,loss,0.00907168723642826
geoprr,20262021,full_router_stage_two,61,mean_condition_l1,0.007481790147721767
geoprr,20262021,full_router_stage_two,61,worst_excess,-0.00014226336497813463
geoprr,20262021,full_router_stage_two,61,condition_regression,0.0
geoprr,20262021,full_router_stage_two,61,polar_consistency,0.0013011316768825054
geoprr,20262021,full_router_stage_two,61,gain_loss,0.003812664421275258
geoprr,20262021,full_router_stage_two,61,route_loss,0.6610317230224609
geoprr,20262021,full_router_stage_two,61,gradient_norm,0.001787220244295895
geoprr,20262021,full_router_stage_two,62,samples,19092
geoprr,20262021,full_router_stage_two,62,optimizer_steps,1
geoprr,20262021,full_router_stage_two,62,unique_training_images,3182
geoprr,20262021,full_router_stage_two,62,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,62,loss,0.009068217128515244
geoprr,20262021,full_router_stage_two,62,mean_condition_l1,0.0074803149327635765
geoprr,20262021,full_router_stage_two,62,worst_excess,-0.00014354681479744613
geoprr,20262021,full_router_stage_two,62,condition_regression,0.0
geoprr,20262021,full_router_stage_two,62,polar_consistency,0.0013010286493226886
geoprr,20262021,full_router_stage_two,62,gain_loss,0.0038165084552019835
geoprr,20262021,full_router_stage_two,62,route_loss,0.6606621146202087
geoprr,20262021,full_router_stage_two,62,gradient_norm,0.0019875888247042894
geoprr,20262021,full_router_stage_two,63,samples,19092
geoprr,20262021,full_router_stage_two,63,optimizer_steps,1
geoprr,20262021,full_router_stage_two,63,unique_training_images,3182
geoprr,20262021,full_router_stage_two,63,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,63,loss,0.009064937010407448
geoprr,20262021,full_router_stage_two,63,mean_condition_l1,0.007478618063032627
geoprr,20262021,full_router_stage_two,63,worst_excess,-0.00014482528786174953
geoprr,20262021,full_router_stage_two,63,condition_regression,0.0
geoprr,20262021,full_router_stage_two,63,polar_consistency,0.0013014613650739193
geoprr,20262021,full_router_stage_two,63,gain_loss,0.0038216805551201105
geoprr,20262021,full_router_stage_two,63,route_loss,0.6602575182914734
geoprr,20262021,full_router_stage_two,63,gradient_norm,0.0019382917089387774
geoprr,20262021,full_router_stage_two,64,samples,19092
geoprr,20262021,full_router_stage_two,64,optimizer_steps,1
geoprr,20262021,full_router_stage_two,64,unique_training_images,3182
geoprr,20262021,full_router_stage_two,64,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,64,loss,0.009062032215297222
geoprr,20262021,full_router_stage_two,64,mean_condition_l1,0.007476701866835356
geoprr,20262021,full_router_stage_two,64,worst_excess,-0.00014651569654233754
geoprr,20262021,full_router_stage_two,64,condition_regression,0.0
geoprr,20262021,full_router_stage_two,64,polar_consistency,0.0012988089583814144
geoprr,20262021,full_router_stage_two,64,gain_loss,0.0038352212868630886
geoprr,20262021,full_router_stage_two,64,route_loss,0.6597942113876343
geoprr,20262021,full_router_stage_two,64,gradient_norm,0.0021389625035226345
geoprr,20262021,full_router_stage_two,65,samples,19092
geoprr,20262021,full_router_stage_two,65,optimizer_steps,1
geoprr,20262021,full_router_stage_two,65,unique_training_images,3182
geoprr,20262021,full_router_stage_two,65,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,65,loss,0.009058657102286816
geoprr,20262021,full_router_stage_two,65,mean_condition_l1,0.0074753789231181145
geoprr,20262021,full_router_stage_two,65,worst_excess,-0.00014743713836651295
geoprr,20262021,full_router_stage_two,65,condition_regression,0.0
geoprr,20262021,full_router_stage_two,65,polar_consistency,0.0012987622758373618
geoprr,20262021,full_router_stage_two,65,gain_loss,0.003834841772913933
geoprr,20262021,full_router_stage_two,65,route_loss,0.6596904397010803
geoprr,20262021,full_router_stage_two,65,gradient_norm,0.0019264414440840483
geoprr,20262021,full_router_stage_two,66,samples,19092
geoprr,20262021,full_router_stage_two,66,optimizer_steps,1
geoprr,20262021,full_router_stage_two,66,unique_training_images,3182
geoprr,20262021,full_router_stage_two,66,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,66,loss,0.00905541516840458
geoprr,20262021,full_router_stage_two,66,mean_condition_l1,0.007474195212125778
geoprr,20262021,full_router_stage_two,66,worst_excess,-0.00014833142631687224
geoprr,20262021,full_router_stage_two,66,condition_regression,0.0
geoprr,20262021,full_router_stage_two,66,polar_consistency,0.0012998104793950915
geoprr,20262021,full_router_stage_two,66,gain_loss,0.0038339218590408564
geoprr,20262021,full_router_stage_two,66,route_loss,0.6594407558441162
geoprr,20262021,full_router_stage_two,66,gradient_norm,0.001881900243461132
geoprr,20262021,full_router_stage_two,67,samples,19092
geoprr,20262021,full_router_stage_two,67,optimizer_steps,1
geoprr,20262021,full_router_stage_two,67,unique_training_images,3182
geoprr,20262021,full_router_stage_two,67,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,67,loss,0.009052802808582783
geoprr,20262021,full_router_stage_two,67,mean_condition_l1,0.007472775410860777
geoprr,20262021,full_router_stage_two,67,worst_excess,-0.00014976553211454302
geoprr,20262021,full_router_stage_two,67,condition_regression,0.0
geoprr,20262021,full_router_stage_two,67,polar_consistency,0.0012988041853532195
geoprr,20262021,full_router_stage_two,67,gain_loss,0.0038432504516094923
geoprr,20262021,full_router_stage_two,67,route_loss,0.6589849591255188
geoprr,20262021,full_router_stage_two,67,gradient_norm,0.0019526378018781543
geoprr,20262021,full_router_stage_two,68,samples,19092
geoprr,20262021,full_router_stage_two,68,optimizer_steps,1
geoprr,20262021,full_router_stage_two,68,unique_training_images,3182
geoprr,20262021,full_router_stage_two,68,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,68,loss,0.009050133638083935
geoprr,20262021,full_router_stage_two,68,mean_condition_l1,0.007471544202417135
geoprr,20262021,full_router_stage_two,68,worst_excess,-0.0001510543079348281
geoprr,20262021,full_router_stage_two,68,condition_regression,0.0
geoprr,20262021,full_router_stage_two,68,polar_consistency,0.0012989587849006057
geoprr,20262021,full_router_stage_two,68,gain_loss,0.003848705440759659
geoprr,20262021,full_router_stage_two,68,route_loss,0.6587287187576294
geoprr,20262021,full_router_stage_two,68,gradient_norm,0.001782325329259038
geoprr,20262021,full_router_stage_two,69,samples,19092
geoprr,20262021,full_router_stage_two,69,optimizer_steps,1
geoprr,20262021,full_router_stage_two,69,unique_training_images,3182
geoprr,20262021,full_router_stage_two,69,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,69,loss,0.009047526866197586
geoprr,20262021,full_router_stage_two,69,mean_condition_l1,0.007470355834811926
geoprr,20262021,full_router_stage_two,69,worst_excess,-0.00015219105989672244
geoprr,20262021,full_router_stage_two,69,condition_regression,0.0
geoprr,20262021,full_router_stage_two,69,polar_consistency,0.0012985136127099395
geoprr,20262021,full_router_stage_two,69,gain_loss,0.00385332852602005
geoprr,20262021,full_router_stage_two,69,route_loss,0.6585190296173096
geoprr,20262021,full_router_stage_two,69,gradient_norm,0.0018724383553490043
geoprr,20262021,full_router_stage_two,70,samples,19092
geoprr,20262021,full_router_stage_two,70,optimizer_steps,1
geoprr,20262021,full_router_stage_two,70,unique_training_images,3182
geoprr,20262021,full_router_stage_two,70,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,70,loss,0.00904475711286068
geoprr,20262021,full_router_stage_two,70,mean_condition_l1,0.00746895931661129
geoprr,20262021,full_router_stage_two,70,worst_excess,-0.00015334549243561924
geoprr,20262021,full_router_stage_two,70,condition_regression,0.0
geoprr,20262021,full_router_stage_two,70,polar_consistency,0.0012978131417185068
geoprr,20262021,full_router_stage_two,70,gain_loss,0.0038590359035879374
geoprr,20262021,full_router_stage_two,70,route_loss,0.6581670045852661
geoprr,20262021,full_router_stage_two,70,gradient_norm,0.0016952542355284095
geoprr,20262021,full_router_stage_two,71,samples,19092
geoprr,20262021,full_router_stage_two,71,optimizer_steps,1
geoprr,20262021,full_router_stage_two,71,unique_training_images,3182
geoprr,20262021,full_router_stage_two,71,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,71,loss,0.009042247198522091
geoprr,20262021,full_router_stage_two,71,mean_condition_l1,0.007468182593584061
geoprr,20262021,full_router_stage_two,71,worst_excess,-0.0001542412646813318
geoprr,20262021,full_router_stage_two,71,condition_regression,0.0
geoprr,20262021,full_router_stage_two,71,polar_consistency,0.001298324204981327
geoprr,20262021,full_router_stage_two,71,gain_loss,0.003860221477225423
geoprr,20262021,full_router_stage_two,71,route_loss,0.6578266620635986
geoprr,20262021,full_router_stage_two,71,gradient_norm,0.0019882323686033487
geoprr,20262021,full_router_stage_two,72,samples,19092
geoprr,20262021,full_router_stage_two,72,optimizer_steps,1
geoprr,20262021,full_router_stage_two,72,unique_training_images,3182
geoprr,20262021,full_router_stage_two,72,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,72,loss,0.009039584547281265
geoprr,20262021,full_router_stage_two,72,mean_condition_l1,0.007466600742191076
geoprr,20262021,full_router_stage_two,72,worst_excess,-0.00015570844698231667
geoprr,20262021,full_router_stage_two,72,condition_regression,0.0
geoprr,20262021,full_router_stage_two,72,polar_consistency,0.0012957750586792827
geoprr,20262021,full_router_stage_two,72,gain_loss,0.0038719333242625
geoprr,20262021,full_router_stage_two,72,route_loss,0.6572619676589966
geoprr,20262021,full_router_stage_two,72,gradient_norm,0.001726825488731265
geoprr,20262021,full_router_stage_two,73,samples,19092
geoprr,20262021,full_router_stage_two,73,optimizer_steps,1
geoprr,20262021,full_router_stage_two,73,unique_training_images,3182
geoprr,20262021,full_router_stage_two,73,image_condition_rows,19092
geoprr,20262021,full_router_stage_two,73,loss,0.009037652052938938
