method,seed,phase,epoch,accounting_scope,optimization_phase,phase_epoch,learning_rate,training_hours,population,unique_training_images,image_condition_rows,optimizer_steps,validation_and_other_epoch_hours,recorded_epoch_hours
geoprr,20262020,no_relational_transport_router_stage_one,36,final_recipe,,,3.806023374435661e-05,0.00020685774998532402,geoprr_router,3182,19092,38,0.0,0.00020685774998532402
geoprr,20262020,no_relational_transport_router_stage_one,37,final_recipe,,,2.447174185242322e-05,0.00020015366672952143,geoprr_router,3182,19092,38,0.0,0.00020015366672952143
geoprr,20262020,no_relational_transport_router_stage_one,38,final_recipe,,,1.3815039801161714e-05,0.00020226930565614667,geoprr_router,3182,19092,38,0.0,0.00020226930565614667
geoprr,20262020,no_relational_transport_router_stage_one,39,final_recipe,,,6.155829702431168e-06,0.0001993673055484477,geoprr_router,3182,19092,38,0.0,0.0001993673055484477
geoprr,20262020,no_relational_transport_router_stage_one,40,final_recipe,,,1.5413331334360176e-06,0.0002253273888749795,geoprr_router,3182,19092,38,0.0,0.0002253273888749795
geoprr,20262020,no_relational_transport_router_stage_two,1,final_recipe,,,0.0003,6.458166624522871e-06,geoprr_router,3182,19092,1,0.0,6.458166624522871e-06
geoprr,20262020,no_relational_transport_router_stage_two,2,final_recipe,,,0.00029994859874633357,3.912305562860436e-06,geoprr_router,3182,19092,1,0.0,3.912305562860436e-06
geoprr,20262020,no_relational_transport_router_stage_two,3,final_recipe,,,0.0002997944302131861,4.8823610672520266e-06,geoprr_router,3182,19092,1,0.0,4.8823610672520266e-06
geoprr,20262020,no_relational_transport_router_stage_two,4,final_recipe,,,0.0002995376000599692,4.521083319559693e-06,geoprr_router,3182,19092,1,0.0,4.521083319559693e-06
geoprr,20262020,no_relational_transport_router_stage_two,5,final_recipe,,,0.000299178284305241,5.319111126785477e-06,geoprr_router,3182,19092,1,0.0,5.319111126785477e-06
geoprr,20262020,no_relational_transport_router_stage_two,6,final_recipe,,,0.0002987167292060716,5.20127786633869e-06,geoprr_router,3182,19092,1,0.0,5.20127786633869e-06
geoprr,20262020,no_relational_transport_router_stage_two,7,final_recipe,,,0.0002981532510892707,4.482111091622048e-06,geoprr_router,3182,19092,1,0.0,4.482111091622048e-06
geoprr,20262020,no_relational_transport_router_stage_two,8,final_recipe,,,0.0002974882361345932,4.339583425058259e-06,geoprr_router,3182,19092,1,0.0,4.339583425058259e-06
geoprr,20262020,no_relational_transport_router_stage_two,9,final_recipe,,,0.00029672214011007087,4.447083273488614e-06,geoprr_router,3182,19092,1,0.0,4.447083273488614e-06
geoprr,20262020,no_relational_transport_router_stage_two,10,final_recipe,,,0.0002958554880596515,4.770666645425889e-06,geoprr_router,3182,19092,1,0.0,4.770666645425889e-06
geoprr,20262020,no_relational_transport_router_stage_two,11,final_recipe,,,0.0002948888739433602,4.885027754224009e-06,geoprr_router,3182,19092,1,0.0,4.885027754224009e-06
geoprr,20262020,no_relational_transport_router_stage_two,12,final_recipe,,,0.00029382296023022894,4.330277830983202e-06,geoprr_router,3182,19092,1,0.0,4.330277830983202e-06
geoprr,20262020,no_relational_transport_router_stage_two,13,final_recipe,,,0.00029265847744427303,4.5012778395579925e-06,geoprr_router,3182,19092,1,0.0,4.5012778395579925e-06
geoprr,20262020,no_relational_transport_router_stage_two,14,final_recipe,,,0.00029139622366382674,5.395750049501657e-06,geoprr_router,3182,19092,1,0.0,5.395750049501657e-06
geoprr,20262020,no_relational_transport_router_stage_two,15,final_recipe,,,0.00029003706397458023,4.882194463991457e-06,geoprr_router,3182,19092,1,0.0,4.882194463991457e-06
geoprr,20262020,no_relational_transport_router_stage_two,16,final_recipe,,,0.000288581929876693,4.770305499227511e-06,geoprr_router,3182,19092,1,0.0,4.770305499227511e-06
geoprr,20262020,no_relational_transport_router_stage_two,17,final_recipe,,,0.0002870318186463901,4.698666743934154e-06,geoprr_router,3182,19092,1,0.0,4.698666743934154e-06
geoprr,20262020,no_relational_transport_router_stage_two,18,final_recipe,,,0.0002853877926524791,4.215527765659822e-06,geoprr_router,3182,19092,1,0.0,4.215527765659822e-06
geoprr,20262020,no_relational_transport_router_stage_two,19,final_recipe,,,0.0002836509786282552,4.96600004326966e-06,geoprr_router,3182,19092,1,0.0,4.96600004326966e-06
geoprr,20262020,no_relational_transport_router_stage_two,20,final_recipe,,,0.0002818225668992948,4.3134167531712186e-06,geoprr_router,3182,19092,1,0.0,4.3134167531712186e-06
geoprr,20262020,no_relational_transport_router_stage_two,21,final_recipe,,,0.00027990381056766585,3.791250055655837e-06,geoprr_router,3182,19092,1,0.0,3.791250055655837e-06
geoprr,20262020,no_relational_transport_router_stage_two,22,final_recipe,,,0.00027789602465311383,4.401722172689107e-06,geoprr_router,3182,19092,1,0.0,4.401722172689107e-06
geoprr,20262020,no_relational_transport_router_stage_two,23,final_recipe,,,0.0002758005851918136,5.097555436400904e-06,geoprr_router,3182,19092,1,0.0,5.097555436400904e-06
geoprr,20262020,no_relational_transport_router_stage_two,24,final_recipe,,,0.00027361892829330236,4.317499955909119e-06,geoprr_router,3182,19092,1,0.0,4.317499955909119e-06
geoprr,20262020,no_relational_transport_router_stage_two,25,final_recipe,,,0.0002713525491562421,5.098944400540657e-06,geoprr_router,3182,19092,1,0.0,5.098944400540657e-06
geoprr,20262020,no_relational_transport_router_stage_two,26,final_recipe,,,0.0002690030010436853,4.210638839544522e-06,geoprr_router,3182,19092,1,0.0,4.210638839544522e-06
geoprr,20262020,no_relational_transport_router_stage_two,27,final_recipe,,,0.0002665718942185457,4.4591666664928194e-06,geoprr_router,3182,19092,1,0.0,4.4591666664928194e-06
geoprr,20262020,no_relational_transport_router_stage_two,28,final_recipe,,,0.0002640608948400047,4.8433332186606195e-06,geoprr_router,3182,19092,1,0.0,4.8433332186606195e-06
geoprr,20262020,no_relational_transport_router_stage_two,29,final_recipe,,,0.0002614717238216092,4.514444541806976e-06,geoprr_router,3182,19092,1,0.0,4.514444541806976e-06
geoprr,20262020,no_relational_transport_router_stage_two,30,final_recipe,,,0.0002588061556518432,4.560083357824219e-06,geoprr_router,3182,19092,1,0.0,4.560083357824219e-06
geoprr,20262020,no_relational_transport_router_stage_two,31,final_recipe,,,0.00025606601717798223,4.256888965351714e-06,geoprr_router,3182,19092,1,0.0,4.256888965351714e-06
geoprr,20262020,no_relational_transport_router_stage_two,32,final_recipe,,,0.00025325318635406314,4.356722218087978e-06,geoprr_router,3182,19092,1,0.0,4.356722218087978e-06
geoprr,20262020,no_relational_transport_router_stage_two,33,final_recipe,,,0.0002503695909538288,3.950444515794515e-06,geoprr_router,3182,19092,1,0.0,3.950444515794515e-06
geoprr,20262020,no_relational_transport_router_stage_two,34,final_recipe,,,0.00024741720724952765,4.597166682490044e-06,geoprr_router,3182,19092,1,0.0,4.597166682490044e-06
geoprr,20262020,no_relational_transport_router_stage_two,35,final_recipe,,,0.00024439805865747574,4.360694438219071e-06,geoprr_router,3182,19092,1,0.0,4.360694438219071e-06
geoprr,20262020,no_relational_transport_router_stage_two,36,final_recipe,,,0.00024131421435130823,4.387361049238178e-06,geoprr_router,3182,19092,1,0.0,4.387361049238178e-06
geoprr,20262020,no_relational_transport_router_stage_two,37,final_recipe,,,0.0002381677878438711,3.847944446735912e-06,geoprr_router,3182,19092,1,0.0,3.847944446735912e-06
geoprr,20262020,no_relational_transport_router_stage_two,38,final_recipe,,,0.00023496093553872503,4.23438898805115e-06,geoprr_router,3182,19092,1,0.0,4.23438898805115e-06
geoprr,20262020,no_relational_transport_router_stage_two,39,final_recipe,,,0.00023169585525225419,4.724000011467272e-06,geoprr_router,3182,19092,1,0.0,4.724000011467272e-06
geoprr,20262020,no_relational_transport_router_stage_two,40,final_recipe,,,0.00022837478470739243,4.075194527912471e-06,geoprr_router,3182,19092,1,0.0,4.075194527912471e-06
geoprr,20262020,no_relational_transport_router_stage_two,41,final_recipe,,,0.0002250000000000001,4.0786666795611385e-06,geoprr_router,3182,19092,1,0.0,4.0786666795611385e-06
geoprr,20262020,no_relational_transport_router_stage_two,42,final_recipe,,,0.0002215738140389414,4.676111016629471e-06,geoprr_router,3182,19092,1,0.0,4.676111016629471e-06
geoprr,20262020,no_relational_transport_router_stage_two,43,final_recipe,,,0.00021809857496093212,3.969611134380102e-06,geoprr_router,3182,19092,1,0.0,3.969611134380102e-06
geoprr,20262020,no_relational_transport_router_stage_two,44,final_recipe,,,0.0002145766645212444,4.61744442064729e-06,geoprr_router,3182,19092,1,0.0,4.61744442064729e-06
geoprr,20262020,no_relational_transport_router_stage_two,45,final_recipe,,,0.00021101049646137014,6.020166652484073e-06,geoprr_router,3182,19092,1,0.0,6.020166652484073e-06
geoprr,20262020,no_relational_transport_router_stage_two,46,final_recipe,,,0.00020740251485476356,4.623861103836033e-06,geoprr_router,3182,19092,1,0.0,4.623861103836033e-06
geoprr,20262020,no_relational_transport_router_stage_two,47,final_recipe,,,0.00020375519243179515,4.393611129166351e-06,geoprr_router,3182,19092,1,0.0,4.393611129166351e-06
geoprr,20262020,no_relational_transport_router_stage_two,48,final_recipe,,,0.00020007102888506572,4.136999939671821e-06,geoprr_router,3182,19092,1,0.0,4.136999939671821e-06
geoprr,20262020,no_relational_transport_router_stage_two,49,final_recipe,,,0.00019635254915624222,5.270972227056821e-06,geoprr_router,3182,19092,1,0.0,5.270972227056821e-06
geoprr,20262020,no_relational_transport_router_stage_two,50,final_recipe,,,0.00019260230170558851,5.823611152461833e-06,geoprr_router,3182,19092,1,0.0,5.823611152461833e-06
geoprr,20262020,no_relational_transport_router_stage_two,51,final_recipe,,,0.00018882285676537818,3.992277714941237e-06,geoprr_router,3182,19092,1,0.0,3.992277714941237e-06
geoprr,20262020,no_relational_transport_router_stage_two,52,final_recipe,,,0.0001850168045783859,4.611194340719117e-06,geoprr_router,3182,19092,1,0.0,4.611194340719117e-06
geoprr,20262020,no_relational_transport_router_stage_two,53,final_recipe,,,0.00018118675362266396,3.971027779496378e-06,geoprr_router,3182,19092,1,0.0,3.971027779496378e-06
geoprr,20262020,no_relational_transport_router_stage_two,54,final_recipe,,,0.0001773353288238222,4.147166619077325e-06,geoprr_router,3182,19092,1,0.0,4.147166619077325e-06
geoprr,20262020,no_relational_transport_router_stage_two,55,final_recipe,,,0.00017346516975603473,4.5210000179294085e-06,geoprr_router,3182,19092,1,0.0,4.5210000179294085e-06
geoprr,20262020,no_relational_transport_router_stage_two,56,final_recipe,,,0.00016957892883300783,4.985277773812413e-06,geoprr_router,3182,19092,1,0.0,4.985277773812413e-06
geoprr,20262020,no_relational_transport_router_stage_two,57,final_recipe,,,0.00016567926949014812,4.031222261902358e-06,geoprr_router,3182,19092,1,0.0,4.031222261902358e-06
geoprr,20262020,no_relational_transport_router_stage_two,58,final_recipe,,,0.00016176886435917683,4.088944470923808e-06,geoprr_router,3182,19092,1,0.0,4.088944470923808e-06
geoprr,20262020,no_relational_transport_router_stage_two,59,final_recipe,,,0.00015785039343644162,4.88277770475381e-06,geoprr_router,3182,19092,1,0.0,4.88277770475381e-06
geoprr,20262020,no_relational_transport_router_stage_two,60,final_recipe,,,0.000153926542246181,5.034916749637988e-06,geoprr_router,3182,19092,1,0.0,5.034916749637988e-06
geoprr,20262020,no_relational_transport_router_stage_two,61,final_recipe,,,0.00015000000000000007,5.2824444396214354e-06,geoprr_router,3182,19092,1,0.0,5.2824444396214354e-06
geoprr,20262020,no_relational_transport_router_stage_two,62,final_recipe,,,0.0001460734577538191,4.564694439371427e-06,geoprr_router,3182,19092,1,0.0,4.564694439371427e-06
geoprr,20262020,no_relational_transport_router_stage_two,63,final_recipe,,,0.0001421496065635585,4.613611122800244e-06,geoprr_router,3182,19092,1,0.0,4.613611122800244e-06
geoprr,20262020,no_relational_transport_router_stage_two,64,final_recipe,,,0.0001382311356408233,4.1150555221570865e-06,geoprr_router,3182,19092,1,0.0,4.1150555221570865e-06
geoprr,20262020,no_relational_transport_router_stage_two,65,final_recipe,,,0.00013432073050985202,3.995083324197266e-06,geoprr_router,3182,19092,1,0.0,3.995083324197266e-06
geoprr,20262020,no_relational_transport_router_stage_two,66,final_recipe,,,0.0001304210711669923,4.556638887152076e-06,geoprr_router,3182,19092,1,0.0,4.556638887152076e-06
geoprr,20262020,no_relational_transport_router_stage_two,67,final_recipe,,,0.00012653483024396538,4.656249915974008e-06,geoprr_router,3182,19092,1,0.0,4.656249915974008e-06
geoprr,20262020,no_relational_transport_router_stage_two,68,final_recipe,,,0.00012266467117617793,4.545972268614504e-06,geoprr_router,3182,19092,1,0.0,4.545972268614504e-06
geoprr,20262020,no_relational_transport_router_stage_two,69,final_recipe,,,0.0001188132463773361,4.2237777314666244e-06,geoprr_router,3182,19092,1,0.0,4.2237777314666244e-06
geoprr,20262020,no_relational_transport_router_stage_two,70,final_recipe,,,0.0001149831954216142,4.652861065955626e-06,geoprr_router,3182,19092,1,0.0,4.652861065955626e-06
geoprr,20262020,no_relational_transport_router_stage_two,71,final_recipe,,,0.0001111771432346219,4.0906111502812965e-06,geoprr_router,3182,19092,1,0.0,4.0906111502812965e-06
geoprr,20262020,no_relational_transport_router_stage_two,72,final_recipe,,,0.0001073976982944116,4.641722318612867e-06,geoprr_router,3182,19092,1,0.0,4.641722318612867e-06
geoprr,20262020,no_relational_transport_router_stage_two,73,final_recipe,,,0.0001036474508437579,3.981166648575001e-06,geoprr_router,3182,19092,1,0.0,3.981166648575001e-06
geoprr,20262020,no_relational_transport_router_stage_two,74,final_recipe,,,9.992897111493437e-05,4.527500002748437e-06,geoprr_router,3182,19092,1,0.0,4.527500002748437e-06
geoprr,20262020,no_relational_transport_router_stage_two,75,final_recipe,,,9.624480756820496e-05,4.424611106514931e-06,geoprr_router,3182,19092,1,0.0,4.424611106514931e-06
geoprr,20262020,no_relational_transport_router_stage_two,76,final_recipe,,,9.259748514523653e-05,4.313499925451147e-06,geoprr_router,3182,19092,1,0.0,4.313499925451147e-06
geoprr,20262020,no_relational_transport_router_stage_two,77,final_recipe,,,8.898950353862997e-05,4.771666653040383e-06,geoprr_router,3182,19092,1,0.0,4.771666653040383e-06
geoprr,20262020,no_relational_transport_router_stage_two,78,final_recipe,,,8.542333547875576e-05,4.956861052455174e-06,geoprr_router,3182,19092,1,0.0,4.956861052455174e-06
geoprr,20262020,no_relational_transport_router_stage_two,79,final_recipe,,,8.190142503906799e-05,3.8906388605634374e-06,geoprr_router,3182,19092,1,0.0,3.8906388605634374e-06
geoprr,20262020,no_relational_transport_router_stage_two,80,final_recipe,,,7.842618596105874e-05,5.1515555888828304e-06,geoprr_router,3182,19092,1,0.0,5.1515555888828304e-06
geoprr,20262020,no_relational_transport_router_stage_two,81,final_recipe,,,7.500000000000003e-05,4.7784166721006235e-06,geoprr_router,3182,19092,1,0.0,4.7784166721006235e-06
geoprr,20262020,no_relational_transport_router_stage_two,82,final_recipe,,,7.162521529260768e-05,4.481444419879053e-06,geoprr_router,3182,19092,1,0.0,4.481444419879053e-06
geoprr,20262020,no_relational_transport_router_stage_two,83,final_recipe,,,6.830414474774599e-05,4.591333369414012e-06,geoprr_router,3182,19092,1,0.0,4.591333369414012e-06
geoprr,20262020,no_relational_transport_router_stage_two,84,final_recipe,,,6.503906446127505e-05,4.992805576572816e-06,geoprr_router,3182,19092,1,0.0,4.992805576572816e-06
geoprr,20262020,no_relational_transport_router_stage_two,85,final_recipe,,,6.183221215612905e-05,4.426694423374202e-06,geoprr_router,3182,19092,1,0.0,4.426694423374202e-06
geoprr,20262020,no_relational_transport_router_stage_two,86,final_recipe,,,5.868578564869191e-05,4.678555479687121e-06,geoprr_router,3182,19092,1,0.0,4.678555479687121e-06
geoprr,20262020,no_relational_transport_router_stage_two,87,final_recipe,,,5.5601941342524416e-05,4.937972278437681e-06,geoprr_router,3182,19092,1,0.0,4.937972278437681e-06
geoprr,20262020,no_relational_transport_router_stage_two,88,final_recipe,,,5.258279275047248e-05,4.359805542561743e-06,geoprr_router,3182,19092,1,0.0,4.359805542561743e-06
geoprr,20262020,no_relational_transport_router_stage_two,89,final_recipe,,,4.963040904617132e-05,4.798555487973823e-06,geoprr_router,3182,19092,1,0.0,4.798555487973823e-06
geoprr,20262020,no_relational_transport_router_stage_two,90,final_recipe,,,4.674681364593688e-05,4.6391666142476926e-06,geoprr_router,3182,19092,1,0.0,4.6391666142476926e-06
geoprr,20262020,no_relational_transport_router_stage_two,91,final_recipe,,,4.393398282201788e-05,4.9278332800087e-06,geoprr_router,3182,19092,1,0.0,4.9278332800087e-06
geoprr,20262020,no_relational_transport_router_stage_two,92,final_recipe,,,4.119384434815686e-05,4.612388891271419e-06,geoprr_router,3182,19092,1,0.0,4.612388891271419e-06
geoprr,20262020,no_relational_transport_router_stage_two,93,final_recipe,,,3.852827617839089e-05,4.440499987039301e-06,geoprr_router,3182,19092,1,0.0,4.440499987039301e-06
geoprr,20262020,no_relational_transport_router_stage_two,94,final_recipe,,,3.5939105159995365e-05,5.009916688626011e-06,geoprr_router,3182,19092,1,0.0,5.009916688626011e-06
geoprr,20262020,no_relational_transport_router_stage_two,95,final_recipe,,,3.342810578145437e-05,3.7736944957739776e-06,geoprr_router,3182,19092,1,0.0,3.7736944957739776e-06
geoprr,20262020,no_relational_transport_router_stage_two,96,final_recipe,,,3.0996998956314715e-05,4.084222148069077e-06,geoprr_router,3182,19092,1,0.0,4.084222148069077e-06
geoprr,20262020,no_relational_transport_router_stage_two,97,final_recipe,,,2.8647450843757904e-05,4.081055521965027e-06,geoprr_router,3182,19092,1,0.0,4.081055521965027e-06
geoprr,20262020,no_relational_transport_router_stage_two,98,final_recipe,,,2.6381071706697685e-05,4.752722129018771e-06,geoprr_router,3182,19092,1,0.0,4.752722129018771e-06
geoprr,20262020,no_relational_transport_router_stage_two,99,final_recipe,,,2.4199414808186416e-05,4.4948610270188915e-06,geoprr_router,3182,19092,1,0.0,4.4948610270188915e-06
geoprr,20262020,no_relational_transport_router_stage_two,100,final_recipe,,,2.210397534688618e-05,4.752944352933102e-06,geoprr_router,3182,19092,1,0.0,4.752944352933102e-06
geoprr,20262020,no_relational_transport_router_stage_two,101,final_recipe,,,2.00961894323342e-05,3.774277736536331e-06,geoprr_router,3182,19092,1,0.0,3.774277736536331e-06
geoprr,20262020,no_relational_transport_router_stage_two,102,final_recipe,,,1.8177433100705214e-05,4.352999902847741e-06,geoprr_router,3182,19092,1,0.0,4.352999902847741e-06
geoprr,20262020,no_relational_transport_router_stage_two,103,final_recipe,,,1.6349021371744837e-05,4.266499955621031e-06,geoprr_router,3182,19092,1,0.0,4.266499955621031e-06
geoprr,20262020,no_relational_transport_router_stage_two,104,final_recipe,,,1.4612207347520943e-05,5.119416681635711e-06,geoprr_router,3182,19092,1,0.0,5.119416681635711e-06
geoprr,20262020,no_relational_transport_router_stage_two,105,final_recipe,,,1.2968181353609857e-05,4.2464722517049975e-06,geoprr_router,3182,19092,1,0.0,4.2464722517049975e-06
geoprr,20262020,no_relational_transport_router_stage_two,106,final_recipe,,,1.1418070123306994e-05,4.02769448959993e-06,geoprr_router,3182,19092,1,0.0,4.02769448959993e-06
geoprr,20262020,no_relational_transport_router_stage_two,107,final_recipe,,,9.962936025419743e-06,5.276527824915118e-06,geoprr_router,3182,19092,1,0.0,5.276527824915118e-06
geoprr,20262020,no_relational_transport_router_stage_two,108,final_recipe,,,8.603776336173257e-06,4.206777731370595e-06,geoprr_router,3182,19092,1,0.0,4.206777731370595e-06
geoprr,20262020,no_relational_transport_router_stage_two,109,final_recipe,,,7.341522555726974e-06,4.699138872739341e-06,geoprr_router,3182,19092,1,0.0,4.699138872739341e-06
geoprr,20262020,no_relational_transport_router_stage_two,110,final_recipe,,,6.177039769771062e-06,4.324055561381909e-06,geoprr_router,3182,19092,1,0.0,4.324055561381909e-06
geoprr,20262020,no_relational_transport_router_stage_two,111,final_recipe,,,5.111126056639755e-06,4.3829723209556604e-06,geoprr_router,3182,19092,1,0.0,4.3829723209556604e-06
geoprr,20262020,no_relational_transport_router_stage_two,112,final_recipe,,,4.144511940348518e-06,5.063972203060985e-06,geoprr_router,3182,19092,1,0.0,5.063972203060985e-06
geoprr,20262020,no_relational_transport_router_stage_two,113,final_recipe,,,3.2778598899291478e-06,4.323555492899484e-06,geoprr_router,3182,19092,1,0.0,4.323555492899484e-06
geoprr,20262020,no_relational_transport_router_stage_two,114,final_recipe,,,2.5117638654068248e-06,4.365916700205869e-06,geoprr_router,3182,19092,1,0.0,4.365916700205869e-06
geoprr,20262020,no_relational_transport_router_stage_two,115,final_recipe,,,1.8467489107293517e-06,4.542611099572645e-06,geoprr_router,3182,19092,1,0.0,4.542611099572645e-06
geoprr,20262020,no_relational_transport_router_stage_two,116,final_recipe,,,1.283270793928443e-06,4.9912500091724925e-06,geoprr_router,3182,19092,1,0.0,4.9912500091724925e-06
geoprr,20262020,no_relational_transport_router_stage_two,117,final_recipe,,,8.217156947589902e-07,4.300916593314873e-06,geoprr_router,3182,19092,1,0.0,4.300916593314873e-06
geoprr,20262020,no_relational_transport_router_stage_two,118,final_recipe,,,4.623999400308056e-07,4.5004444352040685e-06,geoprr_router,3182,19092,1,0.0,4.5004444352040685e-06
geoprr,20262020,no_relational_transport_router_stage_two,119,final_recipe,,,2.055697868139251e-07,4.560916632827785e-06,geoprr_router,3182,19092,1,0.0,4.560916632827785e-06
geoprr,20262020,no_relational_transport_router_stage_two,120,final_recipe,,,5.1401253666411035e-08,3.977666686599453e-06,geoprr_router,3182,19092,1,0.0,3.977666686599453e-06
geoprr,20262021,raw_efficientnet_b0,1,final_recipe,initial,1,0.0003,0.016923096583405923,geoprr_candidates,12818,12818,201,0.0,0.016923102555641282
geoprr,20262021,raw_efficientnet_b0,2,final_recipe,initial,2,0.00029917828430524096,0.01322885294444859,geoprr_candidates,12818,12818,201,0.0,0.013228858416615467
geoprr,20262021,raw_efficientnet_b0,3,final_recipe,initial,3,0.0002967221401100708,0.013318915472288306,geoprr_candidates,12818,12818,201,0.0,0.013318921555635624
geoprr,20262021,raw_efficientnet_b0,4,final_recipe,initial,4,0.00029265847744427303,0.013394140972134967,geoprr_candidates,12818,12818,201,0.0,0.01339414666665511
geoprr,20262021,raw_efficientnet_b0,5,final_recipe,initial,5,0.0002870318186463901,0.01332207372230995,geoprr_candidates,12818,12818,201,0.0,0.01332207936120944
geoprr,20262021,raw_efficientnet_b0,6,final_recipe,initial,6,0.0002799038105676658,0.013552183027819006,geoprr_candidates,12818,12818,201,0.0,0.013552189555614151
geoprr,20262021,raw_efficientnet_b0,7,final_recipe,initial,7,0.0002713525491562421,0.013486731638873203,geoprr_candidates,12818,12818,201,0.0,0.01348673772222052
geoprr,20262021,raw_efficientnet_b0,8,final_recipe,initial,8,0.00026147172382160914,0.013444275333313271,geoprr_candidates,12818,12818,201,0.0,0.013444281444470916
geoprr,20262021,raw_efficientnet_b0,9,final_recipe,initial,9,0.00025036959095382875,0.013565844361178784,geoprr_candidates,12818,12818,201,0.0,0.013565849388897834
geoprr,20262021,raw_efficientnet_b0,10,final_recipe,initial,10,0.000238167787843871,0.013359737916746073,geoprr_candidates,12818,12818,201,0.0,0.01335974261112925
geoprr,20262021,raw_efficientnet_b0,11,final_recipe,initial,11,0.00022500000000000002,0.013364522333334511,geoprr_candidates,12818,12818,201,0.0,0.013364526944416057
geoprr,20262021,raw_efficientnet_b0,12,final_recipe,initial,12,0.0002110104964613701,0.013542043250054122,geoprr_candidates,12818,12818,201,0.0,0.013542047861135668
geoprr,20262021,raw_efficientnet_b0,13,final_recipe,initial,13,0.00019635254915624216,0.013518572055553603,geoprr_candidates,12818,12818,201,0.0,0.013518577527849832
geoprr,20262021,raw_efficientnet_b0,14,final_recipe,initial,14,0.00018118675362266393,0.013430451527755294,geoprr_candidates,12818,12818,201,0.0,0.013430456222138471
geoprr,20262021,raw_efficientnet_b0,15,final_recipe,initial,15,0.0001656792694901481,0.013468824944510642,geoprr_candidates,12818,12818,201,0.0,0.013468829861117734
geoprr,20262021,raw_efficientnet_b0,16,final_recipe,initial,16,0.0001500000000000001,0.013388740333418052,geoprr_candidates,12818,12818,201,0.0,0.013388745250025143
geoprr,20262021,raw_efficientnet_b0,17,final_recipe,initial,17,0.00013432073050985205,0.013568528722195576,geoprr_candidates,12818,12818,201,0.0,0.013568533388897776
geoprr,20262021,raw_efficientnet_b0,18,final_recipe,initial,18,0.00011881324637733612,0.013536720777758294,geoprr_candidates,12818,12818,201,0.0,0.013536725611063755
geoprr,20262021,raw_efficientnet_b0,19,final_recipe,initial,19,0.00010364745084375793,0.013499894694476905,geoprr_candidates,12818,12818,201,0.0,0.013499901083349768
geoprr,20262021,raw_efficientnet_b0,20,final_recipe,initial,20,8.898950353863e-05,0.013463104722193546,geoprr_candidates,12818,12818,201,0.0,0.013463109611119661
geoprr,20262021,raw_efficientnet_b0,21,final_recipe,initial,21,7.500000000000006e-05,0.013506220027856114,geoprr_candidates,12818,12818,201,0.0,0.013506224972273533
geoprr,20262021,raw_efficientnet_b0,22,final_recipe,initial,22,6.183221215612908e-05,0.013492389611072011,geoprr_candidates,12818,12818,201,0.0,0.013492394611110082
geoprr,20262021,raw_efficientnet_b0,23,final_recipe,initial,23,4.963040904617134e-05,0.01359078491662836,geoprr_candidates,12818,12818,201,0.0,0.013590789999968062
geoprr,20262021,raw_efficientnet_b0,24,final_recipe,initial,24,3.85282761783909e-05,0.013646384888949493,geoprr_candidates,12818,12818,201,0.0,0.013646389555651695
geoprr,20262021,raw_efficientnet_b0,25,final_recipe,initial,25,2.8647450843757918e-05,0.01362708633338722,geoprr_candidates,12818,12818,201,0.0,0.013627091250123662
geoprr,20262021,raw_efficientnet_b0,26,final_recipe,initial,26,2.0096189432334208e-05,0.013627718027758723,geoprr_candidates,12818,12818,201,0.0,0.013627722916555488
geoprr,20262021,raw_efficientnet_b0,27,final_recipe,initial,27,1.2968181353609862e-05,0.013452033944453837,geoprr_candidates,12818,12818,201,0.0,0.013452038777888649
geoprr,20262021,raw_efficientnet_b0,28,final_recipe,initial,28,7.341522555726975e-06,0.013477129888876031,geoprr_candidates,12818,12818,201,0.0,0.013477134972215733
geoprr,20262021,raw_efficientnet_b0,29,final_recipe,initial,29,3.277859889929149e-06,0.013533237111082093,geoprr_candidates,12818,12818,201,0.0,0.013533242027818537
geoprr,20262021,raw_efficientnet_b0,30,final_recipe,initial,30,8.217156947589904e-07,0.013661114916645197,geoprr_candidates,12818,12818,201,0.0,0.013661119277821853
geoprr,20262021,raw_efficientnet_b0,31,final_recipe,continuation,1,3e-05,0.01346914583325593,geoprr_candidates,12818,12818,201,0.0,0.013469152166637488
geoprr,20262021,raw_efficientnet_b0,32,final_recipe,continuation,2,2.99178284305241e-05,0.013560145666641701,geoprr_candidates,12818,12818,201,0.0,0.01356015224992815
geoprr,20262021,raw_efficientnet_b0,33,final_recipe,continuation,3,2.9672214011007083e-05,0.013838939416713806,geoprr_candidates,12818,12818,201,0.0,0.01383894491669101
geoprr,20262021,raw_efficientnet_b0,34,final_recipe,continuation,4,2.9265847744427305e-05,0.013676272916685168,geoprr_candidates,12818,12818,201,0.0,0.013676278166628131
geoprr,20262021,raw_efficientnet_b0,35,final_recipe,continuation,5,2.870318186463901e-05,0.013530974194485073,geoprr_candidates,12818,12818,201,0.0,0.013530979083281838
geoprr,20262021,raw_efficientnet_b0,36,final_recipe,continuation,6,2.7990381056766583e-05,0.013448422500061698,geoprr_candidates,12818,12818,200,0.0,0.013448427222255203
geoprr,20262021,raw_efficientnet_b0,37,final_recipe,continuation,7,2.7135254915624213e-05,0.013579031555499468,geoprr_candidates,12818,12818,201,0.0,0.013579036250011995
geoprr,20262021,raw_efficientnet_b0,38,final_recipe,continuation,8,2.6147172382160913e-05,0.013453051472315564,geoprr_candidates,12818,12818,201,0.0,0.013453056527844941
