method,seed,phase,epoch,accounting_scope,optimization_phase,phase_epoch,learning_rate,training_hours,population,unique_training_images,image_condition_rows,optimizer_steps,validation_and_other_epoch_hours,recorded_epoch_hours
yolo,20262022,source_model,16,final_recipe,initial,16,"{""lr/pg0"": 0.0005050000000000001, ""lr/pg1"": 0.0005050000000000001, ""lr/pg2"": 0.0005050000000000001}",0.022011143361063055,full,16000,16000,250,0.0,0.02227227290471395
yolo,20262022,source_model,17,final_recipe,initial,17,"{""lr/pg0"": 0.0004532584106825116, ""lr/pg1"": 0.0004532584106825116, ""lr/pg2"": 0.0004532584106825116}",0.021997216722229495,full,16000,16000,250,0.0,0.02224786063035329
yolo,20262022,source_model,18,final_recipe,initial,18,"{""lr/pg0"": 0.00040208371304520905, ""lr/pg1"": 0.00040208371304520905, ""lr/pg2"": 0.00040208371304520905}",0.022032971916746143,full,16000,16000,250,0.0,0.022279553214708963
yolo,20262022,source_model,19,final_recipe,initial,19,"{""lr/pg0"": 0.0003520365877844011, ""lr/pg1"": 0.0003520365877844011, ""lr/pg2"": 0.0003520365877844011}",0.02202645661102401,full,16000,16000,250,0.0,0.022275569438934325
yolo,20262022,source_model,20,final_recipe,initial,20,"{""lr/pg0"": 0.00030366536167747893, ""lr/pg1"": 0.00030366536167747893, ""lr/pg2"": 0.00030366536167747893}",0.022068235499965443,full,16000,16000,250,0.0,0.02231820053524441
yolo,20262022,source_model,21,final_recipe,initial,21,"{""lr/pg0"": 0.0002575000000000001, ""lr/pg1"": 0.0002575000000000001, ""lr/pg2"": 0.0002575000000000001}",0.02205159049998555,full,16000,16000,250,0.0,0.02230714281400045
yolo,20262022,source_model,22,final_recipe,initial,22,"{""lr/pg0"": 0.00021404630011522595, ""lr/pg1"": 0.00021404630011522595, ""lr/pg2"": 0.00021404630011522595}",0.02203348011114738,full,16000,16000,249,0.0,0.022292253507508172
yolo,20262022,source_model,23,final_recipe,initial,23,"{""lr/pg0"": 0.00017378034985236535, ""lr/pg1"": 0.00017378034985236535, ""lr/pg2"": 0.00017378034985236535}",0.022093504805557638,full,16000,16000,250,0.0,0.022341682778464423
yolo,20262022,source_model,24,final_recipe,initial,24,"{""lr/pg0"": 0.00013714331138868995, ""lr/pg1"": 0.00013714331138868995, ""lr/pg2"": 0.00013714331138868995}",0.022059664722247463,full,16000,16000,250,0.0,0.022312770353423224
yolo,20262022,source_model,25,final_recipe,initial,25,"{""lr/pg0"": 0.000104536587784401, ""lr/pg1"": 0.000104536587784401, ""lr/pg2"": 0.000104536587784401}",0.022072759555497517,full,16000,16000,249,0.0,0.02232766807079315
yolo,20262022,source_model,26,final_recipe,initial,26,"{""lr/pg0"": 7.631742512670281e-05, ""lr/pg1"": 7.631742512670281e-05, ""lr/pg2"": 7.631742512670281e-05}",0.022020775861003334,full,16000,16000,250,0.0,0.02227452728483412
yolo,20262022,source_model,27,final_recipe,initial,27,"{""lr/pg0"": 5.279499846691249e-05, ""lr/pg1"": 5.279499846691249e-05, ""lr/pg2"": 5.279499846691249e-05}",0.022045485611177154,full,16000,16000,250,0.0,0.022299701306555005
yolo,20262022,source_model,28,final_recipe,initial,28,"{""lr/pg0"": 3.422702443389891e-05, ""lr/pg1"": 3.422702443389891e-05, ""lr/pg2"": 3.422702443389891e-05}",0.022070083583368816,full,16000,16000,250,0.0,0.022315602832370333
yolo,20262022,source_model,29,final_recipe,initial,29,"{""lr/pg0"": 2.0816937636766175e-05, ""lr/pg1"": 2.0816937636766175e-05, ""lr/pg2"": 2.0816937636766175e-05}",0.02204697058329152,full,16000,16000,250,0.0,0.022320997251404656
yolo,20262022,source_model,30,final_recipe,initial,30,"{""lr/pg0"": 1.2711661792704665e-05, ""lr/pg1"": 1.2711661792704665e-05, ""lr/pg2"": 1.2711661792704665e-05}",0.022106532972150792,full,16000,16000,250,0.0,0.022463729050424364
yolo,20262022,source_model,31,final_recipe,continuation,1,"{""lr/pg0"": 1e-05, ""lr/pg1"": 1e-05, ""lr/pg2"": 1e-05}",0.022066433639006896,full,16000,16000,250,0.0,0.02232274572054545
yolo,20262022,source_model,32,final_recipe,continuation,2,"{""lr/pg0"": 9.779754323328192e-06, ""lr/pg1"": 9.779754323328192e-06, ""lr/pg2"": 9.779754323328192e-06}",0.0220560059722306,full,16000,16000,249,0.0,0.02230801886982388
yolo,20262022,source_model,33,final_recipe,continuation,3,"{""lr/pg0"": 9.140576474687263e-06, ""lr/pg1"": 9.140576474687263e-06, ""lr/pg2"": 9.140576474687263e-06}",0.02205272711114958,full,16000,16000,250,0.0,0.022298772401279872
yolo,20262022,source_model,34,final_recipe,continuation,4,"{""lr/pg0"": 8.14503363531613e-06, ""lr/pg1"": 8.14503363531613e-06, ""lr/pg2"": 8.14503363531613e-06}",0.022079233416718327,full,16000,16000,250,0.0,0.022329065534803603
yolo,20262022,source_model,35,final_recipe,continuation,5,"{""lr/pg0"": 6.890576474687264e-06, ""lr/pg1"": 6.890576474687264e-06, ""lr/pg2"": 6.890576474687264e-06}",0.022057066027773544,full,16000,16000,250,0.0,0.022307881977823046
yolo,20262022,source_model,36,final_recipe,continuation,6,"{""lr/pg0"": 5.500000000000001e-06, ""lr/pg1"": 5.500000000000001e-06, ""lr/pg2"": 5.500000000000001e-06}",0.02204220963887767,full,16000,16000,250,0.0,0.022292603916592067
yolo,20262022,source_model,37,final_recipe,continuation,7,"{""lr/pg0"": 4.109423525312738e-06, ""lr/pg1"": 4.109423525312738e-06, ""lr/pg2"": 4.109423525312738e-06}",0.022053908694457884,full,16000,16000,250,0.0,0.022304755250612894
yolo,20262022,source_model,38,final_recipe,continuation,8,"{""lr/pg0"": 2.854966364683872e-06, ""lr/pg1"": 2.854966364683872e-06, ""lr/pg2"": 2.854966364683872e-06}",0.02207931952783838,full,16000,16000,250,0.0,0.02232725295755598
yolo,20262022,source_model,39,final_recipe,continuation,9,"{""lr/pg0"": 1.8594235253127373e-06, ""lr/pg1"": 1.8594235253127373e-06, ""lr/pg2"": 1.8594235253127373e-06}",0.022045268583266685,full,16000,16000,249,0.0,0.022302937110265098
yolo,20262022,source_model,40,final_recipe,continuation,10,"{""lr/pg0"": 1.2202456766718092e-06, ""lr/pg1"": 1.2202456766718092e-06, ""lr/pg2"": 1.2202456766718092e-06}",0.022060150750007272,full,16000,16000,250,0.0,0.02237594809797075
deeplab,20262020,source_model,1,final_recipe,,,0.0003,0.08574674680544478,full,16000,16000,2000,0.0,0.08574675316663666
deeplab,20262020,source_model,2,final_recipe,,,0.0002982455885348071,0.08325442363896096,full,16000,16000,1999,0.0,0.08325442888890393
deeplab,20262020,source_model,3,final_recipe,,,0.0002930255535720594,0.08322870525001135,full,16000,16000,2000,0.0,0.08322871024992007
deeplab,20262020,source_model,4,final_recipe,,,0.0002844684296968424,0.08316536141675897,full,16000,16000,2000,0.0,0.08316536758340792
deeplab,20262020,source_model,5,final_recipe,,,0.00027278492169843,0.08330978224998237,full,16000,16000,2000,0.0,0.08330978750005467
deeplab,20262020,source_model,6,final_recipe,,,0.00025826271631908303,0.08324877802774103,full,16000,16000,1999,0.0,0.0832487844721052
deeplab,20262020,source_model,7,final_recipe,,,0.00024125939845167748,0.08320228041667077,full,16000,16000,1998,0.0,0.08320228958334257
deeplab,20262020,source_model,8,final_recipe,,,0.00022219364621288548,0.08314646311104297,full,16000,16000,2000,0.0,0.08314646824987398
deeplab,20262020,source_model,9,final_recipe,,,0.0002015349216984301,0.08314692611107603,full,16000,16000,1999,0.0,0.08314693055555432
deeplab,20262020,source_model,10,final_recipe,,,0.00017979191126823302,0.0832384748888823,full,16000,16000,1998,0.0,0.08323847952777416
deeplab,20262020,source_model,11,final_recipe,,,0.0001575000000000001,0.08336600133334286,full,16000,16000,2000,0.0,0.08336600597223474
deeplab,20262020,source_model,12,final_recipe,,,0.0001352080887317672,0.08338044333336357,full,16000,16000,2000,0.0,0.08338044769454023
deeplab,20262020,source_model,13,final_recipe,,,0.00011346507830157006,0.08321421477788439,full,16000,16000,1999,0.0,0.08321421894451811
deeplab,20262020,source_model,14,final_recipe,,,9.280635378711463e-05,0.08339126694443015,full,16000,16000,1999,0.0,0.08339127166662365
deeplab,20262020,source_model,15,final_recipe,,,7.374060154832262e-05,0.08324785319441516,full,16000,16000,2000,0.0,0.08324785777768638
deeplab,20262020,source_model,16,final_recipe,,,5.6737283680917e-05,0.08324406086105025,full,16000,16000,1999,0.0,0.08324406558324376
deeplab,20262020,source_model,17,final_recipe,,,4.221507830157001e-05,0.08316785833345623,full,16000,16000,2000,0.0,0.08316786288891712
deeplab,20262020,source_model,18,final_recipe,,,3.0531570303157593e-05,0.08337795388897777,full,16000,16000,1999,0.0,0.08337795805561149
deeplab,20262020,source_model,19,final_recipe,,,2.197444642794062e-05,0.08337773194433086,full,16000,16000,2000,0.0,0.08337773605547327
deeplab,20262020,source_model,20,final_recipe,,,1.6754411465192883e-05,0.08337604238884523,full,16000,16000,1999,0.0,0.0833760468055132
deeplab,20262021,source_model,1,final_recipe,,,0.0003,0.08568955380560106,full,16000,16000,2000,0.0,0.08568955933338859
deeplab,20262021,source_model,2,final_recipe,,,0.0002982455885348071,0.08338026444440604,full,16000,16000,2000,0.0,0.08338026961104737
deeplab,20262021,source_model,3,final_recipe,,,0.0002930255535720594,0.08339946222219927,full,16000,16000,1999,0.0,0.0833994677499868
deeplab,20262021,source_model,4,final_recipe,,,0.0002844684296968424,0.08338382966661205,full,16000,16000,2000,0.0,0.08338383511109795
deeplab,20262021,source_model,5,final_recipe,,,0.00027278492169843,0.08337263141668194,full,16000,16000,1999,0.0,0.08337263652783197
deeplab,20262021,source_model,6,final_recipe,,,0.00025826271631908303,0.08335955394444884,full,16000,16000,1999,0.0,0.0833595602778304
deeplab,20262021,source_model,7,final_recipe,,,0.00024125939845167748,0.08336829150005037,full,16000,16000,2000,0.0,0.08336829738885475
deeplab,20262021,source_model,8,final_recipe,,,0.00022219364621288548,0.08307827086110289,full,16000,16000,1998,0.0,0.08307827505554694
deeplab,20262021,source_model,9,final_recipe,,,0.0002015349216984301,0.08328426863894695,full,16000,16000,2000,0.0,0.08328427258335674
deeplab,20262021,source_model,10,final_recipe,,,0.00017979191126823302,0.08338453083337906,full,16000,16000,1998,0.0,0.08338453563887419
deeplab,20262021,source_model,11,final_recipe,,,0.0001575000000000001,0.08339422194442402,full,16000,16000,2000,0.0,0.0833942268055398
deeplab,20262021,source_model,12,final_recipe,,,0.0001352080887317672,0.08337468100000277,full,16000,16000,1999,0.0,0.08337468547229138
deeplab,20262021,source_model,13,final_recipe,,,0.00011346507830157006,0.08338410702779786,full,16000,16000,2000,0.0,0.08338411091671635
deeplab,20262021,source_model,14,final_recipe,,,9.280635378711463e-05,0.08337948488886468,full,16000,16000,2000,0.0,0.08337948902768808
deeplab,20262021,source_model,15,final_recipe,,,7.374060154832262e-05,0.08336637916664283,full,16000,16000,1999,0.0,0.0833663833888972
deeplab,20262021,source_model,16,final_recipe,,,5.6737283680917e-05,0.08336025819441097,full,16000,16000,1999,0.0,0.08336026277781154
deeplab,20262021,source_model,17,final_recipe,,,4.221507830157001e-05,0.0833488663055727,full,16000,16000,2000,0.0,0.08334887041671513
deeplab,20262021,source_model,18,final_recipe,,,3.0531570303157593e-05,0.08337581780545103,full,16000,16000,1999,0.0,0.08337582224992932
deeplab,20262021,source_model,19,final_recipe,,,2.197444642794062e-05,0.08336572797231687,full,16000,16000,1999,0.0,0.08336573186110602
deeplab,20262021,source_model,20,final_recipe,,,1.6754411465192883e-05,0.08321568658342585,full,16000,16000,1999,0.0,0.08321569141673131
deeplab,20262022,source_model,1,final_recipe,,,0.0003,0.08582131855551982,full,16000,16000,2000,0.0,0.08582132366666984
deeplab,20262022,source_model,2,final_recipe,,,0.0002982455885348071,0.08339048905556815,full,16000,16000,1999,0.0,0.08339049469446763
deeplab,20262022,source_model,3,final_recipe,,,0.0002930255535720594,0.08336845050009692,full,16000,16000,2000,0.0,0.08336845605556542
deeplab,20262022,source_model,4,final_recipe,,,0.0002844684296968424,0.08337710794449474,full,16000,16000,1999,0.0,0.08337711338898064
deeplab,20262022,source_model,5,final_recipe,,,0.00027278492169843,0.08318527344446112,full,16000,16000,2000,0.0,0.08318527897224864
deeplab,20262022,source_model,6,final_recipe,,,0.00025826271631908303,0.08318529844452213,full,16000,16000,2000,0.0,0.08318530455555043
deeplab,20262022,source_model,7,final_recipe,,,0.00024125939845167748,0.08334001547230097,full,16000,16000,1999,0.0,0.08334002102776948
deeplab,20262022,source_model,8,final_recipe,,,0.00022219364621288548,0.08334509180561225,full,16000,16000,1999,0.0,0.08334509669453836
deeplab,20262022,source_model,9,final_recipe,,,0.0002015349216984301,0.08336956213888091,full,16000,16000,1999,0.0,0.08336956711110866
deeplab,20262022,source_model,10,final_recipe,,,0.00017979191126823302,0.08319028508332041,full,16000,16000,1999,0.0,0.08319028924995413
deeplab,20262022,source_model,11,final_recipe,,,0.0001575000000000001,0.08316980063889383,full,16000,16000,1999,0.0,0.08316980563893189
deeplab,20262022,source_model,12,final_recipe,,,0.0001352080887317672,0.08314737177777311,full,16000,16000,1999,0.0,0.08314737688892314
deeplab,20262022,source_model,13,final_recipe,,,0.00011346507830157006,0.0863927252500111,full,16000,16000,2000,0.0,0.08639272952788613
deeplab,20262022,source_model,14,final_recipe,,,9.280635378711463e-05,0.08918899980554772,full,16000,16000,1999,0.0,0.08918900594438633
deeplab,20262022,source_model,15,final_recipe,,,7.374060154832262e-05,0.08321614591663497,full,16000,16000,2000,0.0,0.08321615188887033
deeplab,20262022,source_model,16,final_recipe,,,5.6737283680917e-05,0.08324093133327551,full,16000,16000,1999,0.0,0.08324093658321847
deeplab,20262022,source_model,17,final_recipe,,,4.221507830157001e-05,0.08323531383325139,full,16000,16000,1999,0.0,0.08323531855544489
deeplab,20262022,source_model,18,final_recipe,,,3.0531570303157593e-05,0.08327191802776522,full,16000,16000,1999,0.0,0.08327192361104406
deeplab,20262022,source_model,19,final_recipe,,,2.197444642794062e-05,0.08328576394447332,full,16000,16000,2000,0.0,0.08328576805548639
deeplab,20262022,source_model,20,final_recipe,,,1.6754411465192883e-05,0.08325609205562311,full,16000,16000,1998,0.0,0.08325609630555846
vdn,20262020,source_model,1,final_recipe,,,0.001,0.02591968591661296,full,16000,16000,2000,0.0,0.02591969069442712
vdn,20262020,source_model,2,final_recipe,,,0.001,0.02394721341655693,full,16000,16000,2000,0.0,0.023947217611000975
vdn,20262020,source_model,3,final_recipe,,,0.001,0.02395964844436902,full,16000,16000,2000,0.0,0.02395965288884731
vdn,20262020,source_model,4,final_recipe,,,0.001,0.023905174999963492,full,16000,16000,2000,0.0,0.0239051793610108
vdn,20262020,source_model,5,final_recipe,,,0.001,0.023934609944440632,full,16000,16000,2000,0.0,0.023934614166695005
vdn,20262020,source_model,6,final_recipe,,,0.001,0.023941365694368465,full,16000,16000,2000,0.0,0.023941369777700554
vdn,20262020,source_model,7,final_recipe,,,0.001,0.023937915083305495,full,16000,16000,2000,0.0,0.023937920694394658
vdn,20262020,source_model,8,final_recipe,,,0.001,0.0239077669445477,full,16000,16000,2000,0.0,0.023907771277784682
vdn,20262020,source_model,9,final_recipe,,,0.001,0.023952451861178916,full,16000,16000,2000,0.0,0.023952456694484377
vdn,20262020,source_model,10,final_recipe,,,0.001,0.023999802916724648,full,16000,16000,2000,0.0,0.023999806583419235
vdn,20262020,source_model,11,final_recipe,,,0.001,0.023956274666642356,full,16000,16000,2000,0.0,0.023956278499940205
vdn,20262020,source_model,12,final_recipe,,,0.001,0.02393598436119242,full,16000,16000,2000,0.0,0.023935988194490266
vdn,20262020,source_model,13,final_recipe,,,0.001,0.023988994027798374,full,16000,16000,2000,0.0,0.02398899744445872
vdn,20262020,source_model,14,final_recipe,,,0.001,0.023954052083427088,full,16000,16000,2000,0.0,0.023954055805612978
vdn,20262020,source_model,15,final_recipe,,,0.001,0.02397468513886755,full,16000,16000,2000,0.0,0.02397468858333822
vdn,20262020,source_model,16,final_recipe,,,0.001,0.02394047155549439,full,16000,16000,1999,0.0,0.023940475361111265
vdn,20262020,source_model,17,final_recipe,,,0.001,0.02396194280564992,full,16000,16000,2000,0.0,0.023961946444534178
vdn,20262020,source_model,18,final_recipe,,,0.001,0.023945500555499974,full,16000,16000,1999,0.0,0.02394550499997826
vdn,20262020,source_model,19,final_recipe,,,0.001,0.023960149694466963,full,16000,16000,2000,0.0,0.023960153083316983
vdn,20262020,source_model,20,final_recipe,,,0.001,0.023958507111140837,full,16000,16000,1999,0.0,0.02395851149999847
vdn,20262020,source_model,21,final_recipe,,,0.001,0.023982699638775862,full,16000,16000,1999,0.0,0.02398270355550469
vdn,20262020,source_model,22,final_recipe,,,0.001,0.023964975305651833,full,16000,16000,1999,0.0,0.023964979305552938
vdn,20262020,source_model,23,final_recipe,,,0.001,0.02392871630546223,full,16000,16000,1999,0.0,0.023928719361105726
vdn,20262020,source_model,24,final_recipe,,,0.001,0.023956303944449045,full,16000,16000,1999,0.0,0.02395630752771265
vdn,20262020,source_model,25,final_recipe,,,0.001,0.023948140888888803,full,16000,16000,1999,0.0,0.023948144249928496
vdn,20262020,source_model,26,final_recipe,,,0.001,0.023944153499970627,full,16000,16000,1999,0.0,0.023944157055553257
vdn,20262020,source_model,27,final_recipe,,,0.001,0.023943669111079847,full,16000,16000,1999,0.0,0.023943672388817908
vdn,20262020,source_model,28,final_recipe,,,0.001,0.02394168411109907,full,16000,16000,2000,0.0,0.023941687861095285
vdn,20262020,source_model,29,final_recipe,,,0.001,0.023951657861212474,full,16000,16000,1999,0.0,0.02395166127787282
vdn,20262020,source_model,30,final_recipe,,,0.001,0.023948005333335864,full,16000,16000,2000,0.0,0.023948009277875017
vdn,20262020,source_model,31,final_recipe,,,0.001,0.02393307966658742,full,16000,16000,1999,0.0,0.023933083277661353
vdn,20262020,source_model,32,final_recipe,,,0.001,0.023959521055480257,full,16000,16000,1999,0.0,0.023959524555571585
vdn,20262020,source_model,33,final_recipe,,,0.001,0.023946902694491047,full,16000,16000,1999,0.0,0.023946906611090526
vdn,20262020,source_model,34,final_recipe,,,0.001,0.023945956722212336,full,16000,16000,2000,0.0,0.023945960555510182
vdn,20262020,source_model,35,final_recipe,,,0.001,0.02396252033326568,full,16000,16000,1999,0.0,0.023962523722115697
vdn,20262020,source_model,36,final_recipe,,,0.001,0.02393768550000257,full,16000,16000,1999,0.0,0.02393768894447324
vdn,20262020,source_model,37,final_recipe,,,0.001,0.0239337827222577,full,16000,16000,1999,0.0,0.023933786694477828
vdn,20262020,source_model,38,final_recipe,,,0.001,0.02398833949998435,full,16000,16000,1999,0.0,0.023988342805532737
vdn,20262020,source_model,39,final_recipe,,,0.001,0.02395899269445282,full,16000,16000,1999,0.0,0.023958996527750666
vdn,20262020,source_model,40,final_recipe,,,0.001,0.023931733249919488,full,16000,16000,2000,0.0,0.02393173636105429
vdn,20262020,source_model,41,final_recipe,,,0.001,0.02394581436114903,full,16000,16000,1999,0.0,0.023945817972222963
vdn,20262020,source_model,42,final_recipe,,,0.001,0.02395849013895107,full,16000,16000,1999,0.0,0.023958493833455982
vdn,20262020,source_model,43,final_recipe,,,0.001,0.023935967583286887,full,16000,16000,2000,0.0,0.023935971083248863
vdn,20262020,source_model,44,final_recipe,,,0.001,0.023928311944473535,full,16000,16000,1998,0.0,0.02392831588888334
vdn,20262020,source_model,45,final_recipe,,,0.001,0.023974471583367428,full,16000,16000,2000,0.0,0.023974475250062015
vdn,20262020,source_model,46,final_recipe,,,0.001,0.023953779861072284,full,16000,16000,1999,0.0,0.023953783249922304
vdn,20262020,source_model,47,final_recipe,,,0.001,0.023932595666653168,full,16000,16000,1999,0.0,0.023932598722296663
vdn,20262020,source_model,48,final_recipe,,,0.001,0.024002147833299306,full,16000,16000,1999,0.0,0.02400215108335639
vdn,20262020,source_model,49,final_recipe,,,0.001,0.0256031832499947,full,16000,16000,2000,0.0,0.02560318852774799
vdn,20262020,source_model,50,final_recipe,,,0.001,0.025487095916695478,full,16000,16000,1999,0.0,0.02548709952776941
vdn,20262020,source_model,51,final_recipe,,,0.001,0.024746704194436055,full,16000,16000,1999,0.0,0.024746707472303467
vdn,20262020,source_model,52,final_recipe,,,0.001,0.0239959579166801,full,16000,16000,1999,0.0,0.023995961722167624
vdn,20262020,source_model,53,final_recipe,,,0.001,0.023956105916683252,full,16000,16000,2000,0.0,0.02395611197222024
vdn,20262020,source_model,54,final_recipe,,,0.001,0.02395438236106808,full,16000,16000,1998,0.0,0.02395438641658984
vdn,20262020,source_model,55,final_recipe,,,0.001,0.023995693722325896,full,16000,16000,2000,0.0,0.02399569738889113
vdn,20262020,source_model,56,final_recipe,,,0.001,0.02398150505549792,full,16000,16000,2000,0.0,0.023981508722192506
vdn,20262020,source_model,57,final_recipe,,,0.001,0.023953109305455453,full,16000,16000,1999,0.0,0.02395311333329624
vdn,20262020,source_model,58,final_recipe,,,0.001,0.023941094916727808,full,16000,16000,1999,0.0,0.02394109844450011
vdn,20262020,source_model,59,final_recipe,,,0.001,0.02398193799994058,full,16000,16000,1998,0.0,0.023981941777747123
vdn,20262020,source_model,60,final_recipe,,,0.001,0.023928964777797875,full,16000,16000,2000,0.0,0.023928968166647892
vdn,20262020,source_model,61,final_recipe,,,0.001,0.02394873444443672,full,16000,16000,1999,0.0,0.023948737527761194
vdn,20262020,source_model,62,final_recipe,,,0.001,0.023966586305501147,full,16000,16000,2000,0.0,0.02396659000000606
vdn,20262020,source_model,63,final_recipe,,,0.001,0.023956156972174843,full,16000,16000,1999,0.0,0.023956160416645514
vdn,20262020,source_model,64,final_recipe,,,0.001,0.02394645863885267,full,16000,16000,1999,0.0,0.02394646263888313
vdn,20262020,source_model,65,final_recipe,,,0.001,0.023943692027694648,full,16000,16000,1999,0.0,0.02394369572219956
vdn,20262020,source_model,66,final_recipe,,,0.001,0.02398784127771958,full,16000,16000,2000,0.0,0.023987845222258733
vdn,20262020,source_model,67,final_recipe,,,0.001,0.02393871988881276,full,16000,16000,1999,0.0,0.023938723194361147
vdn,20262020,source_model,68,final_recipe,,,0.001,0.02393909683321706,full,16000,16000,2000,0.0,0.02393910030549806
vdn,20262020,source_model,69,final_recipe,,,0.001,0.023958862222239582,full,16000,16000,1999,0.0,0.023958865472167315
vdn,20262020,source_model,70,final_recipe,,,0.001,0.02395530402776785,full,16000,16000,1998,0.0,0.02395530794436733
vdn,20262020,source_model,71,final_recipe,,,0.001,0.023899654500031224,full,16000,16000,1999,0.0,0.023899658444441026
vdn,20262020,source_model,72,final_recipe,,,0.001,0.023959579499981676,full,16000,16000,2000,0.0,0.023959587888869767
vdn,20262020,source_model,73,final_recipe,,,0.001,0.023959061361124946,full,16000,16000,1999,0.0,0.023959065277853773
vdn,20262020,source_model,74,final_recipe,,,0.001,0.023922650944441556,full,16000,16000,2000,0.0,0.02392265411106766
vdn,20262020,source_model,75,final_recipe,,,0.001,0.023943134277877916,full,16000,16000,1999,0.0,0.023943137722219236
vdn,20262020,source_model,76,final_recipe,,,0.001,0.023962290444437206,full,16000,16000,2000,0.0,0.02396229433335571
vdn,20262020,source_model,77,final_recipe,,,0.001,0.02393256447213288,full,16000,16000,1998,0.0,0.02393256794441388
vdn,20262020,source_model,78,final_recipe,,,0.001,0.02392600716660834,full,16000,16000,2000,0.0,0.023926011388862713
vdn,20262020,source_model,79,final_recipe,,,0.001,0.023937848888906755,full,16000,16000,1998,0.0,0.023937856861157344
vdn,20262020,source_model,80,final_recipe,,,0.001,0.02398645797226992,full,16000,16000,2000,0.0,0.02398646177788679
vdn,20262020,source_model,81,final_recipe,,,0.001,0.023923545305539543,full,16000,16000,1999,0.0,0.023923548944553154
vdn,20262020,source_model,82,final_recipe,,,0.001,0.02395580105561142,full,16000,16000,2000,0.0,0.023955804472271768
vdn,20262020,source_model,83,final_recipe,,,0.001,0.02395857736119069,full,16000,16000,1999,0.0,0.023958581083376583
vdn,20262020,source_model,84,final_recipe,,,0.001,0.0239631472777627,full,16000,16000,1999,0.0,0.023963150666742067
vdn,20262020,source_model,85,final_recipe,,,0.001,0.02397356738892591,full,16000,16000,2000,0.0,0.023973571055620493
vdn,20262020,source_model,86,final_recipe,,,0.001,0.023953737194468784,full,16000,16000,1999,0.0,0.02395374122218022
vdn,20262020,source_model,87,final_recipe,,,0.001,0.02423911083334436,full,16000,16000,2000,0.0,0.024239114444418293
vdn,20262020,source_model,88,final_recipe,,,0.001,0.023937567027751357,full,16000,16000,1999,0.0,0.023937572222203017
vdn,20262020,source_model,89,final_recipe,,,0.001,0.023951983166625723,full,16000,16000,1998,0.0,0.023951993361115455
vdn,20262020,source_model,90,final_recipe,,,0.001,0.02396571113883207,full,16000,16000,1999,0.0,0.023965714638794048
vdn,20262020,source_model,91,final_recipe,,,0.001,0.023969553638922256,full,16000,16000,1999,0.0,0.023969556972280974
vdn,20262020,source_model,92,final_recipe,,,0.001,0.023947177777817057,full,16000,16000,2000,0.0,0.023947181416701317
vdn,20262020,source_model,93,final_recipe,,,0.001,0.023957729138977205,full,16000,16000,2000,0.0,0.023957733555645164
vdn,20262020,source_model,94,final_recipe,,,0.001,0.0239722034721894,full,16000,16000,1998,0.0,0.023972207055582354
vdn,20262020,source_model,95,final_recipe,,,0.001,0.023942172500020308,full,16000,16000,2000,0.0,0.023942176583352397
vdn,20262020,source_model,96,final_recipe,,,0.001,0.023950118305575516,full,16000,16000,2000,0.0,0.023950121944459776
vdn,20262020,source_model,97,final_recipe,,,0.001,0.023971884611140314,full,16000,16000,1999,0.0,0.023971888333326207
vdn,20262020,source_model,98,final_recipe,,,0.001,0.023978899388910374,full,16000,16000,1999,0.0,0.02397890325001855
vdn,20262020,source_model,99,final_recipe,,,0.001,0.023959731277880363,full,16000,16000,1999,0.0,0.023959734305584183
vdn,20262020,source_model,100,final_recipe,,,0.001,0.023941578555515864,full,16000,16000,1998,0.0,0.02394158216671915
vdn,20262020,source_model,101,final_recipe,,,0.001,0.02397944044451126,full,16000,16000,2000,0.0,0.023979447138909666
vdn,20262020,source_model,102,final_recipe,,,0.001,0.023944515944458546,full,16000,16000,1999,0.0,0.023944519333308562
vdn,20262020,source_model,103,final_recipe,,,0.001,0.02395009283325635,full,16000,16000,2000,0.0,0.023950096333347676
vdn,20262020,source_model,104,final_recipe,,,0.001,0.02392749036106074,full,16000,16000,1998,0.0,0.02392749408337598
vdn,20262020,source_model,105,final_recipe,,,0.001,0.023964823833278692,full,16000,16000,1999,0.0,0.023964826999904796
vdn,20262020,source_model,106,final_recipe,,,0.001,0.02395293111110934,full,16000,16000,2000,0.0,0.023952934583260987
vdn,20262020,source_model,107,final_recipe,,,0.001,0.02393294499993014,full,16000,16000,1999,0.0,0.02393294816668559
vdn,20262020,source_model,108,final_recipe,,,0.001,0.02394062627779527,full,16000,16000,1999,0.0,0.02394062963883496
vdn,20262020,source_model,109,final_recipe,,,0.001,0.023943739916689487,full,16000,16000,2000,0.0,0.02394374388890962
vdn,20262020,source_model,110,final_recipe,,,0.001,0.02393314902774162,full,16000,16000,1999,0.0,0.02393315222217805
vdn,20262020,source_model,111,final_recipe,,,0.001,0.023938543777783504,full,16000,16000,2000,0.0,0.023938547916606896
vdn,20262020,source_model,112,final_recipe,,,0.001,0.023948519333369202,full,16000,16000,1999,0.0,0.023948522861141505
vdn,20262020,source_model,113,final_recipe,,,0.001,0.023946901166604626,full,16000,16000,1999,0.0,0.023946904833299212
vdn,20262020,source_model,114,final_recipe,,,0.001,0.023938680916584822,full,16000,16000,1999,0.0,0.02393868447216745
vdn,20262020,source_model,115,final_recipe,,,0.001,0.023937641250021343,full,16000,16000,2000,0.0,0.023937644527888755
