comparison,dataset,scope,candidate_nmae_pct_fs,reference_nmae_pct_fs,candidate_minus_reference_pct_fs,relative_error_reduction_pct,relative_error_reduction_95pct_ci,relative_reduction_undefined_replicates,acc_at_2_gain_percentage_points,acc_at_5_gain_percentage_points,delta_95pct_ci,replicates,seed,rows_per_seed,seeds,resampling_unit,seed_handling
geoprr_minus_vdn_annotation,syncg,all_conditions,0.8726076663887843,1.4825915322582461,-0.6099838658694617,41.143083081039165,"[38.13830060295149, 43.88294717489905]",0,15.240277777777766,1.805555555555538,"[-0.6581335005367077, -0.5601730968762849]",20000,20260907,24000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,clean,0.6803549756196825,0.8801076207448738,-0.19975264512519136,22.69638853440809,"[17.68546119524128, 27.650242281894492]",0,3.7416666666666654,0.04166666666666208,"[-0.25407227388768233, -0.1507270740312766]",20000,20260908,4000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,blur_moderate,0.6819986990337821,0.8854453223938219,-0.20344662336003982,22.976757368825123,"[18.35328038869504, 27.481257226272326]",0,4.008333333333313,0.1083333333333325,"[-0.2507557726134427, -0.15782533862365067]",20000,20260909,4000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,blur_severe,0.7049512423059899,1.0915945187118339,-0.386643276405844,35.4200456101697,"[30.960817882479688, 39.71270875526093]",0,5.82499999999998,0.7249999999999979,"[-0.45920815259472453, -0.3187579826121439]",20000,20260910,4000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,perspective_moderate,0.8715777790626952,0.8808381846647726,-0.009260405602077443,1.0513174568609043,"[-5.684722480711374, 7.022439603841967]",0,-1.3999999999999901,-0.6416666666666737,"[-0.06319050929511724, 0.04929388034450809]",20000,20260911,4000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,perspective_severe,1.055643228172077,2.5067436376705925,-1.4511004094985156,57.88786646116553,"[55.04047965147255, 60.42792442296578]",0,40.94166666666666,5.41666666666667,"[-1.5415546794962964, -1.3570604328391054]",20000,20260912,4000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,combined_severe,1.2411200741384791,2.6508199093635816,-1.4096998352251027,53.17976639022408,"[49.97679544095428, 56.14099399813687]",0,38.32500000000002,5.18333333333334,"[-1.5113209453255574, -1.3066988432713418]",20000,20260913,4000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,perspective_pair,0.963610503617386,1.6937909111676825,-0.7301804075502966,43.10924109557994,"[39.489989397914144, 46.33280271220528]",0,19.770833333333336,2.387499999999998,"[-0.7974825496979616, -0.6609956890357506]",20000,20260914,8000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
geoprr_minus_vdn_annotation,syncg,projective_three,1.0561136937910836,2.0128005772329822,-0.9566868834418987,47.530137573642094,"[44.22082583095924, 50.51844419864499]",0,25.955555555555556,3.3194444444444415,"[-1.0316648970893785, -0.8803052816569313]",20000,20260915,12000,"[20262020, 20262021, 20262022]",source group with all its images and selected conditions,average seed errors per original row before group resampling
