seed,stage,pipeline_stage,epoch,learning_rate,elapsed_seconds,training_elapsed_seconds,train_elapsed_seconds,steps,optimizer_steps,samples,unique_training_images,image_condition_rows,condition_rows,physical_samples_seen,metric_absolute_moment_error,metric_absolute_total_shift,metric_combined_risk_weight,metric_condition_regression,metric_consistency,metric_final_l1,metric_gain,metric_gain_loss,metric_gradient_norm,metric_loss,metric_mean_absolute_shift,metric_mean_condition_l1,metric_mean_risk_weight,metric_moment_budget_gain,metric_nmae,metric_no_harm,metric_polar_consistency,metric_prior_kl,metric_raw_nmae,metric_relation_available,metric_route,metric_route_imitation,metric_route_loss,metric_sarn_nmae,metric_scale16_feature_residual_rms,metric_scale8_feature_residual_rms,metric_tail10,metric_tail_l1,metric_tail_risk_weight,metric_weighted_exact_l1,metric_worst_excess
20262020,r2mt_mean_risk,r2mt,25,0.0003454915028125262,0.7833044999279082,,0.7833032999187708,,63,,16000,48000,,,,,,,0.004100944705307484,,,,,0.0047873867824673655,0.005483760356903076,,,,,,,,,,,,,,,,,0.00893414232879877,,0.0038119468707591294,
20262020,r2mt_mean_risk,r2mt,26,0.00030865828381745506,0.8746732999570668,,0.8746726997196674,,63,,16000,48000,,,,,,,0.004075551507994533,,,,,0.004731216043233871,0.0055328007601201535,,,,,,,,,,,,,,,,,0.008822572611272336,,0.003767440898343921,
20262020,r2mt_mean_risk,r2mt,27,0.0002730047501302265,0.7630660003051162,,0.7630652002990246,,63,,16000,48000,,,,,,,0.004016143944114447,,,,,0.004604212392121553,0.00556818700954318,,,,,,,,,,,,,,,,,0.008617093332111836,,0.003662173245102167,
20262020,r2mt_mean_risk,r2mt,28,0.0002387507176420255,0.7536721001379192,,0.7536713001318276,,63,,16000,48000,,,,,,,0.003981840074062348,,,,,0.00448953240737319,0.005621870506554842,,,,,,,,,,,,,,,,,0.008427730165421962,,0.003567115552723408,
20262020,r2mt_mean_risk,r2mt,29,0.0002061073738537634,0.7928301002830267,,0.7928294003941119,,63,,16000,48000,,,,,,,0.003948760328814387,,,,,0.004396848205476999,0.005699776947498321,,,,,,,,,,,,,,,,,0.008247221529483794,,0.0034931436721235515,
20262020,r2mt_mean_risk,r2mt,30,0.00017527597583490815,0.8499789000488818,,0.8499779002740979,,63,,16000,48000,,,,,,,0.0038988693952560424,,,,,0.004298059679567814,0.005708241123706102,,,,,,,,,,,,,,,,,0.008112992979586125,,0.0034087758157402277,
20262020,r2mt_mean_risk,r2mt,31,0.0001464466094067262,0.7664856999181211,,0.7664843001402915,,63,,16000,48000,,,,,,,0.0038681219797581435,,,,,0.004205748923122882,0.0057390420101583,,,,,,,,,,,,,,,,,0.007981013003736735,,0.003330277893692255,
20262020,r2mt_mean_risk,r2mt,32,0.00011979701719998447,0.7646344001404941,,0.7646335000172257,,63,,16000,48000,,,,,,,0.0038398522585630416,,,,,0.0041355716027319436,0.005792323026806116,,,,,,,,,,,,,,,,,0.007871492948383093,,0.003271617840975523,
20262020,r2mt_mean_risk,r2mt,33,9.549150281252627e-05,0.7621034001931548,,0.7621015002951026,,63,,16000,48000,,,,,,,0.00380744462646544,,,,,0.004055732432752848,0.0057947335280478,,,,,,,,,,,,,,,,,0.00776492902636528,,0.003203083224594593,
20262020,r2mt_mean_risk,r2mt,34,7.367991782295387e-05,0.8308422998525202,,0.8308409997262061,,63,,16000,48000,,,,,,,0.0037840232029557226,,,,,0.003998900460079312,0.005823837954550982,,,,,,,,,,,,,,,,,0.007694127660244703,,0.003153799753636122,
20262020,r2mt_mean_risk,r2mt,35,5.4496737905816076e-05,0.7626785999163985,,0.7626777002587914,,63,,16000,48000,,,,,,,0.003768188662827015,,,,,0.003958347998559475,0.005847746286541224,,,,,,,,,,,,,,,,,0.007631511323153973,,0.003119825540110469,
20262020,r2mt_mean_risk,r2mt,36,3.806023374435661e-05,0.7943057003431022,,0.794304400216788,,63,,16000,48000,,,,,,,0.0037538222260773183,,,,,0.003915765970945359,0.005853771805763245,,,,,,,,,,,,,,,,,0.007582754302769899,,0.003082406546920538,
20262020,r2mt_mean_risk,r2mt,37,2.447174185242322e-05,0.7777657997794449,,0.7777648996561766,,63,,16000,48000,,,,,,,0.0037386874426156283,,,,,0.003882914915680885,0.005860119957476854,,,,,,,,,,,,,,,,,0.007543765924870968,,0.0030537570118904112,
20262020,r2mt_mean_risk,r2mt,38,1.3815039801161714e-05,0.8517511999234557,,0.8517498997971416,,63,,16000,48000,,,,,,,0.00372931245341897,,,,,0.003862911619246006,0.0058624550327658655,,,,,,,,,,,,,,,,,0.007520234771072864,,0.0030362943336367607,
20262020,r2mt_mean_risk,r2mt,39,6.155829702431168e-06,0.7937690000981092,,0.7937683002091944,,63,,16000,48000,,,,,,,0.0037266635112464426,,,,,0.0038494997192174197,0.005873180340975523,,,,,,,,,,,,,,,,,0.007506638899445534,,0.003024295011535287,
20262020,r2mt_mean_risk,r2mt,40,1.5413331334360176e-06,0.7724178000353277,,0.7724168999120593,,63,,16000,48000,,,,,,,0.0037239202577620746,,,,,0.0038413563556969166,0.005876832880079746,,,,,,,,,,,,,,,,,0.00749706381931901,,0.003017163977026939,
20262020,r2mt_tail_risk,r2mt,1,0.001,0.8399142003618181,,0.8399127000011504,,63,,16000,48000,,,,,,,0.0054330404736101625,,,,,0.011461071856319904,0.0028109144549816846,,,,,,,,,,,,,,,,,0.017755196377635,,0.007801369480788708,
20262020,r2mt_tail_risk,r2mt,2,0.000998458666866564,0.7800414999946952,,0.7800406003370881,,63,,16000,48000,,,,,,,0.005301579028367996,,,,,0.01020304537564516,0.0017808074709028006,,,,,,,,,,,,,,,,,0.016214623883366586,,0.006854088328778743,
20262020,r2mt_tail_risk,r2mt,3,0.0009938441702975688,0.779923599679023,,0.7799220997840166,,63,,16000,48000,,,,,,,0.005181582383811474,,,,,0.009941810101270676,0.0024067036490887403,,,,,,,,,,,,,,,,,0.015759160667657854,,0.00668634519353509,
20262020,r2mt_tail_risk,r2mt,4,0.0009861849601988382,0.779256499838084,,0.7792552998289466,,63,,16000,48000,,,,,,,0.005111760307103396,,,,,0.009715577088296413,0.0027618114463984966,,,,,,,,,,,,,,,,,0.01537848536670208,,0.006537643246352673,
20262020,r2mt_tail_risk,r2mt,5,0.0009755282581475767,0.8287197998724878,,0.8287188997492194,,63,,16000,48000,,,,,,,0.00505892401188612,,,,,0.00944109783321619,0.0030213620755821465,,,,,,,,,,,,,,,,,0.014937267310917378,,0.006352463953197002,
20262020,r2mt_tail_risk,r2mt,6,0.0009619397662556432,0.7954388000071049,,0.7954374998807907,,63,,16000,48000,,,,,,,0.0050190467983484265,,,,,0.009249714888632297,0.003283129448071122,,,,,,,,,,,,,,,,,0.01459520499408245,,0.006230290587991476,
20262020,r2mt_tail_risk,r2mt,7,0.0009455032620941838,0.7946742996573448,,0.7946730996482074,,63,,16000,48000,,,,,,,0.004952850956469774,,,,,0.008949877485632897,0.003512969298288226,,,,,,,,,,,,,,,,,0.014088636085391045,,0.0060330904759466645,
20262020,r2mt_tail_risk,r2mt,8,0.000926320082177046,0.8658608999103308,,0.8658596999011934,,63,,16000,48000,,,,,,,0.00491562270745635,,,,,0.00872224061191082,0.0036893973127007486,,,,,,,,,,,,,,,,,0.013709923401474953,,0.005881940312683583,
20262020,r2mt_tail_risk,r2mt,9,0.0009045084971874736,0.7675622999668121,,0.767560999840498,,63,,16000,48000,,,,,,,0.004848265819251537,,,,,0.008560091570019721,0.00381617028452456,,,,,,,,,,,,,,,,,0.013397048100829125,,0.005783713065087796,
20262020,r2mt_tail_risk,r2mt,10,0.0008802029828000154,0.7840841002762318,,0.7840829002670944,,63,,16000,48000,,,,,,,0.004807599008083343,,,,,0.008300821430981159,0.003958806160837412,,,,,,,,,,,,,,,,,0.01301307126134634,,0.005602051492780447,
20262020,r2mt_tail_risk,r2mt,11,0.0008535533905932736,0.7884923997335136,,0.788491599727422,,63,,16000,48000,,,,,,,0.004756756246089935,,,,,0.008108743973076343,0.004207309730350971,,,,,,,,,,,,,,,,,0.012677742779254913,,0.005478056129068137,
20262020,r2mt_tail_risk,r2mt,12,0.0008247240241650918,0.867624499835074,,0.8676235997118056,,63,,16000,48000,,,,,,,0.004733573853969574,,,,,0.007952570158988237,0.004248991571366787,,,,,,,,,,,,,,,,,0.012422770299017429,,0.005373340331017971,
20262020,r2mt_tail_risk,r2mt,13,0.0007938926261462365,0.7692078999243677,,0.769206800032407,,63,,16000,48000,,,,,,,0.004670495323836803,,,,,0.007739010531455278,0.004383548155426979,,,,,,,,,,,,,,,,,0.01206643319875002,,0.005232309378683567,
20262020,r2mt_tail_risk,r2mt,14,0.0007612492823579742,0.7458804999478161,,0.7458792999386787,,63,,16000,48000,,,,,,,0.004622917909175158,,,,,0.007574829712510109,0.004514320030808449,,,,,,,,,,,,,,,,,0.011797103375196457,,0.005122945856302977,
20262020,r2mt_tail_risk,r2mt,15,0.0007269952498697732,0.7567018000409007,,0.7567008002661169,,63,,16000,48000,,,,,,,0.004589412122964859,,,,,0.0073519710227847096,0.004663750790059567,,,,,,,,,,,,,,,,,0.011420283049345016,,0.004976120989769697,
20262020,r2mt_tail_risk,r2mt,16,0.0006913417161825447,0.8260229998268187,,0.8260218999348581,,63,,16000,48000,,,,,,,0.0045448107570409775,,,,,0.00722093915194273,0.004698497045785188,,,,,,,,,,,,,,,,,0.011188080444931983,,0.004892421569675207,
20262020,r2mt_tail_risk,r2mt,17,0.0006545084971874736,0.8121004002168775,,0.8120993999764323,,63,,16000,48000,,,,,,,0.0045020880401134495,,,,,0.007068685159087181,0.004858415551483631,,,,,,,,,,,,,,,,,0.010929267361760139,,0.0047927842885255815,
20262020,r2mt_tail_risk,r2mt,18,0.0006167226819279527,0.7662508999928832,,0.7662500003352761,,63,,16000,48000,,,,,,,0.004448808815330267,,,,,0.006888463765382767,0.004923659585416317,,,,,,,,,,,,,,,,,0.010662395007908344,,0.004667002905160189,
20262020,r2mt_tail_risk,r2mt,19,0.0005782172325201154,0.8537546000443399,,0.853753199800849,,63,,16000,48000,,,,,,,0.004407176725566387,,,,,0.006664325129240751,0.0050276598073542116,,,,,,,,,,,,,,,,,0.01032108360528946,,0.0045119588971138,
20262020,r2mt_tail_risk,r2mt,20,0.0005392295478639224,0.7438478996045887,,0.7438469999469817,,63,,16000,48000,,,,,,,0.00435247702896595,,,,,0.006568401265889407,0.0051218212991952896,,,,,,,,,,,,,,,,,0.010145992942154408,,0.004452146951109171,
20262020,r2mt_tail_risk,r2mt,21,0.0004999999999999999,0.7686411999166012,,0.7686403999105096,,63,,16000,48000,,,,,,,0.0043075898885726925,,,,,0.00639374341443181,0.005165882531553507,,,,,,,,,,,,,,,,,0.009867934465408325,,0.004333998497575521,
20262020,r2mt_tail_risk,r2mt,22,0.0004607704521360775,0.7598542999476194,,0.7598536000587046,,63,,16000,48000,,,,,,,0.004249279133975506,,,,,0.006192922614514828,0.005300411984324455,,,,,,,,,,,,,,,,,0.00956161218136549,,0.004195608023554087,
20262020,r2mt_tail_risk,r2mt,23,0.0004217827674798846,0.8689735997468233,,0.8689719000831246,,63,,16000,48000,,,,,,,0.004191797155886888,,,,,0.006032857041805982,0.005365844417363405,,,,,,,,,,,,,,,,,0.009317370310425758,,0.004085540289059281,
20262020,r2mt_tail_risk,r2mt,24,0.0003832773180720472,0.7827697996981442,,0.7827687999233603,,63,,16000,48000,,,,,,,0.004158537440001965,,,,,0.005914546813815832,0.005415505234152079,,,,,,,,,,,,,,,,,0.009130769193172454,,0.004005215477198363,
20262020,r2mt_tail_risk,r2mt,25,0.0003454915028125262,0.7914495002478361,,0.791448200121522,,63,,16000,48000,,,,,,,0.004095867637544871,,,,,0.005765398807823658,0.005460611347109079,,,,,,,,,,,,,,,,,0.008902584999799729,,0.0039029575176537036,
20262020,r2mt_tail_risk,r2mt,26,0.00030865828381745506,0.7719590999186039,,0.7719582999125123,,63,,16000,48000,,,,,,,0.004065453108400107,,,,,0.005627277996391058,0.0055481881164014335,,,,,,,,,,,,,,,,,0.008698419205844403,,0.00380627803504467,
20262020,r2mt_tail_risk,r2mt,27,0.0002730047501302265,0.8910727999173105,,0.8910718997940421,,63,,16000,48000,,,,,,,0.004026548713445663,,,,,0.005500855069607497,0.005582908913493156,,,,,,,,,,,,,,,,,0.008509380929172038,,0.003718440767377615,
20262020,r2mt_tail_risk,r2mt,28,0.0002387507176420255,0.7594160996377468,,0.759415099862963,,63,,16000,48000,,,,,,,0.0039780975244939325,,,,,0.005378833908587694,0.005648077666759491,,,,,,,,,,,,,,,,,0.008337689083069562,,0.0036317268572747708,
20262020,r2mt_tail_risk,r2mt,29,0.0002061073738537634,0.7411834998056293,,0.7411825996823609,,63,,16000,48000,,,,,,,0.003932054564356804,,,,,0.005232114795595408,0.00569045914337039,,,,,,,,,,,,,,,,,0.0081410643607378,,0.0035252535156905652,
20262020,r2mt_tail_risk,r2mt,30,0.00017527597583490815,0.7373568997718394,,0.7373560001142323,,63,,16000,48000,,,,,,,0.0038963950835168362,,,,,0.0051407569609582425,0.005732507575303316,,,,,,,,,,,,,,,,,0.008010243814438581,,0.0034607728235423567,
20262020,r2mt_tail_risk,r2mt,31,0.0001464466094067262,0.8950155000202358,,0.8950147000141442,,63,,16000,48000,,,,,,,0.0038591648563742636,,,,,0.005051273163408041,0.00575213610380888,,,,,,,,,,,,,,,,,0.007883962601423263,,0.0033972899597138166,
20262020,r2mt_tail_risk,r2mt,32,0.00011979701719998447,0.8017044002190232,,0.8017032998614013,,63,,16000,48000,,,,,,,0.0038361498638987543,,,,,0.00496244802698493,0.00578005925565958,,,,,,,,,,,,,,,,,0.007772694326937199,,0.003331178694963455,
20262020,r2mt_tail_risk,r2mt,33,9.549150281252627e-05,0.7634403998963535,,0.7634395998902619,,63,,16000,48000,,,,,,,0.0038051237445324657,,,,,0.004892012242227793,0.005804345205426216,,,,,,,,,,,,,,,,,0.007684807807207108,,0.0032789406068623067,
20262020,r2mt_tail_risk,r2mt,34,7.367991782295387e-05,0.8179438998922706,,0.8179433001205325,,63,,16000,48000,,,,,,,0.00377787958830595,,,,,0.004818689174950123,0.005830299694091081,,,,,,,,,,,,,,,,,0.007593459364026785,,0.003224432084709406,
20262020,r2mt_tail_risk,r2mt,35,5.4496737905816076e-05,0.7496698000468314,,0.7496691001579165,,63,,16000,48000,,,,,,,0.003760180525481701,,,,,0.004762109588831663,0.00584795230999589,,,,,,,,,,,,,,,,,0.007521276086568832,,0.0031826430913060905,
20262020,r2mt_tail_risk,r2mt,36,3.806023374435661e-05,0.782137000001967,,0.7821360002271831,,63,,16000,48000,,,,,,,0.003743174806237221,,,,,0.0047183635532855985,0.005858384970575571,,,,,,,,,,,,,,,,,0.00747183471173048,,0.0031491254772990944,
20262020,r2mt_tail_risk,r2mt,37,2.447174185242322e-05,0.761858900077641,,0.7618574998341501,,63,,16000,48000,,,,,,,0.0037357719875872135,,,,,0.004684427559375763,0.00587610150501132,,,,,,,,,,,,,,,,,0.007433913964778185,,0.0031229215450584887,
20262020,r2mt_tail_risk,r2mt,38,1.3815039801161714e-05,0.8433208996430039,,0.8433197997510433,,63,,16000,48000,,,,,,,0.0037262358255684374,,,,,0.0046590459384024145,0.005873964410275221,,,,,,,,,,,,,,,,,0.007404725350439548,,0.0031035684514790773,
20262020,r2mt_tail_risk,r2mt,39,6.155829702431168e-06,0.7508561001159251,,0.750855399761349,,63,,16000,48000,,,,,,,0.0037223588153719902,,,,,0.004644370410591364,0.00588888830691576,,,,,,,,,,,,,,,,,0.007387727368623019,,0.003092369930818677,
20262020,r2mt_tail_risk,r2mt,40,1.5413331334360176e-06,0.7699780999682844,,0.7699765996076167,,63,,16000,48000,,,,,,,0.0037183792144060133,,,,,0.00463516265898943,0.005882693197578192,,,,,,,,,,,,,,,,,0.0073810996487736705,,0.0030845673996955157,
20262020,r2mt_combined_risk,r2mt,1,0.001,0.7583727999590337,,0.7583718998357654,,63,,16000,48000,,,,,,,0.005441520720720291,,,,,0.01173628356307745,0.0027770338924601673,,,,,,,,,,,,,,,,,0.01774207754433155,,0.008079034850001336,
20262020,r2mt_combined_risk,r2mt,2,0.000998458666866564,0.87156270025298,,0.8715617000125349,,63,,16000,48000,,,,,,,0.005275351658463478,,,,,0.010524498626589775,0.0018510671285912395,,,,,,,,,,,,,,,,,0.01626582618057728,,0.0071658255942165855,
20262020,r2mt_combined_risk,r2mt,3,0.0009938441702975688,0.7664973000064492,,0.7664962997660041,,63,,16000,48000,,,,,,,0.005170660953968763,,,,,0.010142092376947402,0.0023608280681073667,,,,,,,,,,,,,,,,,0.015732574224472044,,0.006892163224518299,
20262020,r2mt_combined_risk,r2mt,4,0.0009861849601988382,0.7443046001717448,,0.74430390028283,,63,,16000,48000,,,,,,,0.0050930755138397215,,,,,0.009863893687725066,0.002918313194066286,,,,,,,,,,,,,,,,,0.015287994727492333,,0.006704431403428316,
20262020,r2mt_combined_risk,r2mt,5,0.0009755282581475767,0.7906283996999264,,0.7906275996938348,,63,,16000,48000,,,,,,,0.005052115999162197,,,,,0.009563981972634793,0.0031458904165774584,,,,,,,,,,,,,,,,,0.014814572252333165,,0.006500023040920496,
20262020,r2mt_combined_risk,r2mt,6,0.0009619397662556432,0.847342099994421,,0.8473407998681068,,63,,16000,48000,,,,,,,0.004987712565809489,,,,,0.009312402419745923,0.0033566669020801783,,,,,,,,,,,,,,,,,0.014362956196069717,,0.006340054258704185,
20262020,r2mt_combined_risk,r2mt,7,0.0009455032620941838,0.7842510999180377,,0.7842502999119461,,63,,16000,48000,,,,,,,0.00495061569660902,,,,,0.009001579016447067,0.003598904861137271,,,,,,,,,,,,,,,,,0.01392471668869257,,0.006117620382457971,
20262020,r2mt_combined_risk,r2mt,8,0.000926320082177046,0.7821483998559415,,0.7821470997296274,,63,,16000,48000,,,,,,,0.004905638117343188,,,,,0.008818358525633813,0.003790197756141424,,,,,,,,,,,,,,,,,0.013600028097629547,,0.00600023689866066,
20262020,r2mt_combined_risk,r2mt,9,0.0009045084971874736,0.8368779001757503,,0.8368768002837896,,63,,16000,48000,,,,,,,0.004870458737015724,,,,,0.00868779230862856,0.0038844947479665277,,,,,,,,,,,,,,,,,0.013393849156796932,,0.005911609642207622,
20262020,r2mt_combined_risk,r2mt,10,0.0008802029828000154,0.7589373998343945,,0.7589366999454796,,63,,16000,48000,,,,,,,0.0048349441774189475,,,,,0.008402222938835621,0.004038299307227135,,,,,,,,,,,,,,,,,0.012963882848620415,,0.005712743617594242,
20262020,r2mt_combined_risk,r2mt,11,0.0008535533905932736,0.8045374997891486,,0.8045358997769654,,63,,16000,48000,,,,,,,0.004791057284921408,,,,,0.008225792065262794,0.0041677559427917,,,,,,,,,,,,,,,,,0.012703958861529828,,0.005589175011962652,
