comparator,label,delta,ci_low,ci_high,relative_reduction_percent,relative_ci_low,relative_ci_high,clusters,replicates
Raw ResNet-18,Raw ResNet-18,-0.19894358085802474,-0.24483267688068855,-0.1539855094708027,90.34617419345898,86.44395352186136,93.11375741198174,52,20000
Raw EfficientNet-B0,Raw EfficientNet-B0,-0.11565569847613541,-0.14931307515598283,-0.08540667903224357,84.47351487210739,78.46934697373138,88.88842613549632,52,20000
Raw MobileNetV3-Large,Raw MobileNetV3-Large,-0.14311324127373073,-0.1818844111757661,-0.10826115078904931,87.0671527833663,82.10704833982292,90.69638509693173,52,20000
