condition,label,geo_nmae_mean,geo_nmae_sd,baseline_nmae_mean,baseline_nmae_sd,relative_reduction_percent,delta_nmae,ci_low,ci_high,rows,groups,bootstrap_replicates
clean,Clean,0.021287529160201563,0.0,0.12229215720369196,0.021145780997552256,82.59289095314209,-0.10100462804349038,-0.14130497654615118,-0.06638909880815168,1395,52,20000
blur_moderate,Blur moderate,0.021120687444909993,0.0,0.12187103451979704,0.021190426433225863,82.66964129078669,-0.10075034707488706,-0.14159927676582365,-0.06638267224849526,1395,52,20000
blur_severe,Blur severe,0.020906992686263223,0.0,0.12311383579473473,0.023575559913205903,83.0181615646181,-0.10220684310847152,-0.1450280445275032,-0.06737127257468987,1395,52,20000
perspective_moderate,Perspective moderate,0.02050919594766251,0.0,0.11503035881319863,0.014697480433787068,82.1706233386892,-0.09452116286553613,-0.1259561260812534,-0.0671506858231523,1395,52,20000
perspective_severe,Perspective severe,0.02198527023029338,0.0,0.1710995252965777,0.03064480494015877,87.15059542556597,-0.1491142550662843,-0.1778442889449224,-0.12059508621489802,1395,52,20000
combined_severe,Perspective severe + blur,0.021737507933500825,0.0,0.16807446263164388,0.034292916911306016,87.06673959080787,-0.14633695469814306,-0.17529205760886338,-0.11871621519758437,1395,52,20000
