method,regression_pct_all_rows,rescue_pct_all_rows,net_acc5_gain_pp
resnet18,0.2972222222222222,13.27638888888889,12.979166666666668
efficientnet_b0,0.07777777777777778,5.019444444444445,4.941666666666667
mobilenet_v3_large,0.30833333333333335,11.106944444444444,10.79861111111111
yolo,0.47777777777777775,17.131944444444443,16.654166666666665
vdn,0.5125000000000001,16.040277777777774,15.527777777777775
deeplab,0.475,19.347222222222225,18.872222222222224
