scope,label,rows,samples,scenes,checkpoints,geoprr_nmae_percent_fs,geoprr_nmae_sd_percent_fs,vdn_nmae_percent_fs,vdn_nmae_sd_percent_fs,delta_percent_fs,ci95_low_percent_fs,ci95_high_percent_fs,relative_nmae_reduction,geoprr_acc2_percent,geoprr_acc2_sd_percent,vdn_acc2_percent,vdn_acc2_sd_percent
all_conditions,All six conditions,9348,1558,14,3,1.001323831921434,0.03821507931133241,1.6619985231766157,0.08775004609358866,-0.6606746912551819,-0.8251439732688074,-0.4853707366495082,0.3975182180020349,91.11396377121667,0.7948111436466366,74.48652118100129,2.189901506305303
condition,Clean,1558,1558,14,3,0.782838549392702,0.0203926564298566,1.10768284297342,0.171512077467681,-0.324844293580713,-0.436565090777803,-0.197317847746398,0.29326471529406,94.0522036799315,0.545885786143474,87.6979032948224,3.83304142688244
condition,Blur moderate,1558,1558,14,3,0.778464942239411,0.0163307093380757,1.10793292731856,0.154994617163186,-0.329467985079149,-0.439733130253849,-0.206021110941605,0.297371778521407,94.1591784338896,0.612284468175185,87.4197689345314,3.54588634581082
condition,Blur severe,1558,1558,14,3,0.799784496714347,0.0294466216526453,1.49611181378307,0.200334362264973,-0.696327317068721,-1.03150580233449,-0.438096057171761,0.465424649851529,94.1805733846812,0.646113344909777,85.2160890029953,4.41073398850806
condition,Perspective moderate,1558,1558,14,3,0.991583746890801,0.0489706897388512,0.966917791836199,0.0644453518684117,0.0246659550546024,-0.157090195867572,0.239074518593713,-0.0255098781539237,91.3564398801883,1.41401041008629,91.1638853230638,1.30333713397673
condition,Perspective severe,1558,1558,14,3,1.24162691141055,0.0609228929789452,2.55446675270731,0.0529004342833927,-1.31283984129676,-1.5105240271149,-1.08725340020886,0.513938903258526,87.2486093281985,0.917491726246964,47.6679503637142,1.09365664690903
condition,Combined severe,1558,1558,14,3,1.4136443448808,0.0693757683920213,2.73887901044114,0.0694172711351109,-1.32523466556035,-1.63700412274356,-0.950700157941947,0.483860243737782,85.6867779204108,1.22456893635038,47.7535301668806,1.17827726256006
