method,seed,preprocessing,dataset,dataset_name,dataset_samples,groups,group_unit,scope,conditions,rows,pooled_coverage,pooled_nmae,pooled_rmse,pooled_acc_at_1_percent,pooled_acc_at_2_percent,pooled_acc_at_5_percent,pooled_p95_absolute_error,pooled_p99_absolute_error,pooled_maximum_absolute_error,group_macro_coverage,group_macro_nmae,group_macro_rmse,group_macro_acc_at_1_percent,group_macro_acc_at_2_percent,group_macro_acc_at_5_percent,group_macro_p95_absolute_error,group_macro_p99_absolute_error,group_macro_maximum_absolute_error
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.12178566750308954,0.20291803099049202,0.12672811059907835,0.3271889400921659,0.5069124423963134,0.4725067451596252,0.71324862420559,0.8741589784622192,1.0,0.11664293303015079,0.14016821389643805,0.11526523159715549,0.3014427081023276,0.4679169499026905,0.2617319814413109,0.307358936016397,0.32099355628544635
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.11885583327417068,0.18258854427777915,0.09907834101382489,0.22119815668202766,0.4377880184331797,0.4224160313606259,0.6165132457017908,0.7758186459541321,1.0,0.10930276246046898,0.13104573099721023,0.13623870843743993,0.2493609456083029,0.4913892840999134,0.2347139702022076,0.2976226241514899,0.31832860030911186
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.18320110496672615,0.22403949406956492,0.027649769585253458,0.04608294930875576,0.12211981566820276,0.43516691178083416,0.5088868635892869,0.5911687612533569,1.0,0.17830167973855612,0.20008277750949952,0.024985585239285027,0.08530174899096675,0.1564145685181626,0.3128192705430768,0.37883137687141244,0.39685766382650894
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.18198861345209283,0.22225059114192472,0.03686635944700461,0.052995391705069124,0.1359447004608295,0.41577023714780803,0.4965362185239792,0.5941779613494873,1.0,0.17333723184708713,0.19494134794226053,0.07687872381318471,0.09164424370555448,0.16916202191043628,0.30874337651241907,0.37279205473628907,0.3939932612939314
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.16134851723099658,0.21049750328476594,0.054531490015360985,0.10675883256528418,0.23195084485407066,0.42179180979728703,0.5323453463315965,0.7758186459541321,1.0,0.1536472246820374,0.18169005137540328,0.07936767249663655,0.14210231276827473,0.2723219581761707,0.31881799316406245,0.4102905777738311,0.45180673230778085
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.15072348327399748,0.21659353835465087,0.062244062244062245,0.13472563472563473,0.32923832923832924,0.47595438361167874,0.6578331577777864,0.9359529614448547,1.0,0.14711874374111134,0.1824758539306066,0.06388745861728078,0.13865871310125757,0.3377566978026589,0.3474525775572657,0.4660663608917595,0.5351428905367851
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.12869984243520025,0.2101270044153547,0.07985257985257985,0.19656019656019655,0.47297297297297297,0.5078736007213586,0.7152050149440765,0.8970657587051392,1.0,0.12491508746118343,0.15060761010440088,0.07976783248671074,0.19983880878203725,0.48056238289013303,0.25651564727939663,0.3300768500878214,0.36211119399219754
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.12819311430718044,0.2090873043103535,0.085995085995086,0.1977886977886978,0.4705159705159705,0.5064790576696385,0.7123379534482956,0.8972245454788208,1.0,0.12440711146418033,0.1506828562569565,0.08654145102503516,0.2007490742271864,0.4782896556174058,0.2543196284432709,0.331676094742,0.364951818741858
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.13355343661749283,0.21489368207806883,0.08353808353808354,0.18058968058968058,0.44717444717444715,0.5351527810096738,0.6738212227821351,0.9359529614448547,1.0,0.12953462117134334,0.15727976171482136,0.08349227721662741,0.18528160887600012,0.4560608649966696,0.2613120968125015,0.348318540600717,0.3827778976857662
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.12779587251028499,0.1848257517198481,0.051597051597051594,0.1167076167076167,0.32923832923832924,0.4347050607204433,0.6118618041276932,0.7822079062461853,1.0,0.12323555740445787,0.14930492234343645,0.060797945784265894,0.13001808572944004,0.34861589205821963,0.2666920432735979,0.3343647541424334,0.35717382350564003
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.19702137179042992,0.24418842749131262,0.042997542997543,0.06633906633906633,0.12653562653562653,0.48838174462318407,0.584447604417801,0.6890918612480164,1.0,0.19417709791042853,0.21836862517067607,0.04308388260166646,0.06589877253009949,0.1301349429564204,0.3496426106318832,0.4246754365778565,0.4505960113048554
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.18907726198339642,0.2315984998160129,0.029484029484029485,0.05036855036855037,0.128992628992629,0.438196662068367,0.5484824640750886,0.6834030151367188,1.0,0.18644298703507448,0.2091146107886115,0.029641362589379005,0.050165928462782096,0.13287644829710493,0.33254414319694037,0.40190695296949136,0.42866149562001227
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.17129816876137044,0.22168025903427868,0.04135954135954136,0.07780507780507781,0.19492219492219492,0.4573048055171966,0.5846001908779145,0.7822079062461853,1.0,0.1679518807833203,0.19719308761210314,0.044507730325103786,0.0820275955741072,0.20387576110391498,0.3450165891095995,0.4360528739571571,0.49104701938629153
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.25155839233441685,0.27906666330422614,0.012471655328798186,0.024943310657596373,0.060090702947845805,0.4446211751302083,0.5045274098714189,0.5449745376904805,1.0,0.25338417953244907,0.2808855164052368,0.012566137566137567,0.025132275132275134,0.05952380952380952,0.42926321354934144,0.4693163084151252,0.47882036386974275
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.24665878016391846,0.267362833058491,0.006802721088435374,0.006802721088435374,0.061224489795918366,0.4046281417210895,0.4412212448914844,0.4602636456489563,1.0,0.2451796130205273,0.2639335936194027,0.005952380952380952,0.005952380952380952,0.05952380952380952,0.3576504791615501,0.37057143167995266,0.3738016698095533
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.2508176522784763,0.26841975345142866,0.0,0.006802721088435374,0.027210884353741496,0.39034152905146263,0.4410524257024129,0.4540895581245422,1.0,0.25060166938516193,0.2658511720495405,0.0,0.005952380952380952,0.023809523809523808,0.35176093781278245,0.363954003527997,0.36700226995680063
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.2576698693396553,0.2761099477835081,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.42438434561093635,0.4760443786780038,0.4912370761235555,1.0,0.2574429902655107,0.27469166558791247,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.36701929901705843,0.37988723087197257,0.3831042138357011
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.2436933200889164,0.27268000841133533,0.006802721088435374,0.027210884353741496,0.08163265306122448,0.4135128422578176,0.45133880217870054,0.46495719353357945,1.0,0.24732484433228374,0.27503309743677223,0.005952380952380952,0.023809523809523808,0.07142857142857142,0.3865258724292119,0.3936043796906395,0.3953740065059964
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.25008579654217844,0.2905810873546519,0.034013605442176874,0.06802721088435375,0.12244897959183673,0.4808567372957865,0.5276166493892669,0.5449745376904805,1.0,0.2546404878873989,0.2922885785539294,0.02976190476190476,0.06944444444444445,0.12301587301587302,0.4277296058620725,0.446092755452035,0.45068354284952555
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.26042493559335633,0.29784007165273824,0.02040816326530612,0.034013605442176874,0.061224489795918366,0.4890052886803944,0.5363686509132385,0.5391058643658956,1.0,0.2651154723038118,0.29972236517689155,0.017857142857142856,0.02976190476190476,0.06349206349206349,0.4406791503372646,0.45948270975408095,0.46418359960828504
GeoPRR raw anchor,20262022,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.25140135074148373,0.28722840133334426,0.02040816326530612,0.04308390022675737,0.08843537414965986,0.47644439538319905,0.5281843352317812,0.5449745376904805,1.0,0.2556936015078315,0.29000951021930815,0.017857142857142856,0.041005291005291,0.08597883597883597,0.4477019350680093,0.4717075698489234,0.47738694312080504
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.16588736901664033,0.23428381493428024,0.08179723502304148,0.16474654377880185,0.3033794162826421,0.5345836400985717,0.6513594526052459,0.8193992376327515,1.0,0.1606196516731758,0.20044678625060186,0.07602104555064386,0.1538141415784122,0.30167193355477734,0.37382954087311565,0.4496523078661074,0.5223008404401216
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.11906656070640695,0.19844528510257342,0.12672811059907835,0.26036866359447003,0.45622119815668205,0.5038156330585476,0.6864298933744433,0.7823099493980408,1.0,0.1168807489132536,0.13861482852154117,0.11755237363059773,0.2433140150899136,0.4203380136873907,0.23711461867933925,0.28534908525428987,0.3031596062671054
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.11890793649177603,0.1984566226379975,0.1313364055299539,0.26036866359447003,0.4539170506912442,0.49264945387840253,0.6683120280504228,0.7884484529495239,1.0,0.11697475314843125,0.13900831878944037,0.1216846050355564,0.24357890171843663,0.4184037777106015,0.2386087304665284,0.28848308556242425,0.3059292769702998
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.1278879185882547,0.20763673860281343,0.10138248847926268,0.22811059907834103,0.43548387096774194,0.5132487893104549,0.6828023153543473,0.8193992376327515,1.0,0.12542386357928276,0.14812174229090136,0.09421968095329616,0.2139998127313138,0.4014904584717009,0.25439312415122983,0.3060554254767569,0.3248270367627794
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.12780703945543773,0.1880034072697575,0.09907834101382489,0.18663594470046083,0.37327188940092165,0.485132160782814,0.5845062094926837,0.625551700592041,1.0,0.12073000636726866,0.1448058270143558,0.09345569863540265,0.17399096674995196,0.4330321017953153,0.24232907094603237,0.30680691582831465,0.3246137339960445
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.2488947158870609,0.29202788919435,0.016129032258064516,0.03225806451612903,0.05069124423963134,0.5543929517269133,0.6163677203655243,0.6675652265548706,1.0,0.24069634108681423,0.26490069166015273,0.014558908322121854,0.029213915049010185,0.046665385354603114,0.3845457108914852,0.4426630377880551,0.4692680192941969
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.25276004297090565,0.29466809966923685,0.016129032258064516,0.020737327188940093,0.05069124423963134,0.5687195599079131,0.6190318334102631,0.6954500079154968,1.0,0.2430121969440042,0.26711432317061834,0.014655006726888332,0.018787238131847014,0.09010186430905247,0.3904621600167318,0.43897109501551496,0.46260862029411576
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.20982059943780143,0.26296695494239397,0.04377880184331797,0.07987711213517665,0.15821812596006143,0.5433956861495972,0.6143136072158814,0.6954500079154968,1.0,0.20147951479936238,0.23455605556389436,0.040889871228137614,0.07399737331026972,0.1899331171529903,0.3837543840614232,0.4510240058465438,0.4892177646133033
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.16724425261114234,0.23968139268535443,0.05118755118755119,0.10995085995085994,0.33845208845208846,0.5308844864368438,0.6558327835798264,0.8443942666053772,1.0,0.16374350220728545,0.2049445659335148,0.05411709522174638,0.11456568239846243,0.3423608190896986,0.3870540956929326,0.48430859241664415,0.5386873573660851
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.12444604378092018,0.20995979132288364,0.0687960687960688,0.1597051597051597,0.4950859950859951,0.5421819806098938,0.6948496639728546,0.8116138577461243,1.0,0.1210687941849786,0.14714130919841323,0.07236203718761858,0.16495546098787567,0.49709727519226704,0.24211840864002704,0.30596900535899396,0.33607157070934773
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.12365887165747823,0.2090088668566297,0.06265356265356266,0.15601965601965603,0.49385749385749383,0.5393711417913436,0.6991734302043915,0.8116552829742432,1.0,0.12030410838986769,0.1461307857983672,0.06612231437812834,0.16079477232216546,0.4961872308973674,0.24046473218843337,0.30445126696753494,0.33525271788984534
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.12638663976034492,0.20991686138903026,0.06511056511056511,0.14127764127764128,0.4864864864864865,0.533393615484237,0.6936018890142441,0.8443942666053772,1.0,0.12286723494806824,0.14887106674574915,0.06836861458954482,0.14847670865571502,0.4890772058399932,0.2424868228919804,0.31153477412942043,0.34315768250077966
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.1321872383607437,0.19405030946339488,0.06265356265356266,0.11425061425061425,0.3574938574938575,0.47702543288469285,0.5668857496976852,0.6626440286636353,1.0,0.1290281703531379,0.15449772877871845,0.06747461726599893,0.12072081437334517,0.3654275382360865,0.2609893659818172,0.33069044172972434,0.3614192037731409
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.24575798543643304,0.29583671883034796,0.02702702702702703,0.04668304668304668,0.09950859950859951,0.5383613705635067,0.6494048404693604,0.7786952257156372,1.0,0.24221341136657645,0.26843560006982015,0.028108893310671696,0.04832878399909864,0.10345535584683427,0.4088965315932035,0.4748153385412692,0.499413405418396
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.251028736670934,0.29610002379928674,0.020884520884520884,0.04176904176904177,0.09828009828009827,0.5327791744470596,0.6014007025957108,0.6760096907615661,1.0,0.24697929400108398,0.27038859470901533,0.02226609459851594,0.04411755405257457,0.10292030852564368,0.40635648990929124,0.4627454639178514,0.48104029452800756
GeoPRR raw anchor,20262022,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.2096579868227036,0.2663644814316678,0.036855036855036855,0.06756756756756757,0.1850941850941851,0.5250586777925491,0.6132405827045454,0.7786952257156372,1.0,0.20607362524026612,0.23955407986167154,0.03928320172506219,0.07105571747500612,0.19060106753618816,0.40241647053480145,0.4785368927985429,0.5189440847039223
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.13628664069322594,0.16240697614068073,0.04421768707482993,0.08049886621315193,0.20748299319727892,0.28929072121779115,0.3569574443896611,0.3961626609166463,1.0,0.13900849804617266,0.16057026216205011,0.047619047619047616,0.07936507936507937,0.19444444444444442,0.2633614529957847,0.30010742784322253,0.31632707359298823
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.1328770516099843,0.16120950024893382,0.08163265306122448,0.10204081632653061,0.23129251700680273,0.28342618409792575,0.35540443960825596,0.38221303224563596,1.0,0.13376322441827998,0.15696407581732214,0.08928571428571429,0.10714285714285714,0.2261904761904762,0.24104234387382625,0.2520842024530683,0.25484466709787884
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.1320025296830266,0.15798357772825328,0.061224489795918366,0.07482993197278912,0.19047619047619047,0.2801019605000813,0.33151131470998096,0.3743185758590698,1.0,0.133348612631203,0.15382202130695516,0.07142857142857142,0.08333333333333333,0.18452380952380953,0.23336781480766475,0.24310330824208637,0.24553718160069174
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.13958213945770478,0.16583447083079328,0.02040816326530612,0.08843537414965986,0.19047619047619047,0.2985072524547576,0.3459688931306201,0.37537238200505574,1.0,0.14394033251261268,0.16366052543410087,0.03571428571428571,0.09523809523809523,0.18452380952380953,0.24234396066268285,0.2511718989824492,0.25337888356239074
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.13510523758913112,0.16366850087563667,0.047619047619047616,0.08163265306122448,0.23809523809523808,0.30099706252415975,0.3443489344914752,0.36594955921173095,1.0,0.1352294228777841,0.15863607012657452,0.041666666666666664,0.07142857142857142,0.2261904761904762,0.2483128441278896,0.2657665830860062,0.27013001782553536
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.12985074626210055,0.15532442033661284,0.027210884353741496,0.07482993197278912,0.22448979591836735,0.27401872913042696,0.3331753609975177,0.3961626609166463,1.0,0.13476949631891869,0.1539264659951983,0.023809523809523808,0.06547619047619048,0.19642857142857142,0.23465934902051136,0.2525172691138963,0.25698174913724264
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.14830213955740812,0.16998445853993674,0.027210884353741496,0.061224489795918366,0.17006802721088435,0.28473260601361583,0.3458946735064186,0.3602918823560079,1.0,0.15299989951823753,0.16865176124397638,0.023809523809523808,0.05357142857142857,0.1488095238095238,0.24163744110531274,0.25405214861006964,0.2571558254862588
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.1377527078028799,0.16310300413838544,0.034013605442176874,0.07256235827664399,0.2108843537414966,0.2926189144452413,0.35220154762268097,0.3961626609166463,1.0,0.14099960623831342,0.1615485537445291,0.02976190476190476,0.06349206349206349,0.19047619047619047,0.25669297744357394,0.2962604792163485,0.30710306566859047
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.10354149590798306,0.16823441174251796,0.10291858678955453,0.24807987711213517,0.5391705069124424,0.4226532265543937,0.5049250006675718,0.8398878574371338,1.0,0.09934058892535699,0.12298268198814212,0.09629460567621244,0.24504988492832044,0.5389874985394756,0.22069057418744667,0.2982282549026337,0.3737501869824799
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.09284868351380397,0.15772596054830254,0.09907834101382489,0.29493087557603687,0.6129032258064516,0.4047604069113727,0.4856624487042427,0.6571035981178284,1.0,0.08946335533833218,0.10257651190153484,0.09196136844128387,0.2731429599294293,0.6059656872598261,0.1608073117523031,0.1881766152365099,0.20137866469404916
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.09227060217396592,0.1566754415864698,0.08986175115207373,0.2834101382488479,0.6152073732718893,0.3975896298885344,0.4910664907097817,0.6577385663986206,1.0,0.08985482950454186,0.10365059492030154,0.08307707092062272,0.2623991582765367,0.6080798521646886,0.1628870643556118,0.19113412399400362,0.2018511411547661
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.09563962192079781,0.15994434905032506,0.08294930875576037,0.2534562211981567,0.6013824884792627,0.4113262760639187,0.5086788105964662,0.6173824071884155,1.0,0.09164775544996245,0.10612316848252004,0.07605227753219296,0.277750878437982,0.5954909611402797,0.17238346463753418,0.20059491919826378,0.2093228005279194
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.09526097049694596,0.15975309403732954,0.10829493087557604,0.22350230414746544,0.5460829493087558,0.4060492485761641,0.503375506401062,0.8398878574371338,1.0,0.0910027509056338,0.11234079738044121,0.10256102248702671,0.2082999452978311,0.5448080464510224,0.18478959118127822,0.2559554109769789,0.29036637551405214
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.11491929541656978,0.1779755267163806,0.12442396313364056,0.21889400921658986,0.4377880184331797,0.4387073203921318,0.5015990966558457,0.6929183006286621,1.0,0.10923414276271838,0.13407790665597805,0.11758120315202768,0.20472508464051806,0.44706246889122153,0.22879336624280971,0.290703830266947,0.3186701260507107
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.13030980192581493,0.1939425099902062,0.11290322580645161,0.21428571428571427,0.4216589861751152,0.452044625878334,0.5326741272211075,0.595320463180542,1.0,0.12484069959095324,0.15269496089561535,0.1065346915241207,0.24398128298762548,0.4325179753298146,0.26574191838665445,0.3080952828664671,0.3286631843176755
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.1134966892797769,0.17777329790660745,0.1152073732718894,0.21889400921658986,0.4685099846390169,0.43561285436153446,0.5190783774852753,0.8398878574371338,1.0,0.10835919775310182,0.13518473950652543,0.10889230572105836,0.2190021043086582,0.47479616355735293,0.24946991925171827,0.32111608371450134,0.366357097774744
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.09615320204424288,0.16338499451585187,0.06203931203931204,0.1766994266994267,0.5249795249795249,0.43802753686904855,0.6118396443128588,0.8069087266921997,1.0,0.0958027391104648,0.11886120235829933,0.0633742465291713,0.17646714099347477,0.5195771871510919,0.20811427046351133,0.3067260092443228,0.3480974695622921
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.09440219304693236,0.16606881309488403,0.06633906633906633,0.1928746928746929,0.5515970515970516,0.4532421141862853,0.6243696331977845,0.7919521927833557,1.0,0.09480821301067406,0.11580648279901411,0.06501561745747793,0.18840768480645362,0.5455953169723148,0.19209214890003204,0.24999010870891802,0.2756635709926486
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.09388775018815874,0.16599771371903685,0.06388206388206388,0.2113022113022113,0.558968058968059,0.45225826948881015,0.6252697783708573,0.7946153879165649,1.0,0.09426827138352968,0.11515992158877449,0.06331550688253834,0.21023769588065075,0.5527453052269541,0.1914741254352033,0.24706264990101748,0.2724172501154244
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.09581736042066787,0.16725760031859832,0.05528255528255528,0.19164619164619165,0.5319410319410319,0.4523427337408066,0.6131275588274002,0.763780951499939,1.0,0.09619572764359846,0.11732894397493658,0.05937732620017162,0.19156034609864978,0.5238633362159437,0.18739188167687507,0.25974195279204837,0.2892069681361318
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.0929959527819946,0.16224813818212058,0.05896805896805897,0.1769041769041769,0.5331695331695332,0.4415713250637052,0.6424875032901765,0.8069087266921997,1.0,0.09253192429984336,0.11299796038637341,0.061414972016887205,0.17681297992173506,0.5236449651357395,0.18683639338240027,0.24588357017000012,0.2703748402163386
GeoPRR normalized endpoint,20262020,sarn_v2,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.09993609385537464,0.16278242926067002,0.06265356265356266,0.1597051597051597,0.5012285012285013,0.41472845524549473,0.5811608922481537,0.7138338088989258,1.0,0.09831364738708138,0.12060932491003844,0.06746117919168534,0.16328765663580985,0.5002771937503845,0.21618888786341994,0.26925351635624467,0.287222971560061
