method,seed,preprocessing,dataset,dataset_name,dataset_samples,groups,group_unit,scope,conditions,rows,pooled_coverage,pooled_nmae,pooled_rmse,pooled_acc_at_1_percent,pooled_acc_at_2_percent,pooled_acc_at_5_percent,pooled_p95_absolute_error,pooled_p99_absolute_error,pooled_maximum_absolute_error,group_macro_coverage,group_macro_nmae,group_macro_rmse,group_macro_acc_at_1_percent,group_macro_acc_at_2_percent,group_macro_acc_at_5_percent,group_macro_p95_absolute_error,group_macro_p99_absolute_error,group_macro_maximum_absolute_error
GeoPRR-Net,20262021,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.11691860458242609,0.18617343173310263,0.10319410319410319,0.20556920556920558,0.4631449631449631,0.4321828633546828,0.6786221784353257,0.8878847360610962,1.0,0.1130289904821209,0.14246673705978935,0.10464601176297483,0.2076774030296602,0.47292743879177435,0.2687782612675428,0.3798765892279148,0.40600018987059594
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.24100148848215017,0.26390149686065334,0.01020408163265306,0.017006802721088437,0.05328798185941043,0.412603476246198,0.46269314364592173,0.5356947660446167,1.0,0.24217178187239422,0.2633842694124182,0.012235449735449735,0.01984126984126984,0.05257936507936508,0.38879491534308774,0.41797087161540986,0.42798912165656916
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.24545132873279976,0.266180330215398,0.006802721088435374,0.006802721088435374,0.061224489795918366,0.4020894992351531,0.4413721066315967,0.4523188829421997,1.0,0.24393187096983032,0.26277116165386005,0.005952380952380952,0.005952380952380952,0.05952380952380952,0.35661228034988274,0.36950496505328584,0.3727281362291366
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.2496383786390698,0.26723982477052505,0.0,0.006802721088435374,0.027210884353741496,0.38995359420776354,0.44136234839757277,0.44598976373672483,1.0,0.24939126627391608,0.26470070780935967,0.0,0.005952380952380952,0.023809523809523808,0.35084363581169214,0.36299772633351973,0.36603624896397663
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.25659891903265264,0.27506298701950077,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.424796422322591,0.47619632045427945,0.4912952502568563,1.0,0.2563536456660934,0.27365174594328756,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.3662667519175817,0.3791702888625008,0.38239617309873064
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.22095936244847822,0.24731717679103574,0.0,0.006802721088435374,0.06802721088435375,0.4168643542130788,0.4591522904237111,0.49233199755350743,1.0,0.2231749518649288,0.24492474910598522,0.0,0.005952380952380952,0.05952380952380952,0.3511414365531906,0.36777848857527684,0.3719377515807984
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.2283325708831519,0.2515276570472709,0.0,0.006802721088435374,0.061224489795918366,0.40481650551160164,0.45150381000836676,0.49523154099782307,1.0,0.23148111487743717,0.2522126902216445,0.0,0.015873015873015872,0.06349206349206349,0.35022208467173194,0.36193191642572003,0.3648593743642171
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.24502837115674872,0.2747786620375266,0.047619047619047616,0.06802721088435375,0.09523809523809523,0.4324356051286061,0.49062003986040736,0.5356947660446167,1.0,0.24869784158215952,0.2762322569199385,0.051587301587301584,0.06944444444444445,0.09325396825396826,0.39023759852704537,0.4032165711936496,0.4064613143603007
GeoPRR-Net,20262022,dual_view,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.2314401014961263,0.25815709771810863,0.015873015873015872,0.027210884353741496,0.07482993197278912,0.4155615568161011,0.4829548462231954,0.5356947660446167,1.0,0.23445130277484183,0.2588651760016638,0.017195767195767195,0.03042328042328042,0.07208994708994709,0.3837521961094841,0.41370682950814563,0.42183447773494415
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.12644332180490586,0.2013711957004661,0.11290322580645161,0.22657450076804916,0.4251152073732719,0.4979377850890159,0.652996243238449,0.8050261735916138,1.0,0.12241313048161705,0.14944611948863548,0.11251691989007,0.22664022317827814,0.42116098406863556,0.27824666832699013,0.3461545949636807,0.3918965370817618
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.1184301797057489,0.19716339736050834,0.12903225806451613,0.26036866359447003,0.45622119815668205,0.4933244004845617,0.6769945186376571,0.7691687345504761,1.0,0.11616007782922098,0.13777600643993962,0.11961848933307707,0.2433140150899136,0.4203380136873907,0.23670469680658798,0.28346728815057065,0.301170474643057
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.11828106398568038,0.19719478989082956,0.1313364055299539,0.2626728110599078,0.4539170506912442,0.4844170793890947,0.6634607660770419,0.7752362489700317,1.0,0.11625331156706667,0.13817316401270166,0.12173265423793965,0.2458516289911639,0.4184037777106015,0.23833923519158906,0.28660496340339836,0.3039353529296138
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.12717918440500436,0.2061132506862184,0.10138248847926268,0.2304147465437788,0.43548387096774194,0.5076697766780849,0.6795256638526918,0.8050261735916138,1.0,0.12460548200115192,0.14710606543087118,0.09421968095329616,0.21611397763617637,0.4014904584717009,0.25294900825511324,0.30389217654087325,0.32256408377127216
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.11210717063292448,0.17728160759910824,0.1336405529953917,0.22580645161290322,0.4308755760368664,0.4622089606523513,0.5809005057811737,0.7636390924453735,1.0,0.10840680314369192,0.13213055689608447,0.12656159907745532,0.21196967232908034,0.44133551512886676,0.2339199840488759,0.2872313493957303,0.30904054825956173
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.1366199395041741,0.2086728092397291,0.08755760368663594,0.1889400921658986,0.39400921658986177,0.506698989868164,0.620350136756897,0.7442211508750916,1.0,0.13168288858929877,0.160813153002202,0.12476455890832212,0.21994583992469827,0.4070774561530712,0.271622924682498,0.3371276915445653,0.3589068376205184
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.14604239259590288,0.21928788956716685,0.0944700460829493,0.1912442396313364,0.38018433179723504,0.5102940618991846,0.6266947221755983,0.6987481713294983,1.0,0.13737021975927208,0.16454419329266426,0.08820453683032964,0.2226462050986364,0.43832068326018214,0.2733673869864507,0.3205249563937837,0.3379444642500444
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.13158983424433385,0.20253418494972358,0.10522273425499232,0.2019969278033794,0.40168970814132104,0.49480098634958286,0.6184974479675293,0.7636390924453735,1.0,0.12581997049742094,0.15409001338566394,0.11317689827203568,0.21818723911747168,0.4289112181807067,0.279144331811233,0.343178792776953,0.3775119503790682
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.11959804612048083,0.1972223001353947,0.06756756756756757,0.16072891072891074,0.4856674856674857,0.5107306331396102,0.6679142963886263,0.9127380847930908,1.0,0.11593380228538279,0.1448965923699816,0.07090718915274319,0.1679036491265813,0.4902907676520919,0.25492771683067084,0.36572526709151276,0.41877033808231356
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.12356516786445051,0.20787573900128278,0.06756756756756757,0.16216216216216217,0.4963144963144963,0.5414227426052093,0.6799743902683258,0.7959608435630798,1.0,0.12022016981678632,0.14600773871746472,0.07119924648994416,0.16778851105074788,0.4982600658899415,0.23921484840765594,0.30250992696139206,0.33253644735366106
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.12274250746547664,0.20681448176773995,0.06265356265356266,0.15847665847665848,0.4926289926289926,0.5336063295602794,0.6806058275699616,0.7959990501403809,1.0,0.1194224912003418,0.14495700200847397,0.06612231437812834,0.16373594879275372,0.49502444019969294,0.23755532153666015,0.3008740411259531,0.3315167730748653
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.12537248247730975,0.20756313002335952,0.06633906633906633,0.14127764127764128,0.4864864864864865,0.5238106399774544,0.6744894027709961,0.8350533246994019,1.0,0.12188619574814605,0.14757454108058995,0.06950497822590847,0.149145157853576,0.4890772058399932,0.23920026703551409,0.3081710450883507,0.3392780893743038
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.1171714743666113,0.1961166313490553,0.060196560196560195,0.15356265356265356,0.504914004914005,0.5087240457534787,0.6649612724781038,0.9127380847930908,1.0,0.11320085789407978,0.14007923948691023,0.061137764044740785,0.16414985317382635,0.5134350571242067,0.2445370237454772,0.31560739794516557,0.34390443471074106
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.11878567994088943,0.1921260121057223,0.07002457002457002,0.171990171990172,0.4631449631449631,0.4776734977960586,0.653976531624794,0.8560936450958252,1.0,0.11479329706322076,0.1427354185571073,0.07419794068220881,0.18089365381614556,0.4699476080476047,0.2576101116538047,0.3259871903382539,0.3565867126822472
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.10995096460814761,0.17011369940584598,0.07862407862407862,0.1769041769041769,0.4705159705159705,0.3971703186631199,0.5669323235750199,0.7556949257850647,1.0,0.10607980198972203,0.1350774089937895,0.08328089109552858,0.1817087700724383,0.4760002288111127,0.24600234085470438,0.3290339022178649,0.3595998054087162
GeoPRR-Net,20262022,dual_view,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.1153027063052161,0.18646966540154455,0.06961506961506962,0.16748566748566748,0.4795249795249795,0.46816400587558704,0.6355908674001696,0.9127380847930908,1.0,0.11135798564900752,0.14057720275136767,0.07287219860749272,0.17558409235413672,0.48646096466097466,0.26268342910856,0.36416021088761086,0.3976146625816822
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.12604595065477303,0.1521467699565841,0.05668934240362812,0.0963718820861678,0.23129251700680273,0.2813036068280538,0.34867116530736286,0.38221303224563596,1.0,0.12791711135279563,0.15058128825412526,0.059854497354497355,0.09722222222222221,0.21792328042328044,0.25532756249772176,0.28557831325237715,0.29427304253691716
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.1328770516099843,0.16120950024893382,0.08163265306122448,0.10204081632653061,0.23129251700680273,0.28342618409792575,0.35540443960825596,0.38221303224563596,1.0,0.13376322441827998,0.15696407581732214,0.08928571428571429,0.10714285714285714,0.2261904761904762,0.24104234387382625,0.2520842024530683,0.25484466709787884
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.1320025296830266,0.15798357772825328,0.061224489795918366,0.07482993197278912,0.19047619047619047,0.2801019605000813,0.33151131470998096,0.3743185758590698,1.0,0.133348612631203,0.15382202130695516,0.07142857142857142,0.08333333333333333,0.18452380952380953,0.23336781480766475,0.24310330824208637,0.24553718160069174
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.13958213945770478,0.16583447083079328,0.02040816326530612,0.08843537414965986,0.19047619047619047,0.2985072524547576,0.3459688931306201,0.37537238200505574,1.0,0.14394033251261268,0.16366052543410087,0.03571428571428571,0.09523809523809523,0.18452380952380953,0.24234396066268285,0.2511718989824492,0.25337888356239074
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.12173549165260762,0.14764578050543045,0.07482993197278912,0.09523809523809523,0.272108843537415,0.2629640199740727,0.33508332109451267,0.3705898177623749,1.0,0.12614231069725027,0.14537229687011777,0.07341269841269842,0.09722222222222221,0.251984126984127,0.21854303951916237,0.22929363671115463,0.23198128600915272
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.11724234829143601,0.14110418881485262,0.061224489795918366,0.1292517006802721,0.23129251700680273,0.256904340982437,0.32801479725837696,0.34481298446655273,1.0,0.11780162171554312,0.13619943750801708,0.05357142857142857,0.1130952380952381,0.2123015873015873,0.2098423731563583,0.2211237809629667,0.22394413291461882
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.11283614323387882,0.13687141238810885,0.04081632653061224,0.08843537414965986,0.272108843537415,0.24726413448651627,0.3034599542617796,0.35607688724994657,1.0,0.11250656614188478,0.1317820506012571,0.03571428571428571,0.0873015873015873,0.248015873015873,0.2044848289475554,0.21530878128901357,0.2180147693743781
GeoPRR raw anchor,20262020,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.11727132772597415,0.14194300749628477,0.05895691609977324,0.10430839002267574,0.2585034013605442,0.2577592293421427,0.32892677021026645,0.3705898177623749,1.0,0.11881683285155938,0.13957001641016012,0.05423280423280423,0.09920634920634921,0.2374338624338624,0.23567043936157978,0.2528049321709171,0.2570630993445714
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.1305432456966043,0.18826811639976204,0.0629800307219662,0.17473118279569894,0.40053763440860213,0.432354737818241,0.4998022943735121,0.6577385663986206,1.0,0.13147910345564648,0.16526485879800523,0.058382984175796016,0.16904713503550714,0.3971346632765372,0.3043085048334165,0.3943836609391461,0.44346530085260216
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.09284868351380397,0.15772596054830254,0.09907834101382489,0.29493087557603687,0.6129032258064516,0.4047604069113727,0.4856624487042427,0.6571035981178284,1.0,0.08946335533833218,0.10257651190153484,0.09196136844128387,0.2731429599294293,0.6059656872598261,0.1608073117523031,0.1881766152365099,0.20137866469404916
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.09227060217396592,0.1566754415864698,0.08986175115207373,0.2834101382488479,0.6152073732718893,0.3975896298885344,0.4910664907097817,0.6577385663986206,1.0,0.08985482950454186,0.10365059492030154,0.08307707092062272,0.2623991582765367,0.6080798521646886,0.1628870643556118,0.19113412399400362,0.2018511411547661
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_severe,blur_severe,434,1.0,0.09563962192079781,0.15994434905032506,0.08294930875576037,0.2534562211981567,0.6013824884792627,0.4113262760639187,0.5086788105964662,0.6173824071884155,1.0,0.09164775544996245,0.10612316848252004,0.07605227753219296,0.277750878437982,0.5954909611402797,0.17238346463753418,0.20059491919826378,0.2093228005279194
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_moderate,perspective_moderate,434,1.0,0.11596212727950739,0.16756197580487117,0.08064516129032258,0.15668202764976957,0.3271889400921659,0.3992494672536849,0.4971049189567569,0.6053862571716309,1.0,0.11677018037217403,0.13696012035972027,0.07633576782625408,0.14693446088794926,0.3468104661595733,0.22606013447669418,0.2606406761344454,0.2731620934388854
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,perspective_severe,perspective_severe,434,1.0,0.183580322917877,0.2243061783666917,0.01152073732718894,0.03456221198156682,0.14055299539170507,0.44221394807100295,0.4995740383863449,0.5374536514282227,1.0,0.19442128039435624,0.2151995807857281,0.010378627714779935,0.031087833941956564,0.12913612147677192,0.33125232664942744,0.372217408916896,0.38009756573221903
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,combined_severe,combined_severe,434,1.0,0.20295811637367384,0.24345873799650633,0.013824884792626729,0.02534562211981567,0.10599078341013825,0.45535019785165776,0.5282870686054235,0.5874990224838257,1.0,0.20671721967451215,0.22886912306963847,0.012492792619642513,0.022967518739188928,0.09732489145808385,0.36760554667928,0.4120122550297325,0.423689590529962
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,1302,1.0,0.1675001888570194,0.21421362740338898,0.03533026113671275,0.07219662058371736,0.1912442396313364,0.4432157427072525,0.5068574666976929,0.6053862571716309,1.0,0.1726362268136808,0.19980637154953704,0.033069062720225514,0.06699660452303159,0.19109049303147635,0.3336615567180243,0.40180738706512886,0.4306633718989112
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,4884,1.0,0.128465897754689,0.1907501293096382,0.0475020475020475,0.13615888615888616,0.3837018837018837,0.4470959663391113,0.6055279868841171,0.7946153879165649,1.0,0.12747360976307248,0.15973367855750345,0.04849497237322135,0.13646055083640582,0.3824167232139105,0.3078739151835441,0.3995127245098353,0.45119147127866743
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,clean,clean,814,1.0,0.09440219304693236,0.16606881309488403,0.06633906633906633,0.1928746928746929,0.5515970515970516,0.4532421141862853,0.6243696331977845,0.7919521927833557,1.0,0.09480821301067406,0.11580648279901411,0.06501561745747793,0.18840768480645362,0.5455953169723148,0.19209214890003204,0.24999010870891802,0.2756635709926486
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_moderate,blur_moderate,814,1.0,0.09388775018815874,0.16599771371903685,0.06388206388206388,0.2113022113022113,0.558968058968059,0.45225826948881015,0.6252697783708573,0.7946153879165649,1.0,0.09426827138352968,0.11515992158877449,0.06331550688253834,0.21023769588065075,0.5527453052269541,0.1914741254352033,0.24706264990101748,0.2724172501154244
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,blur_severe,blur_severe,814,1.0,0.09581736042066787,0.16725760031859832,0.05528255528255528,0.19164619164619165,0.5319410319410319,0.4523427337408066,0.6131275588274002,0.763780951499939,1.0,0.09619572764359846,0.11732894397493658,0.05937732620017162,0.19156034609864978,0.5238633362159437,0.18739188167687507,0.25974195279204837,0.2892069681361318
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_moderate,perspective_moderate,814,1.0,0.11486343225146613,0.17184666892278577,0.042997542997543,0.10319410319410319,0.3402948402948403,0.43614193350076663,0.5865776944160462,0.6782900094985962,1.0,0.11267126308292871,0.1329203278971187,0.04550988417267487,0.10731719640748369,0.3453184947469422,0.22245838007304813,0.28196655356773725,0.3044218261688948
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,perspective_severe,perspective_severe,814,1.0,0.1804075620831963,0.2260217188251393,0.030712530712530713,0.05773955773955774,0.16339066339066338,0.44180783927440637,0.5502019965648651,0.750677227973938,1.0,0.17801507281383588,0.20023917823829612,0.031862054194475534,0.060499555164397846,0.16758954207404375,0.32115716345757245,0.38531395074129093,0.4066612594127655
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,combined_severe,combined_severe,814,1.0,0.19141708853771267,0.23363942193539922,0.025798525798525797,0.060196560196560195,0.15601965601965603,0.44539837539195964,0.5420451152324677,0.7176847457885742,1.0,0.1888831106438681,0.2108074539860772,0.02588944533198979,0.060740826660799295,0.15938834404726435,0.33937795543819665,0.3939373428416252,0.41248171472549433
GeoPRR raw anchor,20262020,raw,field_gauge_roi_test_b,FieldGauge-ROI Test-B,814,20,source-directory group,projective_pooled,perspective_moderate;perspective_severe;combined_severe,2442,1.0,0.16222936095745835,0.2122926238966986,0.033169533169533166,0.07371007371007371,0.2199017199017199,0.44143506139516814,0.5540008383989338,0.750677227973938,1.0,0.1598564821802109,0.18655341421368557,0.034420461233046734,0.0761858594108936,0.2240987936227501,0.3243298953866958,0.4006116713762283,0.43942813253402707
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,882,1.0,0.20766646377669082,0.25586526195889714,0.02834467120181406,0.048752834467120185,0.14058956916099774,0.4920897106329598,0.5712618678013481,0.6339004516601563,1.0,0.2046130992117382,0.24890188333166932,0.025793650793650792,0.04563492063492064,0.13425925925925927,0.4529505564352822,0.4867321312870298,0.49405463949082384
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,clean,clean,147,1.0,0.2360822096271039,0.2824049814085249,0.006802721088435374,0.02040816326530612,0.11564625850340136,0.5277222009499865,0.5905403955777486,0.6339004516601563,1.0,0.23114245684216264,0.27319436636451594,0.005952380952380952,0.017857142857142856,0.10714285714285714,0.4343810545679122,0.45802965017803127,0.46394179908056105
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_moderate,blur_moderate,147,1.0,0.23263457338826185,0.27963221890196616,0.034013605442176874,0.047619047619047616,0.10884353741496598,0.5051584808031717,0.5833265930811562,0.6177044987678528,1.0,0.22895178463802765,0.2710008762320607,0.02976190476190476,0.041666666666666664,0.11111111111111112,0.4307379544831457,0.4514883685662633,0.4566759720870427
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,blur_severe,blur_severe,147,1.0,0.22646092038305982,0.2723881250761365,0.04081632653061224,0.05442176870748299,0.12244897959183673,0.4872607258955637,0.5913937754631042,0.5966831763585408,1.0,0.22553028773063075,0.2657166673739993,0.03571428571428571,0.047619047619047616,0.10714285714285714,0.4168251183108677,0.43440030582745864,0.4387941027066064
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_moderate,perspective_moderate,147,1.0,0.204593626798686,0.24809309102303329,0.02040816326530612,0.027210884353741496,0.11564625850340136,0.4479705174763997,0.5107445605595905,0.5389112710952759,1.0,0.2039366860435438,0.24307395865567583,0.017857142857142856,0.023809523809523808,0.10912698412698411,0.38971441507244864,0.40333542444573506,0.4067406767890567
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,perspective_severe,perspective_severe,147,1.0,0.1711528657650461,0.22230469216497148,0.04081632653061224,0.08843537414965986,0.21768707482993196,0.4360210438569386,0.5434509919484456,0.5569228251775106,1.0,0.1665021406997133,0.20898228526755835,0.041666666666666664,0.08928571428571429,0.2043650793650794,0.35233676146704046,0.3744001870700291,0.3799160434707763
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,combined_severe,combined_severe,147,1.0,0.17507458669798714,0.22291387044543728,0.027210884353741496,0.05442176870748299,0.16326530612244897,0.4332708088556925,0.5223001740773517,0.5640517314275106,1.0,0.1716152393163512,0.21248575256579938,0.023809523809523808,0.05357142857142857,0.16666666666666666,0.35181661938864084,0.37163061512841117,0.3765841140633538
GeoPRR raw anchor,20262021,raw,field_gauge_external_roi,FieldGauge-External-ROI,147,21,provisional capture session,projective_pooled,perspective_moderate;perspective_severe;combined_severe,441,1.0,0.18360702642057306,0.2314160406489367,0.02947845804988662,0.05668934240362812,0.1655328798185941,0.44408442179361973,0.5342034244537356,0.5640517314275106,1.0,0.1806846886865361,0.2231755184355777,0.027777777777777773,0.05555555555555556,0.16005291005291006,0.3985120946585185,0.42795926757842767,0.4357432072124784
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,2604,1.0,0.13902540608720365,0.20261327639463272,0.0956221198156682,0.22542242703533025,0.37480798771121354,0.4365145340561866,0.6297796275615689,0.892626166343689,1.0,0.1327138070352004,0.16635963351543842,0.10204529438144659,0.22961773368750113,0.38210585577438166,0.3203226173601367,0.4342823738802562,0.49317892529747703
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,clean,clean,434,1.0,0.11422993860785176,0.18980520492430508,0.14516129032258066,0.35253456221198154,0.5253456221198156,0.4419768616557121,0.6734051823616033,0.8776051998138428,1.0,0.10898209300125723,0.13079022369419027,0.13286084950989815,0.325312319815491,0.527570545823211,0.22711650421544907,0.2925708943927016,0.32047319080341946
GeoPRR raw anchor,20262021,raw,field_gauge_roi_test_a,FieldGauge-ROI Test-A,434,11,source-directory group,blur_moderate,blur_moderate,434,1.0,0.11409127871929088,0.19021960688486134,0.1382488479262673,0.35253456221198154,0.5207373271889401,0.4528678327798839,0.6730909234285355,0.892626166343689,1.0,0.1097161421336821,0.13184376142173668,0.12604266769171632,0.324644435902364,0.4801817643918764,0.22933360065120187,0.29637976410306305,0.32678180753507396
