method,seed,preprocessing,cohort,cohort_name,cohort_images,group_unit,scope,conditions,groups,rows,pooled_coverage,pooled_nmae,pooled_rmse,pooled_acc_at_1_percent,pooled_acc_at_2_percent,pooled_acc_at_5_percent,pooled_p95_absolute_error,pooled_p99_absolute_error,pooled_maximum_absolute_error,group_macro_coverage,group_macro_nmae,group_macro_rmse,group_macro_acc_at_1_percent,group_macro_acc_at_2_percent,group_macro_acc_at_5_percent,group_macro_p95_absolute_error,group_macro_p99_absolute_error,group_macro_maximum_absolute_error
GeoPRR-Net,20262022,dual_view,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.1358777671229526,0.20433486338219992,0.06810035842293907,0.15985663082437276,0.3992831541218638,0.47765198945999143,0.6273247575759885,0.8560936450958252,1.0,0.16549002169563234,0.19077152978501738,0.054930172339148445,0.12251174324669088,0.29250264446094637,0.2979753496671143,0.34285997420568115,0.3604183909446001
GeoPRR-Net,20262022,dual_view,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.13541337214171761,0.19950638094308445,0.08028673835125448,0.16989247311827957,0.4028673835125448,0.4407793819904327,0.6124096512794495,0.7556949257850647,1.0,0.17029467558407274,0.1983156096425732,0.07152309731495252,0.14503109597821345,0.3134589504887998,0.3100399546733269,0.3571923184568377,0.37394370800944476
GeoPRR-Net,20262022,dual_view,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.13260794689205543,0.2001846665331332,0.07502986857825568,0.16344086021505377,0.4126642771804062,0.4653520464897152,0.6202622032165526,0.9127380847930908,1.0,0.1641280143600665,0.1912058249673961,0.05891348008179535,0.1259736608896887,0.3069448381172338,0.31505869904603706,0.3797310453455723,0.40314324496610043
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.12885717860279194,0.18627419870441272,0.05328554360812425,0.14396654719235363,0.37287933094384706,0.42936144024133677,0.5663886290788648,0.7946153879165649,1.0,0.12850003214773595,0.157207578293553,0.05517416765081976,0.12750761863048773,0.3191000894078655,0.2858990513325119,0.35241575651590834,0.386186185158216
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.09797321890456025,0.16300564037610657,0.07813620071684588,0.21505376344086022,0.5369175627240144,0.41743956506252267,0.6041102385520934,0.7919521927833557,1.0,0.10940940157151952,0.12962917075117172,0.08051706542314772,0.17351396644909217,0.4293755557558535,0.20524255055050625,0.23775986910181546,0.2515418219335186
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.09740103359144613,0.16231389901126891,0.07168458781362007,0.21935483870967742,0.5376344086021505,0.4163848668336868,0.6054770863056179,0.7946153879165649,1.0,0.10911710418222725,0.12833879660278585,0.07077226764956955,0.17002201266644074,0.41574585535289726,0.20234546783801452,0.2336326506738116,0.24663439170433543
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.10037383641314158,0.16486567888168552,0.060215053763440864,0.2,0.5175627240143369,0.42322822809219346,0.5950295829772948,0.763780951499939,1.0,0.11451513164589275,0.13366932244081867,0.05334849186264529,0.1708935881690538,0.40197437109349904,0.20640920997051376,0.24376909703179425,0.2578393600642299
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.11592940097844658,0.16811921537659374,0.05806451612903226,0.11899641577060932,0.32903225806451614,0.39264544844627347,0.556411678791046,0.6782900094985962,1.0,0.11897857250759122,0.13880357915714944,0.06329918838863383,0.11162095508814966,0.3079413786415542,0.2216390944347502,0.2561835553801518,0.2685543568730354
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.174738523928976,0.21808327393153631,0.02795698924731183,0.05806451612903226,0.16344086021505377,0.4362272739410399,0.5262021625041962,0.750677227973938,1.0,0.1571686460892508,0.1775416757899479,0.03608473055292481,0.07551840916633613,0.17751195213574425,0.27833862881882065,0.31623595986796105,0.327252407740706
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.18672705780018117,0.22861921395740809,0.023655913978494623,0.052329749103942655,0.15268817204301074,0.44361138045787807,0.5389162302017212,0.7176847457885742,1.0,0.16181133688993415,0.1827140864637301,0.027023262027997375,0.06347678024385381,0.18205142346764505,0.2908731063487438,0.325622424408247,0.3363178836000271
GeoPRR raw anchor,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.15913166090253456,0.2066326288674679,0.03655913978494624,0.07646356033452807,0.21505376344086022,0.4349667608737945,0.5406759166717526,0.750677227973938,1.0,0.14598618516225872,0.17038285992176888,0.042135726989852004,0.08353871483277987,0.2225015847483145,0.29049912035048764,0.34117342809288925,0.363926631303934
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.15308452458928593,0.21689775888351404,0.06905615292712067,0.15388291517323777,0.3235364396654719,0.46911470760901763,0.6392318868637082,0.9359529614448547,1.0,0.16729041991646024,0.20589254994705788,0.056575270715542206,0.12033274357540379,0.26495659257722737,0.3843185005239951,0.46768861706818526,0.5096725657368317
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.13551365585178848,0.21301682261772123,0.09247311827956989,0.22652329749103942,0.45161290322580644,0.4910741466283797,0.7056632375717157,0.8970657587051392,1.0,0.16444416088313293,0.1959216606995951,0.061188961429674886,0.15288868641559897,0.33970237811265347,0.3221268584208467,0.3738161441118232,0.394427053064872
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.13481153569770007,0.21214762614181074,0.0967741935483871,0.23010752688172043,0.44802867383512546,0.49335183143615713,0.6779536497592912,0.8972245454788208,1.0,0.1635193705798594,0.19528763272406746,0.07196727625210736,0.16271288998980254,0.3304062664229248,0.3202799850033596,0.37259528922817736,0.3939198398375167
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.13968260387045864,0.2181166028973925,0.09247311827956989,0.2129032258064516,0.43154121863799283,0.5147469937801361,0.6843917298316955,0.9359529614448547,1.0,0.1655750140211879,0.197451838500216,0.07091852099810113,0.15425965320472318,0.3176596874781344,0.32420425416601295,0.37441779866483343,0.3923300621094994
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.13310719355108883,0.19180992971451177,0.06308243727598567,0.13978494623655913,0.34050179211469533,0.43827473521232596,0.6089073240756987,0.7822079062461853,1.0,0.15287907580901414,0.1833106657616776,0.059415090548022256,0.11237177146692562,0.28210128140250207,0.3096095625811089,0.35444592042068257,0.3689739478092927
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.18999580463113322,0.23583284009739233,0.03799283154121864,0.06236559139784946,0.13476702508960572,0.4672062128782272,0.5664862749576566,0.6890918612480164,1.0,0.17964241134666667,0.21070982781993733,0.03868305941664355,0.07944797479812737,0.16567164960567043,0.34294108037344917,0.3946741885694861,0.41068445078990395
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.18539635393354625,0.22782013693131642,0.031541218637992835,0.05161290322580645,0.13476702508960572,0.4318245557943978,0.5323596282005311,0.6834030151367188,1.0,0.17768248685890045,0.20747784321190157,0.037278715648704074,0.06031548557724502,0.1541982924414788,0.3352924810141707,0.38352104959972383,0.4002965804223831
GeoPRR raw anchor,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.16949978403858945,0.2193248674127734,0.04420549581839905,0.08458781362007169,0.2033452807646356,0.4421345710754394,0.5704946289062499,0.7822079062461853,1.0,0.17006799133819375,0.2044065039330506,0.045125621871123296,0.084045077280766,0.20065707448321712,0.3610785325927993,0.42733458565004356,0.4604119575879512
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.17570682684720507,0.24249580025947118,0.056630824372759854,0.11804062126642771,0.2982078853046595,0.522218069434166,0.6443539464473717,0.8443942666053772,1.0,0.19928373043715525,0.23466157330647863,0.04197042873809421,0.0867509035213377,0.2195309163633947,0.4013025836153672,0.47092287906880187,0.5110439237197621
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.135650758185194,0.21332457866281435,0.08028673835125448,0.17491039426523297,0.43727598566308246,0.5257297635078431,0.6899096143245695,0.8116138577461243,1.0,0.1703045383687776,0.19250374545601298,0.0551022471863259,0.11731852664897237,0.3041473779693584,0.2877170969358812,0.32769654058184755,0.3443465797908795
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.13558033035953698,0.21292245652612835,0.07741935483870968,0.17275985663082438,0.432258064516129,0.5210210084915159,0.6725608921051013,0.8116552829742432,1.0,0.17221999056766343,0.19297272760945267,0.05117263351834013,0.11577429548742524,0.2889651187069993,0.28501866101863294,0.32510333374279426,0.34187161679928885
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.1406878510574571,0.21716126538719788,0.07025089605734768,0.15412186379928317,0.42007168458781363,0.5178940474987029,0.6854051685333249,0.8443942666053772,1.0,0.17775596142133077,0.19952472072040497,0.052636963761740145,0.10878587397100165,0.27944754794849824,0.2952974250550262,0.33797955790661843,0.3554122989414594
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.14257461304829824,0.20199993311113038,0.06810035842293907,0.12759856630824373,0.3333333333333333,0.4624886608123778,0.566965936422348,0.6626440286636353,1.0,0.17504644630924368,0.20112526382508655,0.048125096736719386,0.09285224849454567,0.2609981516244269,0.3077394311741567,0.3510457092732573,0.36734594780856217
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.24718990604440227,0.29410541185752653,0.024372759856630826,0.044444444444444446,0.08673835125448029,0.5401849210262298,0.619037520885467,0.7786952257156372,1.0,0.24691111971003582,0.2773207646017423,0.02591011264916874,0.05281273228566189,0.09934153248405103,0.4113510610533448,0.4564143855958986,0.47335712923931006
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.25255750238834174,0.29583939741140697,0.01935483870967742,0.034408602150537634,0.07956989247311828,0.5388649320602417,0.6129731941223143,0.6954500079154968,1.0,0.2534643262458803,0.2815422907263814,0.01887551857627097,0.032961744240419394,0.08428576944703431,0.4168553022202391,0.4563986197762191,0.470333775107104
GeoPRR raw anchor,20262022,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.21410734049368077,0.26759603592077047,0.03727598566308244,0.06881720430107527,0.16654719235364396,0.5224497938156127,0.6123887729644775,0.7786952257156372,1.0,0.22514063075505325,0.25887303698157194,0.03097024265405303,0.059542241673542315,0.14820848451850407,0.4167570821499976,0.4699588632136583,0.49587313289157087
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.10268089739783696,0.16480715101177476,0.07287933094384708,0.18876941457586618,0.4959378733572282,0.4151855766773223,0.5823959010839459,0.8398878574371338,1.0,0.11399960998765095,0.13657709720074235,0.06397549217349544,0.15176073501437862,0.3923796069286424,0.23308600458160805,0.3022555187215981,0.34069365372126686
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.09797321890456025,0.16300564037610657,0.07813620071684588,0.21505376344086022,0.5369175627240144,0.41743956506252267,0.6041102385520934,0.7919521927833557,1.0,0.10940940157151952,0.12962917075117172,0.08051706542314772,0.17351396644909217,0.4293755557558535,0.20524255055050625,0.23775986910181546,0.2515418219335186
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.09740103359144613,0.16231389901126891,0.07168458781362007,0.21935483870967742,0.5376344086021505,0.4163848668336868,0.6054770863056179,0.7946153879165649,1.0,0.10911710418222725,0.12833879660278585,0.07077226764956955,0.17002201266644074,0.41574585535289726,0.20234546783801452,0.2336326506738116,0.24663439170433543
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.10037383641314158,0.16486567888168552,0.060215053763440864,0.2,0.5175627240143369,0.42322822809219346,0.5950295829772948,0.763780951499939,1.0,0.11451513164589275,0.13366932244081867,0.05334849186264529,0.1708935881690538,0.40197437109349904,0.20640920997051376,0.24376909703179425,0.2578393600642299
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.09813794744503256,0.1616270095282317,0.07311827956989247,0.1813620071684588,0.5060931899641578,0.40450671315193176,0.5908386921882619,0.8398878574371338,1.0,0.10945166589215972,0.13128972022250743,0.06214366707105842,0.14091459609059315,0.40799591949376995,0.21123044417937978,0.25604383017217114,0.2745049482561075
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.10774983104630469,0.1669095401055929,0.07813620071684588,0.16917562724014337,0.45232974910394264,0.41761900782585126,0.5605413842201231,0.7138338088989258,1.0,0.11534630655440042,0.136913447256071,0.060434938817423296,0.13255248199542108,0.36631213524636785,0.226314444526347,0.26703221368179103,0.2816624528777141
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.11444951698653658,0.16996754007934547,0.07598566308243727,0.14767025089605734,0.425089605734767,0.4052623748779295,0.5353949165344237,0.6070379614830017,1.0,0.12615805007970599,0.14715561355579948,0.05663652221712834,0.12266776471567065,0.3328738046294665,0.23875350413092722,0.27646731985145456,0.29063769101427916
GeoPRR normalized endpoint,20262020,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.10677909849262461,0.16620373989767653,0.07574671445639188,0.16606929510155316,0.46117084826762245,0.4106087446212767,0.5558528614044187,0.8398878574371338,1.0,0.11698534084208873,0.1397127714315191,0.05973837603520335,0.13204494760056162,0.3690606197898681,0.24122923062602292,0.2991063321459465,0.3283102763956174
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.1318589377016538,0.20543161071592309,0.0958183990442055,0.203584229390681,0.43333333333333335,0.47812630534172035,0.6834550660848616,0.9359529614448547,1.0,0.15792359949509147,0.19285804042097626,0.07663664577247718,0.15225051697440176,0.33924571319726826,0.3507105136598627,0.42160006706619113,0.453619819884881
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.13551365585178848,0.21301682261772123,0.09247311827956989,0.22652329749103942,0.45161290322580644,0.4910741466283797,0.7056632375717157,0.8970657587051392,1.0,0.16444416088313293,0.1959216606995951,0.061188961429674886,0.15288868641559897,0.33970237811265347,0.3221268584208467,0.3738161441118232,0.394427053064872
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.13481153569770007,0.21214762614181074,0.0967741935483871,0.23010752688172043,0.44802867383512546,0.49335183143615713,0.6779536497592912,0.8972245454788208,1.0,0.1635193705798594,0.19528763272406746,0.07196727625210736,0.16271288998980254,0.3304062664229248,0.3202799850033596,0.37259528922817736,0.3939198398375167
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.13968260387045864,0.2181166028973925,0.09247311827956989,0.2129032258064516,0.43154121863799283,0.5147469937801361,0.6843917298316955,0.9359529614448547,1.0,0.1655750140211879,0.197451838500216,0.07091852099810113,0.15425965320472318,0.3176596874781344,0.32420425416601295,0.37441779866483343,0.3923300621094994
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.12534727070327478,0.20076468429172065,0.10967741935483871,0.2050179211469534,0.45161290322580644,0.48047934174537654,0.7244404077529907,0.8764646053314209,1.0,0.15218287344148376,0.1874606425000069,0.09060544346506674,0.15802758128237374,0.3650131640978279,0.32250506016608227,0.3766191624136498,0.3934103639553755
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.13155783130642262,0.2006460884033619,0.09462365591397849,0.18064516129032257,0.4121863799283154,0.4579619681835174,0.6680758512020106,0.8943771123886108,1.0,0.1533790853683921,0.18765828267536383,0.08660865125826638,0.15316434286028996,0.3425656091431129,0.32268352995300903,0.3712844856654145,0.39019186427539737
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.12424072878027831,0.18625234060932871,0.08888888888888889,0.16630824372759856,0.4050179211469534,0.4223250478506088,0.6060547089576714,0.8403199911117554,1.0,0.14844109267649264,0.18211001805218088,0.07853102123164657,0.1324499480936222,0.34012717392895603,0.31351402076455065,0.36788454958214584,0.3869090973830376
GeoPRR normalized endpoint,20262021,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.12704861026332523,0.1960061611555254,0.0977299880525687,0.18399044205495818,0.4229390681003584,0.44690913041432684,0.6705139899253836,0.8943771123886108,1.0,0.15133435049545618,0.1868742955277879,0.08524837198499323,0.14788062407876196,0.3492353157232989,0.3411236097333522,0.41096084549804524,0.43044045333067577
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.1364529771052875,0.20871365391058905,0.07335722819593787,0.16451612903225807,0.41302270011947434,0.49935791313648215,0.6592861890792844,0.8983988761901855,1.0,0.17102446053680062,0.1960447028975758,0.052783325106538825,0.11614452704028567,0.2896528225185959,0.3167401807819612,0.3857808252232274,0.41964500435040547
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.135650758185194,0.21332457866281435,0.08028673835125448,0.17491039426523297,0.43727598566308246,0.5257297635078431,0.6899096143245695,0.8116138577461243,1.0,0.1703045383687776,0.19250374545601298,0.0551022471863259,0.11731852664897237,0.3041473779693584,0.2877170969358812,0.32769654058184755,0.3443465797908795
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.13558033035953698,0.21292245652612835,0.07741935483870968,0.17275985663082438,0.432258064516129,0.5210210084915159,0.6725608921051013,0.8116552829742432,1.0,0.17221999056766343,0.19297272760945267,0.05117263351834013,0.11577429548742524,0.2889651187069993,0.28501866101863294,0.32510333374279426,0.34187161679928885
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.1406878510574571,0.21716126538719788,0.07025089605734768,0.15412186379928317,0.42007168458781363,0.5178940474987029,0.6854051685333249,0.8443942666053772,1.0,0.17775596142133077,0.19952472072040497,0.052636963761740145,0.10878587397100165,0.27944754794849824,0.2952974250550262,0.33797955790661843,0.3554122989414594
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.1285658631666925,0.1990022660252029,0.06451612903225806,0.16487455197132617,0.425089605734767,0.48842298984527566,0.6405915522575377,0.8983988761901855,1.0,0.16074425481341315,0.18465681565066527,0.046241536737958916,0.11316611310894246,0.31048574820561836,0.28801217748794034,0.3351947088710237,0.3522230737514985
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.1394228191062105,0.20723556100678484,0.06738351254480286,0.14982078853046596,0.37706093189964157,0.48230084478855095,0.628984086513519,0.8541109561920166,1.0,0.17060443522120078,0.19445126086503967,0.04750345727734447,0.10242926840615503,0.26474715546230826,0.3015337882451713,0.3458733422171916,0.3632764642185125
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.13881024075663395,0.20203339526903738,0.08028673835125448,0.17060931899641577,0.3863799283154122,0.4403471934795379,0.6104677164554595,0.7705249190330505,1.0,0.1745175828284179,0.20147886821107125,0.0640431121575234,0.1393930846192173,0.29012398681879303,0.31274235898911573,0.3599136666323703,0.3776490063178234
GeoPRR normalized endpoint,20262022,sarn_v2,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.13559964100984565,0.20278557840972286,0.07072879330943847,0.16176821983273595,0.3961768219832736,0.46772974173227927,0.6238613772392272,0.8983988761901855,1.0,0.16862209095434394,0.19476042972267898,0.052596035390942264,0.11832948871143827,0.28845229682890655,0.31745378431935717,0.3831457074534969,0.4064414342565414
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.2504508036975089,0.3190995172104949,0.05173237753882915,0.11206690561529271,0.22592592592592592,0.5834023624658583,0.6708118820190428,0.7968593835830688,1.0,0.22545808577491558,0.25707733924429466,0.04452374429289614,0.09093875335951009,0.19180766957319545,0.40951707803347165,0.4571441323498732,0.47643934183395825
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.20652493697950347,0.28770779256203977,0.07240143369175628,0.15842293906810037,0.32831541218637994,0.5875768387317657,0.6743098366260527,0.7497909069061279,1.0,0.2022126977679491,0.224997647252512,0.0590838595968555,0.11692670959253657,0.2584254135759373,0.32519560869420183,0.35947718841517007,0.3729125263517101
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.20816451338460867,0.2894723211135795,0.06594982078853047,0.15985663082437276,0.3254480286738351,0.5893392777442932,0.6752014183998107,0.7489466071128845,1.0,0.2029455116834751,0.22558532354230987,0.04907220952022594,0.11781766295442016,0.2503194207315724,0.3242335149922718,0.3596116699281487,0.37317672038918887
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_severe,blur_severe,52,1395,1.0,0.2169370447115463,0.2993750890069915,0.07885304659498207,0.16344086021505377,0.3139784946236559,0.5998550748825073,0.6793860614299774,0.7968593835830688,1.0,0.2071834409611482,0.22980879624349093,0.056561311845169576,0.11936365428157494,0.24886834803093597,0.3320351173188919,0.3662068400897238,0.3798227524188084
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_moderate,perspective_moderate,52,1395,1.0,0.2476112447072813,0.3163835123442681,0.053763440860215055,0.10896057347670252,0.2057347670250896,0.5822668433189392,0.6828035902976989,0.7766969203948975,1.0,0.2207519430717892,0.2420549367250659,0.03943255027386354,0.08926287365924848,0.18272358326834062,0.34804506567598154,0.3848209139578732,0.3981051567257979
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,perspective_severe,perspective_severe,52,1395,1.0,0.30689396623098153,0.3526447021516898,0.01935483870967742,0.03942652329749104,0.09462365591397849,0.5671260535717011,0.6518590390682221,0.7742704749107361,1.0,0.2569759471877234,0.2816204319820877,0.024430881476025117,0.043627005879057865,0.10991204797634345,0.41134971688171984,0.4404007312945906,0.4496000812145379
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,combined_severe,combined_severe,52,1395,1.0,0.31657311617113215,0.3609636490771984,0.02007168458781362,0.04229390681003584,0.08745519713261649,0.5699104070663452,0.6532517087459564,0.772285521030426,1.0,0.26267897397740847,0.2865752797169675,0.038561653045237176,0.05863461379022254,0.10059720385604318,0.4136855206492237,0.4403921572618836,0.4486338005386866
Raw ResNet-18,20262020,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,projective_pooled,perspective_moderate;perspective_severe;combined_severe,52,4185,1.0,0.2903594423697983,0.3438757376311374,0.03106332138590203,0.06356033452807647,0.12927120669056152,0.5722283363342284,0.667124796962738,0.7766969203948975,1.0,0.2468022880789737,0.2735828980101004,0.03414169493170861,0.0638414977761763,0.1310776117002424,0.42123321225475036,0.4549289830131103,0.4681027668485275
Raw ResNet-18,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,all_conditions,clean;blur_moderate;blur_severe;perspective_moderate;perspective_severe;combined_severe,52,8370,1.0,0.24937990882287628,0.323049955281126,0.04886499402628435,0.09725209080047789,0.22102747909199522,0.6271802514791487,0.7148616510629653,0.8757150769233704,1.0,0.21975618475210862,0.2567174279625528,0.04157069307548104,0.08544075343572871,0.19983350780184356,0.43549778660845295,0.5045835765277729,0.5321931426112468
Raw ResNet-18,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,clean,clean,52,1395,1.0,0.19072689799268328,0.27293693075289793,0.08530465949820788,0.15842293906810037,0.3419354838709677,0.6010335326194763,0.6863064491748809,0.7524183392524719,1.0,0.17602114750976533,0.1999766336283352,0.06996801647964439,0.12389061387009402,0.2745293285584958,0.29791403607646816,0.3369739311363528,0.3535747918347135
Raw ResNet-18,20262021,raw,industrial_1395,Industrial-1395,1395,acquisition cluster,blur_moderate,blur_moderate,52,1395,1.0,0.1924680515792635,0.2752553213219336,0.07670250896057347,0.15913978494623657,0.3419354838709677,0.6039582371711729,0.6888844048976898,0.7512246370315552,1.0,0.17622383057747265,0.20018750748003145,0.06019356460532931,0.1311432876668855,0.2823456401538772,0.2985797773239704,0.3385451150775127,0.3554206241088418
