comparison,dataset,scope,candidate_nmae_pct_fs,reference_nmae_pct_fs,candidate_minus_reference_pct_fs,relative_error_reduction_pct,acc_at_2_gain_percentage_points,acc_at_5_gain_percentage_points
geoprr_minus_yolo,industrial,all_conditions,11.623503306597366,32.69751352784665,-21.07401022124929,64.45141525303362,3.1381919553962554,15.675029868578257
geoprr_minus_vdn,industrial,all_conditions,11.623503306597366,33.051908245997346,-21.428404939399982,64.83258025501449,0.03584229390680704,14.918359219434485
geoprr_minus_deeplab,industrial,all_conditions,11.623503306597366,39.475250675254394,-27.85174736865703,70.55496011356878,2.1505376344086002,16.129032258064512
geoprr_minus_resnet18,industrial,clean,12.244004372240584,17.0253763649807,-4.781371992740118,28.083796153692475,7.574671445639181,15.388291517323772
geoprr_minus_efficientnet_b0,industrial,clean,12.244004372240584,12.229215720369194,0.014788651871390002,-0.12092886583689719,0.14336917562723173,-0.28673835125448477
geoprr_minus_mobilenet_v3_large,industrial,clean,12.244004372240584,14.776480054333806,-2.5324756820932226,17.13855852531314,3.1780167264038184,8.410991636798087
geoprr_minus_yolo,industrial,clean,12.244004372240584,16.741515576188416,-4.497511203947832,26.86442086727606,-10.609318996415777,-4.157706093189965
geoprr_minus_vdn,industrial,clean,12.244004372240584,24.127495835610393,-11.88349146336981,49.25290027749444,-4.54002389486261,7.383512544802869
geoprr_minus_deeplab,industrial,clean,12.244004372240584,16.071023114885936,-3.827018742645352,23.81316183348987,-10.943847072879333,-4.157706093189965
geoprr_minus_resnet18,industrial,blur_moderate,12.199322686115734,17.02504840471708,-4.825725718601346,28.34485755273563,7.861409796893668,15.4599761051374
geoprr_minus_efficientnet_b0,industrial,blur_moderate,12.199322686115734,12.187103451979702,0.012219234136031432,-0.10026364496025107,0.11947431302269962,-0.2628434886499349
geoprr_minus_mobilenet_v3_large,industrial,blur_moderate,12.199322686115734,14.694191360288597,-2.4948686741728636,16.97860476293582,3.3452807646356035,8.55436081242533
geoprr_minus_yolo,industrial,blur_moderate,12.199322686115734,16.379301028729966,-4.179978342614232,25.519882290962105,-9.844683393070493,-4.253285543608129
geoprr_minus_vdn,industrial,blur_moderate,12.199322686115734,23.936134178176115,-11.736811492060381,49.03386405128642,-3.9426523297491087,7.4313022700119475
geoprr_minus_deeplab,industrial,blur_moderate,12.199322686115734,15.982305037989953,-3.782982351874219,23.6698169812306,-9.844683393070493,-3.5364396654719243
geoprr_minus_resnet18,industrial,blur_severe,12.320650535300432,17.474987192088413,-5.154336656787981,29.49551035506077,7.096774193548388,15.412186379928308
geoprr_minus_efficientnet_b0,industrial,blur_severe,12.320650535300432,12.311383579473473,0.009266955826959133,-0.07527144099717392,0.16726403823177804,-0.23894862604540634
geoprr_minus_mobilenet_v3_large,industrial,blur_severe,12.320650535300432,14.58534216670995,-2.2646916314095176,15.52717519770309,3.2974910394265216,8.769414575866186
geoprr_minus_yolo,industrial,blur_severe,12.320650535300432,14.251252131738369,-1.9306015964379366,13.546891028181127,-10.967741935483865,-7.6224611708482755
geoprr_minus_vdn,industrial,blur_severe,12.320650535300432,23.025528027469065,-10.704877492168633,46.49134421324842,-4.324970131421747,5.495818399044197
geoprr_minus_deeplab,industrial,blur_severe,12.320650535300432,15.733139662114729,-3.4124891268142967,21.689816528048386,-9.677419354838712,-4.086021505376351
geoprr_minus_resnet18,industrial,perspective_moderate,10.508071511446037,21.682767770044215,-11.174696258598178,51.53722244831012,15.244922341696531,30.203106332138592
geoprr_minus_efficientnet_b0,industrial,perspective_moderate,10.508071511446037,11.503035881319864,-0.9949643698738271,8.649580685822084,10.107526881720428,8.697729988052572
geoprr_minus_mobilenet_v3_large,industrial,perspective_moderate,10.508071511446037,15.14837788356116,-4.640306372115123,30.632364783761624,9.629629629629628,15.627240143369178
